person_id,movie_id
1250945,57739
563762,71753
212815,90829
87723,85340
55784,33029
1164026,126097
47647,30021
45152,76099
19538,59293
19819,88810
107153,62374
113628,203316
2369,110401
97809,27464
27200,39516
3926,31645
583632,65153
32224,33375
44567,53983
589134,80291
13688,15453
1032118,102876
86726,203778
1046852,232052
5442,58133
1356017,233873
53,14074
1059541,114730
929132,83059
225059,73650
932643,85822
74192,41200
68048,11110
227582,58276
1059855,114913
559829,70870
1077758,96589
68889,31961
24424,56992
1265368,105204
54818,71043
799438,50238
132356,50242
7026,314406
116924,371363
1272330,237958
1114562,266851
107206,246455
556829,238359
6217,394034
79757,400401
937809,389201
56062,352720
928221,389231
1014926,254435
69054,253120
146935,370817
1153128,301932
1263933,384344
83225,251924
5293,496884
99689,415636
2248588,572977
74377,520951
590744,484423
1772988,445981
1190554,636010
1020621,496681
115106,36004
120866,54426
75186,15935
42074,92069
1174771,163042
1162340,125205
1017315,54512
81401,16002
77820,16019
96304,26804
78875,54549
234907,16047
144765,51858
544096,65836
117377,55906
1041601,107436
66776,78353
11045,76952
225932,57330
557921,44010
3359,113464
6968,38931
33533,47871
136806,37630
15048,50566
35780,152035
47834,19775
543513,50603
559892,209305
546086,71484
88050,50689
212814,149854
1150001,193173
73249,31184
210707,54914
33527,49429
17782,48174
1071521,86663
124259,40660
568080,73099
6001,77351
27274,24162
80474,81215
223781,54996
137491,46900
75175,34836
1724403,111966
74739,13621
137843,46931
1028802,175331
1030503,102368
1749093,73210
113524,34981
49734,20284
181884,220493
1331,13789
1198783,214144
931999,199288
4885,45829
28846,56596
146133,52506
107204,87022
127268,160030
95956,49846
1154148,171636
1032074,102835
1239037,85656
86318,47293
121965,178543
29092,17152
29839,62664
83257,80361
1168786,186079
84725,69461
38720,79072
69909,65410
231610,130975
148388,62775
237966,69566
140650,35753
572225,199814
565896,72441
15271,167548
1193410,65568
937630,89679
41356,79293
147736,85988
63769,23129
592655,81919
558003,369846
237640,369939
1123766,270780
226140,296340
6091,285210
12801,312113
1282673,247283
590991,376111
1288628,253222
2568846,241448
47068,293491
24977,437299
6905,566675
2294578,560726
1001828,463476
970623,510262
25246,419544
1769832,441742
1203378,405040
562364,503445
25897,637490
1961988,21181
119499,99268
132075,45060
550878,68351
26009,47654
76919,50324
64122,15959
76526,41483
491739,75450
232299,17794
99735,28112
61659,55895
41042,50495
80654,57394
84819,17968
1167670,184680
148370,101838
91404,195051
78875,45411
1233,78529
1178034,161456
75655,48115
934256,217775
11152,56214
571904,74415
74600,13518
54227,200830
121447,60610
130713,57673
20234,18400
212814,86707
569974,54925
65261,39278
591258,81213
46853,78705
69645,85375
237640,63661
971726,57830
225061,59275
113617,13737
79289,91099
222760,78847
88694,22366
79196,33340
132739,18754
1147336,132706
129621,63833
116005,59521
72168,12420
180609,70687
550552,124501
64439,44673
290,137464
238485,38352
1341809,51281
64825,75048
6450,110683
591070,135542
105429,155941
1108387,144545
88854,68190
1265181,230232
1060246,115020
78800,179036
8197,43730
28514,94509
28279,64208
1026364,101198
1265363,230403
238755,64228
4459,199931
1524639,364601
647347,286568
25657,353828
232400,315061
1384974,253018
235425,297017
2046054,525176
1680894,416493
1429007,473015
47836,554153
1979438,505432
1906024,481367
147324,606157
1222330,579188
1202414,584178
1569,71107
87899,78207
32885,3564
72482,38834
559892,76897
121996,172705
1122211,145091
64435,34216
80997,63266
86151,92771
121799,39023
96949,27100
995522,56074
87224,215653
79713,24000
8789,60531
33515,63462
148336,29847
124283,40664
234125,90645
80505,16403
17187,85327
1021655,104234
2283,24202
1017279,13630
21908,11960
559510,128237
507179,77468
19996,128276
2077282,16701
37758,39369
1034362,80079
61283,93407
124867,40864
1198672,214047
7742,13774
224667,56604
33516,126304
234821,72057
1054403,146322
134235,45961
222830,130715
1049947,110555
111217,56816
11263,55396
144630,33580
81571,17271
305009,75078
1110527,174120
125828,41227
658,43740
738,223605
86318,287360
1296713,379880
582505,295823
1292273,252180
935678,491725
123066,539315
2229,408248
2302109,503761
1810686,552436
1310902,553848
1677209,415255
53258,547454
587444,527465
1646708,405203
2970708,55753
87792,58542
118927,53128
47654,11445
98310,188652
43721,170279
25345,61769
1274748,38876
1085160,127614
147106,21455
565510,71322
225786,47841
12833,72766
24041,44021
21688,88016
148037,101736
116289,29630
81212,117377
141982,49322
87845,42972
21397,44254
1021215,34698
526,93091
3124,24176
5658,128129
78190,46902
88291,22014
1253641,73213
79757,50990
32511,69157
43643,48402
45407,44486
67315,10884
36632,43432
72428,104726
93193,52645
51489,85757
58150,98557
136796,20779
1024948,201893
129623,73688
19942,12581
587982,151363
88052,21026
17289,54378
116005,65614
1234,23200
1339,289930
145092,244188
145092,290217
1441614,337211
87297,354150
1527552,365465
1001828,372399
2006029,513514
1261763,444935
1825808,466147
65827,548786
2365623,614195
2245,60101
16971,53039
85969,51728
25819,63074
111354,30846
1069783,29436
559975,72663
126864,60236
16475,69828
4252,55839
583792,51832
23674,58687
123919,40330
95956,51953
559892,76975
93565,211233
124072,40522
123066,233015
2838,18166
930311,74345
74382,63447
1281,31250
142475,79880
1378375,25729
77533,14896
107915,31294
232400,102234
147333,187442
137690,46890
64439,139319
129565,39395
81039,24474
6271,53846
59103,30262
123029,39501
928221,124380
70132,89116
1176666,47192
143504,51190
1049492,110501
7795,17073
2395,91445
568717,47325
1146959,73682
49271,50036
2,14152
69865,114903
76547,33688
56402,59914
79171,21013
95923,26651
86302,238408
63758,244776
1675710,414597
1617065,363056
63442,422545
70312,479379
131847,456711
1094210,454161
516473,498580
933265,513865
1957261,497536
142818,535105
940339,120884
91348,30860
82358,17780
35004,8941
84576,60222
1924,147241
587562,79570
1150001,168026
15200,57311
86618,42843
56890,29628
55106,74228
591264,36401
6643,36402
937135,88274
97032,127848
53918,72946
1148508,136741
88062,21932
1977,54915
85751,20158
4529,75981
123066,67635
61997,60727
932045,85430
25246,38030
30613,41971
72118,20296
588823,80115
142718,49737
1203175,218454
3087,139408
79332,49818
24891,112377
224816,56717
50,65237
225055,195763
90773,80483
76793,56901
130109,69510
586060,79159
1133573,39928
236188,62881
33515,55706
1037997,169817
30710,3097
150277,268413
26279,367499
544440,375791
34383,253029
85720,364023
1453644,373399
93004,359325
1407562,467649
212815,416569
1943977,450765
122503,492317
21908,473256
3229,55728
1017304,29358
529,118984
90514,133783
93191,161040
225704,57218
42993,34108
563868,60242
101,88060
1040906,84914
74718,107775
563355,71559
10215,34748
545603,46883
1052796,84070
73394,130119
147736,50988
225934,84093
27959,24245
47820,30132
55636,4826
1262335,218443
4529,15331
124283,39496
20089,96246
68517,51142
232400,61125
24895,74848
71187,85711
109834,74929
225055,56836
20258,48746
114728,35756
92782,24885
43717,15811
1062265,395726
551869,298307
148037,534530
1246181,461777
1277389,528769
56654,109154
36820,437848
69709,46415
144495,8896
112066,34071
1137,38848
81427,61783
1065267,37574
35793,19623
26513,31043
581170,19798
16940,18063
36602,56120
21912,44133
28279,59054
74421,56247
231381,60619
1126673,147815
41903,191293
23229,57768
116157,128203
20654,121878
1133933,141520
69378,134768
1954,46998
76827,49715
1036,4704
63442,132711
88847,22326
21687,27516
20654,33338
104522,28832
235993,63838
91712,24523
141998,20548
125595,41141
22462,13959
227956,56895
23669,47471
237640,69536
995,10084
1184,15836
31184,3201
78875,287420
1377796,299117
2165665,293122
87663,377290
1729410,569723
1157124,473183
210266,71090
931681,8932
138327,213131
21457,109264
64456,68442
102556,32254
89904,26836
25002,21442
820,82136
84996,47830
84980,19627
82304,58856
3556,19721
224488,149798
123066,63448
9309,63510
75913,37870
90472,205218
1014979,97797
122668,39331
224281,81298
95105,80007
1505063,47017
82106,106328
30309,33226
78065,15272
15007,35065
82454,28827
582484,89070
544703,56685
79332,76304
941533,164300
993943,137400
116618,37028
74719,126856
224731,56746
4363,139900
83527,46106
1076272,122492
52398,199740
47836,41218
559984,70965
145025,51548
30737,46288
446906,21022
76245,291362
548634,400753
146402,272610
1071770,385581
1376106,445224
35780,441868
227543,522168
1241939,575222
1188434,60120
1086110,615322
1147,113321
15110,47808
590850,49220
228072,129745
57409,49342
1957,10524
27883,21896
95105,71595
1062294,115875
588418,79957
93004,20163
19933,22161
57116,31395
91547,24383
3627,2361
35070,18673
81346,17142
63764,174077
222550,55522
54818,75040
66761,44837
79196,196027
150687,50093
81401,75227
1620200,397582
93259,35789
1837458,363683
1629556,365003
575113,330878
8349,258665
1524100,497658
1042507,561557
85655,60124
537336,78177
1984401,30867
50095,34128
27811,47753
96381,136190
144813,51885
238959,53290
93566,29670
99736,52009
1711,13371
109813,207052
4001,14814
18999,190967
42803,20063
1148,211746
1271,37944
68903,95910
6352,43345
1015814,96010
707,30168
215257,22319
129595,40922
106654,30252
79256,22436
1243,50012
263229,13983
72128,54144
3926,52772
1100730,133246
86725,33714
136772,15844
119817,375788
1497980,284306
235338,393070
78875,277519
1394692,422929
93179,25112
1172517,15951
1337,10265
89843,13338
125737,42952
567724,72958
41216,77448
11159,24254
114254,85457
7107,35021
224281,56525
85151,24427
140602,48502
127787,180853
78749,56666
107153,44839
136295,217011
239169,37232
99313,27947
93193,363178
82885,44990
1583037,384641
1069723,324264
1457428,336806
139454,385243
1834,358762
55833,381725
582484,415892
1312122,459957
126725,41499
39847,50387
1116,50400
112107,230714
1068145,161056
5443,71577
121609,38908
935678,48122
231870,36618
1018064,71781
43708,24285
146324,132561
18023,84180
16790,52492
28281,69106
1084970,84318
13333,28871
125584,55496
126968,62732
8293,33627
1018060,98472
6012,59918
2048,32027
51975,17495
132419,149043
230213,331351
28463,89705
42803,85992
147101,335602
81012,467634
503,516321
1545616,545083
1473995,466438
7370,554577
84104,8931
65569,57302
139454,47812
6519,168114
71057,75677
118336,71381
226052,57393
99315,53301
231364,60604
82796,65060
2829,45822
87337,218528
124283,26147
17140,73700
1062,112937
142818,49821
550708,68259
127783,103376
42803,308165
59129,63616
100669,356270
17271,398792
1540885,480603
16867,15948
52971,188640
42993,23522
2192356,610482
106590,21513
570709,54671
1581,41768
8978,32686
11826,20065
53240,21900
86637,88491
225161,57816
123066,50939
59592,36781
232034,57859
52167,7267
550165,191805
1164,139820
82857,29040
112727,14234
85720,329134
75912,344476
78875,338421
1310902,554581
35780,69774
1623,25296
2055482,121071
16927,82123
131567,42748
80457,57270
23709,47880
82695,18116
93911,29785
1019,14893
10743,180383
82885,18290
20442,37655
1760176,29965
224489,90804
88848,114172
232937,44479
129527,20351
94985,81434
52374,81462
86224,20493
85720,139662
69378,58069
118616,54094
1111711,139948
1080571,55616
130713,44411
570367,73869
73249,388757
93191,391274
7053,399218
226139,255647
12763,10087
229614,346026
1699991,422603
86044,466169
18165,13174
5443,504605
1027740,101411
548595,67327
137488,46756
18352,48129
85040,44248
135142,24165
128026,33106
16475,42023
107203,62339
862,31603
56145,65157
149266,53925
5048,130612
21343,17086
225101,201683
224204,56799
1339,24986
95149,308674
93792,403130
86726,282024
85720,278258
1257379,569071
35791,526090
93536,64483
117690,115432
89503,471105
147733,53296
86151,39088
125704,13430
25001,95453
21908,44263
585965,62116
83682,82477
4886,138977
184459,66192
765,102292
120876,171179
111691,115969
79450,84057
123066,39523
227454,193523
85881,68029
84021,38349
6523,59835
60805,9951
230939,19098
143303,50025
29839,62731
42442,44898
35070,208540
166813,91902
1071561,253535
1369,395482
91547,330420
93004,408483
41906,89877
90141,23451
489961,129517
85720,55951
85655,54639
1647,13221
227454,72993
10872,16452
584881,78646
109894,32990
11263,20164
105438,29982
21911,95919
18706,57744
57298,13746
7489,84323
550165,68016
35028,44770
139459,61293
17522,17486
1262710,228198
2758227,38665
68973,256930
148360,247504
1295762,459713
124111,569101
148360,188540
132224,45109
85417,26823
91547,58723
91606,64655
1181375,159152
113332,61998
572043,211711
121445,32925
11085,60778
148333,20162
42802,59267
35747,24613
120876,38614
105868,73867
1270686,331641
84957,403862
70165,54552
1935253,490862
92428,25335
63694,26886
10847,57413
76793,206851
20258,15149
3636,22711
105868,77952
21908,437543
47820,14402
60074,13066
556519,53190
62,32855
145643,52256
91547,63634
14324,42001
1089693,52413
96413,53923
82700,172265
1257096,345306
127856,251584
94255,298457
550165,576928
235919,298483
5293,50318
104632,29602
31070,47874
545129,78441
16962,121602
70106,48417
18686,39233
53936,10520
55119,36883
986803,17010
59269,58086
46468,59424
118209,80446
18177,15827
23229,46024
28744,472744
116924,452447
122507,32147
36281,26700
42803,34144
20080,49510
110368,33247
38225,67772
7352,44514
10400,38222
25245,315509
140652,31855
56871,29463
2166,293476
140883,26675
559892,410481
21175,40188
93592,25353
20080,125395
79332,14812
42803,140896
91547,202616
3129,18359
66741,30548
85720,86718
7678,5333
5292,53922
18892,18446
1137,12198
931868,38530
161463,44859
1135268,199914
38560,41374
1257899,284063
118711,238811
136498,46504
28485,19723
23346,24220
931253,83865
42803,180680
237640,63654
138531,52414
1524667,364410
29459,33796
1009079,73576
82795,59529
583453,487364
1462923,543768
1844,7298
71507,45061
1299287,140380
3753,421064
1337,83721
176053,19386
4846,18548
227084,62737
2245,83097
152566,429698
4960,48686
148360,300983
81350,25114
1370,39195
145159,59085
146861,27428
1447735,8939
77234,56338
77734,15034
85720,191735
143974,51349
117640,50046
55152,39934
264955,332354
82711,473309
108216,270766
1382332,559957
1207145,35848
21175,18906
56680,609189
3636,47942
1066954,31247
35,34322
59270,15036
524,7483
1646726,524780
110848,451172
66717,28366
940339,129850
78064,68419
222760,37941
117727,128206
82732,353501
51325,41179
21259,52657
27459,54148
1328,402976
35776,190940
67979,121565
225087,228185
118762,39561
71057,124471
116586,36971
655,329697
76858,14419
12261,485337
24041,57417
35780,25868
98942,27767
150485,74785
234184,388096
1656765,408194
62531,123243
71057,32582
554945,451957
239670,64736
37569,33110
72782,121998
98188,27551
59754,89111
3061,82914
116579,27679
85720,62756
136800,376972
116597,57403
14606,13336
15112,19606
73641,13372
23440,27046
54812,16471
27974,24432
4654,17600
34330,13241
35776,53569
137182,19051
140869,289510
225681,57209
1034640,46785
74633,37813
1884,16375
2049,13482
126169,41345
3087,248688
1011111,374452
66166,209353
73864,56400
35780,26379
55152,12901
42802,244237
35070,12273
55106,227933
56978,59797
47879,33831
2342168,511619
1180865,129705
134219,48250
884,13650
21171,49885
77666,38336
53240,408626
17497,14654
93193,117319
20049,139380
59270,51477
3895,20876
44079,8434
16506,27432
51576,24825
1201716,390874
1905,26672
25246,194523
1341,490214
6929,2989
1284,13777
80996,16911
23440,225235
955,401252
438968,24159
8789,348025
78245,240614
5218,383
125854,85438
8688,16135
1563830,371463
107722,38325
79003,15977
117640,51794
59031,19565
72246,57465
1733,20287
24043,2346
42802,22717
105868,24168
2714,38084
129060,62236
519,19065
56465,8980
16971,505015
68903,517991
48576,8282
226429,57521
1649097,430043
74376,30691
1422048,322994
82732,244049
85519,432139
77349,50737
225099,117534
12899,18943
59076,19197
225083,56840
45060,331354
28781,13045
1205,26789
88469,61940
81579,17287
142322,102784
64880,89501
82580,17994
6352,31657
77301,51533
1501443,356626
77929,75491
51576,15983
3039,23535
73864,54427
62531,20072
1271600,457915
56819,13764
86110,20421
34923,18874
55914,57114
87341,17358
92820,24913
60255,172391
56024,21946
73864,161545
2880,9980
69036,42432
35137,21435
37470,9725
64198,10225
3899,230628
77335,61633
138509,58546
216400,200155
63313,46427
1124881,186580
130875,138210
94308,165563
1093319,131411
566912,72677
1233325,215263
977302,72747
1093702,131760
544242,123384
141980,88059
147106,92611
1138119,156908
10841,232953
112261,34381
544439,66002
134720,56033
1145,68645
231048,60443
131692,36393
142766,52090
1085215,117566
5723,202778
90265,127915
1033758,60593
523748,182986
1211250,102166
19839,229126
145089,62111
2744,189363
567981,73072
5004,24174
15091,34837
222313,145902
235376,70299
112477,68978
1030487,102343
62229,77484
1222794,74612
126345,60812
1001518,139299
1048601,110250
30737,222780
47652,30147
1480273,132638
240349,65071
112074,143961
1764846,106456
93913,22357
1066777,164367
225055,62442
105429,137349
1711048,87072
71090,48528
43716,76328
1270764,235459
232397,61121
16240,52638
1186912,195786
558541,69382
234958,139719
4935,116584
93225,62673
41217,84499
39126,72254
238518,64064
150027,54152
227395,221095
593083,80472
967838,214639
543162,65413
1156999,160498
1182752,167447
52021,225813
143706,78002
76924,42474
84638,78023
85666,20964
41687,47521
1026461,101235
77280,60024
85009,19208
1176349,196236
78257,302322
231052,290003
139382,246533
17006,287816
7248,290226
99906,371764
144860,246942
1183,400529
1122872,253022
1602109,391749
1239610,264983
585908,362820
258776,298389
1508465,348797
1254721,250100
12134,414687
2298564,543593
1059011,426632
1364925,410917
21315,528046
1346050,569496
1867915,470448
41894,411434
1535193,422005
83052,448256
2034502,508291
15480,423681
15838,430124
5916,543208
1397016,541781
2192591,567698
1706347,624074
2359113,614601
2416561,633161
930728,613495
23880,10173
150810,54518
1185618,227932
2082186,535167
6553,16277
35070,375290
1405788,494493
1822796,434245
955,37559
936612,20196
228028,487491
1271600,402693
22306,20106
190,20187
1337,15384
58799,9730
52267,9846
1385640,303542
1100,106
56551,9064
66957,430424
27811,5549
45210,199534
24893,38277
5139,10131
109,103620
56551,9003
1158,111
151431,83384
1341,17808
94224,14681
78297,15173
74927,13522
1904,20443
1137,116231
42802,147405
93191,263471
1736461,428645
36322,186982
1175784,18292
55784,24293
35776,493623
112158,34223
110129,76013
1233325,400387
73489,24266
4765,24808
104873,40229
22461,48243
2154,24662
17380,16411
42802,44425
17380,17108
126579,199818
225099,69938
1181313,294741
562161,227970
19907,449019
1083691,191034
9892,31909
29312,47886
590317,335053
17475,521092
44556,139156
51576,12764
9195,12496
24977,542921
55914,586764
6474,15158
10847,587272
47829,103327
213619,429210
120271,44894
17304,11879
132542,21778
123846,457262
474803,21788
14852,24929
64,14924
224731,348537
1809206,455714
34019,392207
56843,36940
8293,8736
19907,435126
9274,11449
16483,9618
7219,19158
102222,375868
24465,31900
120271,79371
55914,77000
78535,575100
1100,9604
16483,9874
69345,15762
10222,707
9221,8852
62,1573
9221,11361
64733,10283
572043,209049
129565,32511
95105,36415
567284,72852
98357,53413
80999,154922
562708,36759
212815,135225
1250945,141901
97416,314371
83266,14224
100585,248376
55392,70712
1292116,348595
1053894,430521
148360,438731
582484,31059
64436,74639
139172,54865
86954,56372
1003248,61410
35084,262117
1137,320004
1018944,434221
3492,18206
82097,15976
31351,28396
13473,27380
1235729,38140
1247,73565
33412,30449
225110,56853
35968,55424
1905,39895
27811,38558
8293,37779
86889,58700
75889,337958
76943,14476
590674,212248
3491,14687
85720,20049
115647,36592
589512,81312
63436,35010
69310,28710
53517,20713
35747,14165
148360,76788
1192111,13404
128748,42808
96384,31262
20080,31329
1244,201365
16269,216457
98775,15581
127852,36142
16620,39002
180398,27090
98236,27567
65225,310001
1210682,297755
86870,63375
1117302,127872
35068,81273
27271,43584
17109,1435
70517,14298
52971,376873
1053894,372297
237045,454292
233334,61575
105685,41481
8437,27295
98357,27605
131683,56974
54228,87558
87409,41978
112827,262340
142818,515908
104310,29595
35070,102632
23229,5497
20080,15437
59233,13120
34057,76333
21908,381902
67760,250643
1095855,394499
67773,17450
81409,14443
24895,18295
24893,34279
35070,46040
85063,40777
146245,336744
107999,27957
35070,85052
127654,74053
110031,33065
7707,50987
224728,79745
110,48309
4275,167364
226564,184219
1106979,98205
95604,26518
92731,364540
52971,215776
6012,24180
35747,118051
514,40962
1173861,193418
24891,16276
78189,15389
93532,430916
1149067,574370
1337505,372518
51576,12715
10847,1285
3131,329718
85034,79464
72398,39256
95149,180371
20080,24685
146359,204765
11085,24739
225695,212231
15917,264001
78749,32740
72782,571473
21259,25678
24502,60025
16170,29095
182327,395982
73394,394161
1034461,600184
118178,53010
2963,7091
2181245,504631
44556,86868
7505,18086
9221,11357
1185618,203217
16940,315880
59270,21943
70233,11054
23880,9395
1004,30890
59270,56903
72782,24653
197057,9731
16644,12663
228028,261461
70003,11607
62531,428756
224870,504345
225119,47909
1073034,513223
74927,13491
3124,433150
6104,11342
35350,16441
28255,13713
4960,24873
193,10711
2048,17898
2461,2669
489961,72478
114366,231176
26485,10345
1100,10999
1332481,421447
1165008,252607
114366,53319
27396,377273
3483,411638
15111,10134
7904,1406
228847,62276
146464,250235
14102,85444
4960,33055
19866,33996
589842,33257
81130,554152
73040,63727
61363,23173
99687,372782
112901,347666
35323,51163
95149,210802
99039,28165
550165,191121
56819,36914
114460,336435
105685,30239
59031,319143
5081,315064
52891,75170
86044,20034
72782,42411
1003,584427
147041,204709
1341,119892
10847,59117
139135,47607
74376,24426
937345,89584
10767,22784
1001626,202980
91555,148284
65007,85033
52763,86004
6837,11483
10847,254869
228028,161908
16644,19384
47615,16791
75913,518068
19803,394374
17087,1779
28906,9838
51576,15379
147042,66118
24893,75198
14606,200713
82304,45535
16483,1370
11784,10676
10501,14811
83682,18438
5139,10014
68130,11114
82314,13492
56262,13019
1925,19106
56843,98120
33260,19595
1185618,303982
52329,76994
23383,141581
4275,19955
15112,9588
544655,248390
24893,13727
110544,33365
45041,1498
62019,10925
96044,26691
