movie_id,title,url_wiki,lang.,revenue,revenue_wiki,revenue_mojo,ratio,revenue_delta,revenue_delta_2,revenue_synthetic,budget,budget_wiki,budget_delta,budget_synthetic,synthetic_ratio,revenue_fix,budget_fix,Status,reason
290,Barton Fink,https://en.wikipedia.org/wiki/Barton_Fink,en,6153939,6200000,6153939,1,0,0,6153939,9000000,9000000,0,9000000,1,,,Keep,
14112,Auto Focus,https://en.wikipedia.org/wiki/Auto_Focus,en,2062066,2700000,0,1,0,1,2062066,7000000,7000000,0,7000000,0,,,,
49517,Tinker Tailor Soldier Spy,https://en.wikipedia.org/wiki/Tinker_Tailor_Soldier_Spy_(film),en,80600000,81200000,81515369,1,0,0,81515369,30000000,21000000,0,30000000,3,,,,
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",https://en.wikipedia.org/wiki/An_Alan_Smithee_Film:_Burn_Hollywood_Burn,en,45779,59921,0,1,0,1,45779,10000000,10000000,0,10000000,0,,,Keep,
13334,Wolfhound of the Grey Dog Clan,https://en.wikipedia.org/wiki/Wolfhound_(2006_film),ru,21573338,28222975,0,1,0,1,21573338,20000000,10000000,-1,20000000,1,,,,
501907,A Beautiful Day in the Neighborhood,https://en.wikipedia.org/wiki/A_Beautiful_Day_in_the_Neighborhood,en,67900000,68400000,67925733,1,0,0,67925733,25000000,25000000,0,25000000,3,,,Keep,
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,https://en.wikipedia.org/wiki/The_Adventures_of_Buckaroo_Banzai_Across_the_8th_Dimension,en,6254148,6300000,6254148,1,0,0,6254148,17000000,17000000,0,17000000,0,,,Keep,
10714,The Jungle Book,https://en.wikipedia.org/wiki/The_Jungle_Book_(1994_film),en,53508356,70000000,0,1,0,1,53508356,27000000,30000000,0,27000000,2,,,,
45610,Machine Gun Preacher,https://en.wikipedia.org/wiki/Machine_Gun_Preacher,en,2527904,3300000,0,1,0,1,2527904,30000000,30000000,0,30000000,0,,,Keep,
79553,The Front Line,https://en.wikipedia.org/wiki/The_Front_Line_(2011_film),ko,15786086,20600000,0,1,0,1,15786086,10000000,0,-1,10000000,2,,,,
192132,Palo Alto,https://en.wikipedia.org/wiki/Palo_Alto_(2013_film),en,919591,1200000,0,1,0,1,919591,0,1000000,-1,1000000,1,,,,
287767,Mardaani,https://en.wikipedia.org/wiki/Mardaani,hi,7557761,9842161,0,1,0,1,7557761,2121476,3470787,1,2121476,4,,,,
11775,Intolerable Cruelty,https://en.wikipedia.org/wiki/Intolerable_Cruelty,en,119940815,120800000,120802239,1,0,0,120802239,60000000,60000000,0,60000000,2,,,Keep,
26203,Blink,https://en.wikipedia.org/wiki/Blink_(1993_film),en,16668552,21700000,0,1,0,1,16668552,11000000,13000000,0,11000000,2,,,,
40777,I Hate Luv Storys,https://en.wikipedia.org/wiki/I_Hate_Luv_Storys,hi,12000000,15614167,0,1,0,1,12000000,4400000,5382710,0,4400000,3,,,,
85992,Tezz,https://en.wikipedia.org/wiki/Tezz,hi,3800000,4936865,0,1,0,1,3800000,7500000,9873730,0,7500000,1,,,,
472123,Golmaal Again,https://en.wikipedia.org/wiki/Golmaal_Again,hi,37000000,48035217,0,1,0,1,37000000,8400000,10812480,0,8400000,4,,,,
283995,Guardians of the Galaxy Vol. 2,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_Vol._2,en,863756051,869800000,863756903,1,0,0,863756903,200000000,200000000,0,200000000,4,,,Keep,
81273,The Dirty Picture,https://en.wikipedia.org/wiki/The_Dirty_Picture,hi,17000000,22069225,0,1,0,1,17000000,2600000,3395265,0,2600000,7,,,,
11969,Tombstone,https://en.wikipedia.org/wiki/Tombstone_(film),en,56500000,73200000,0,1,0,1,56500000,25000000,25000000,0,25000000,2,,,Keep,
15256,200 Cigarettes,https://en.wikipedia.org/wiki/200_Cigarettes,en,6852450,6900000,6852450,1,0,0,6852450,6000000,6000000,0,6000000,1,,,Keep,
243684,"Men, Women & Children","https://en.wikipedia.org/wiki/Men,_Women_%26_Children_(film)",en,1700000,2200000,0,1,0,1,1700000,16000000,16000000,0,16000000,0,,,Keep,
16646,Russian Ark,https://en.wikipedia.org/wiki/Russian_Ark,ru,6723732,8700000,0,1,0,1,6723732,0,2500000,-1,2500000,3,,,,
259720,2 States,https://en.wikipedia.org/wiki/2_States_(2014_film),hi,22414611,29002320,0,1,0,1,22414611,4587786,0,-1,4587786,5,,,,
30141,The Singing Detective,https://en.wikipedia.org/wiki/The_Singing_Detective_(film),en,337174,435625,0,1,0,1,337174,8000000,8000000,0,8000000,0,,,,
47620,Poison,https://en.wikipedia.org/wiki/Poison_(1991_film),en,609524,787280,0,1,0,1,609524,250000,250000,0,250000,2,,,,
245916,Kill the Messenger,https://en.wikipedia.org/wiki/Kill_the_Messenger_(2014_film),en,5200000,6700000,0,1,0,1,5200000,5000000,5000000,0,5000000,1,,,,
493623,Hichki,https://en.wikipedia.org/wiki/Hichki,hi,25629954,33021041,0,1,0,1,25629954,2000000,3071724,1,2000000,13,,,,
11543,Kingpin,https://en.wikipedia.org/wiki/Kingpin_(1996_film),en,25023434,32200000,0,1,0,1,25023434,27000000,25000000,0,27000000,1,,,,
9080,Spies Like Us,https://en.wikipedia.org/wiki/Spies_Like_Us,en,60088980,77300000,0,1,0,1,60088980,22000000,22000000,0,22000000,3,,,Keep,
747,Shaun of the Dead,https://en.wikipedia.org/wiki/Shaun_of_the_Dead,en,30100000,38700000,0,1,0,1,30100000,6100000,6000000,0,6100000,5,,,,
432068,C'est la vie!,https://en.wikipedia.org/wiki/C%27est_la_vie!_(2017_film),fr,23800000,30500000,0,1,0,1,23800000,17200000,16000000,0,17200000,1,,,,
13938,The Last Dragon,https://en.wikipedia.org/wiki/The_Last_Dragon,en,25754284,33000000,0,1,0,1,25754284,10000000,10000000,0,10000000,3,,,Keep,
68046,The Great Meaulnes,https://en.wikipedia.org/wiki/Le_Grand_Meaulnes_(film),fr,3904746,5000000,0,1,0,1,3904746,0,6700000,-1,6700000,1,,,,
8090,Untraceable,https://en.wikipedia.org/wiki/Untraceable,en,52659594,53000000,52933513,1,0,0,52933513,35000000,35000000,0,35000000,2,,,Keep,
1878,Fear and Loathing in Las Vegas,https://en.wikipedia.org/wiki/Fear_and_Loathing_in_Las_Vegas_(film),en,10700000,13700000,0,1,0,1,10700000,18500000,18000000,0,18500000,1,,,,
374720,Dunkirk,https://en.wikipedia.org/wiki/Dunkirk_(2017_film),en,527000000,530400000,530432122,1,0,0,530432122,150000000,100000000,0,150000000,4,,,,
102207,HOUBA! On the Trail of the Marsupilami,https://en.wikipedia.org/wiki/Houba!_On_the_Trail_of_the_Marsupilami,fr,50100000,64097470,0,1,0,1,50100000,50000000,52178519,0,50000000,1,,,,
303457,Chaar Sahibzaade,https://en.wikipedia.org/wiki/Chaar_Sahibzaade,pa,8800000,11254924,0,1,0,1,8800000,2500000,3215692,0,2500000,4,,,,
82825,Kahaani,https://en.wikipedia.org/wiki/Kahaani,hi,16000000,20442260,0,1,0,1,16000000,1200000,1572481,0,1200000,13,,,,
9291,The Longest Yard,https://en.wikipedia.org/wiki/The_Longest_Yard_(2005_film),en,190300000,191500000,191466556,1,0,0,191466556,82000000,90000000,0,82000000,2,,,,
11313,Hearts in Atlantis,https://en.wikipedia.org/wiki/Hearts_in_Atlantis_(film),en,24185781,30900000,0,1,0,1,24185781,31000000,31000000,0,31000000,1,,,Keep,
268860,Hawaa Hawaai,https://en.wikipedia.org/wiki/Hawaa_Hawaai,hi,1505000,1919567,0,1,0,1,1505000,1460000,1858736,0,1460000,1,,,,
395452,In the Forests of Siberia,https://en.wikipedia.org/wiki/In_the_Forests_of_Siberia,fr,1492523,1900000,0,1,0,1,1492523,3500000,4000000,0,3500000,0,,,,
16723,Sugar & Spice,https://en.wikipedia.org/wiki/Sugar_%26_Spice,en,13276953,16900000,0,1,0,1,13276953,11000000,11000000,0,11000000,1,,,Keep,
10246,Porky's,https://en.wikipedia.org/wiki/Porky%27s,en,125700000,160000000,0,1,0,1,125700000,4000000,2500002,0,4000000,31,,,,
12157,Green Card,https://en.wikipedia.org/wiki/Green_Card_(film),en,29888235,38000000,0,1,0,1,29888235,12500000,12500000,0,12500000,2,,,Keep,
9062,Love Story,https://en.wikipedia.org/wiki/Love_Story_(1970_film),en,136400000,173400000,0,1,0,1,136400000,2200000,2200000,0,2200000,62,,,Keep,
10162,Waking Ned,https://en.wikipedia.org/wiki/Waking_Ned,en,43515982,55300000,0,1,0,1,43515982,3000000,3000000,0,3000000,15,,,,
1428,Once Upon a Time in Mexico,https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Mexico,en,98200000,98800000,98769390,1,0,0,98769390,29000000,29000000,0,29000000,3,,,Keep,
26333,Untamed Heart,https://en.wikipedia.org/wiki/Untamed_Heart,en,18899204,24000000,0,1,0,1,18899204,0,6000000,-1,6000000,3,,,,
192558,Aashiqui 2,https://en.wikipedia.org/wiki/Aashiqui_2,hi,16000000,20303622,0,1,0,1,16000000,1300000,3352891,2,1300000,12,,,,
468,My Own Private Idaho,https://en.wikipedia.org/wiki/My_Own_Private_Idaho,en,6400000,8100000,0,1,0,1,6400000,2500000,2500000,0,2500000,3,,,,
21349,Anywhere but Here,https://en.wikipedia.org/wiki/Anywhere_but_Here_(film),en,18653615,23600000,0,1,0,1,18653615,23000000,23000000,0,23000000,1,,,Keep,
1665,Last Days,https://en.wikipedia.org/wiki/Last_Days_(2005_film),en,1900000,2400000,0,1,0,1,1900000,5000000,0,-1,5000000,0,,,,
19833,In the Loop,https://en.wikipedia.org/wiki/In_the_Loop,en,6200000,7800000,0,1,0,1,6200000,1100000,889316,0,1100000,6,,,,
118051,Cocktail,https://en.wikipedia.org/wiki/Cocktail_(2012_film),hi,18000000,22624190,0,1,0,1,18000000,5100000,6299496,0,5100000,4,,,,
191562,Go Goa Gone,https://en.wikipedia.org/wiki/Go_Goa_Gone,hi,5400000,6786850,0,1,0,1,5400000,2700000,3358077,0,2700000,2,,,,
9870,Forgetting Sarah Marshall,https://en.wikipedia.org/wiki/Forgetting_Sarah_Marshall,en,105173115,105800000,105833257,1,0,0,105833257,30000000,30000000,0,30000000,4,,,Keep,
19204,The Beyond,https://en.wikipedia.org/wiki/The_Beyond_(1981_film),it,123843,1603603603,0,0,1,1,123843,400000,400000,0,400000,0,416652,,Change,
454776,Fukrey Returns,https://en.wikipedia.org/wiki/Fukrey_Returns,hi,14000000,17593608,0,1,0,1,14000000,2800000,3446655,0,2800000,5,,,,
236751,Heaven Is for Real,https://en.wikipedia.org/wiki/Heaven_Is_for_Real_(film),en,101300000,101900000,101982712,1,0,0,101982712,12000000,12000000,0,12000000,8,,,Keep,
86812,Sound of My Voice,https://en.wikipedia.org/wiki/Sound_of_My_Voice,en,405614,408015,424088,1,0,0,424088,0,135000,-1,135000,3,,,,
26022,My Name Is Khan,https://en.wikipedia.org/wiki/My_Name_Is_Khan,hi,42345360,53204641,0,1,0,1,42345360,12000000,10844810,0,12000000,4,,,,
27298,Partner,https://en.wikipedia.org/wiki/Partner_(2007_film),hi,20000000,25108235,0,1,0,1,20000000,0,6966907,-1,6966907,3,,,,
1496,Cool as Ice,https://en.wikipedia.org/wiki/Cool_as_Ice,en,1193062,1200000,1193062,1,0,0,1193062,6000000,6000000,0,6000000,0,,,Keep,
97370,Under the Skin,https://en.wikipedia.org/wiki/Under_the_Skin_(2013_film),en,5735963,7200000,0,1,0,1,5735963,13300000,13331111,0,13300000,0,,,Keep,
13476,Win a Date with Tad Hamilton!,https://en.wikipedia.org/wiki/Win_a_Date_with_Tad_Hamilton!,en,16980098,21300000,0,1,0,1,16980098,17000000,22000000,0,17000000,1,,,,
16028,They,https://en.wikipedia.org/wiki/They_(2002_film),en,12840842,16100000,0,1,0,1,12840842,17000000,17000000,0,17000000,1,,,Keep,
11967,Young Guns,https://en.wikipedia.org/wiki/Young_Guns_(film),en,44700000,56000000,0,1,0,1,44700000,13000000,11000000,0,13000000,3,,,,
48171,The Rite,https://en.wikipedia.org/wiki/The_Rite_(2011_film),en,96047633,96600000,96560591,1,0,0,96560591,37000000,37000000,0,37000000,3,,,Keep,
377275,In Bed with Victoria,https://en.wikipedia.org/wiki/In_Bed_with_Victoria,fr,4971428,5000000,4971574,1,0,0,4971574,0,4000000,-1,4000000,1,,,,
773,Little Miss Sunshine,https://en.wikipedia.org/wiki/Little_Miss_Sunshine,en,100523181,101100000,101059124,1,0,0,101059124,8000000,8000000,0,8000000,13,,,Keep,
93676,Someday This Pain Will Be Useful to You,https://en.wikipedia.org/wiki/Someday_This_Pain_Will_Be_Useful_to_You_(film),en,532777,666922,0,1,0,1,532777,8000000,8000000,0,8000000,0,,,,
43935,Dylan Dog: Dead of Night,https://en.wikipedia.org/wiki/Dylan_Dog:_Dead_of_Night,en,4634062,5800000,0,1,0,1,4634062,20000000,20000000,0,20000000,0,,,Keep,
12538,Senseless,https://en.wikipedia.org/wiki/Senseless,en,13035599,13109234,12874899,1,0,0,12874899,0,15000000,-1,15000000,1,,,,
9569,Hard to Kill,https://en.wikipedia.org/wiki/Hard_to_Kill,en,47410000,59300000,0,1,0,1,47410000,10000000,11500000,0,10000000,5,,,,
10571,Boys and Girls,https://en.wikipedia.org/wiki/Boys_and_Girls_(2000_film),en,20627372,25800000,0,1,0,1,20627372,16000000,32500000,1,16000000,1,,,,
11940,Sinbad and the Eye of the Tiger,https://en.wikipedia.org/wiki/Sinbad_and_the_Eye_of_the_Tiger,en,16000000,20000000,0,1,0,1,16000000,3500000,3250000,0,3500000,5,,,,
91586,Insidious: Chapter 2,https://en.wikipedia.org/wiki/Insidious:_Chapter_2,en,161000000,161900000,161919318,1,0,0,161919318,5000000,5000000,0,5000000,32,,,Keep,
429200,Good Time,https://en.wikipedia.org/wiki/Good_Time_(film),en,3283369,4099999,0,1,0,1,3283369,0,2000000,-1,2000000,2,,,,
11054,Hairspray,https://en.wikipedia.org/wiki/Hairspray_(1988_film),en,6671108,8300000,0,1,0,1,6671108,2000000,2700000,0,2000000,3,,,,
351037,The Ardennes,https://en.wikipedia.org/wiki/The_Ardennes_(film),nl,1366879,1700000,0,1,0,1,1366879,2200000,0,-1,2200000,1,,,,
426558,Force 2,https://en.wikipedia.org/wiki/Force_2,hi,6900000,8572928,0,1,0,1,6900000,6500000,5977722,0,6500000,1,,,,
21175,Lakshya,https://en.wikipedia.org/wiki/Lakshya_(2004_film),hi,4600000,5709624,0,1,0,1,4600000,4500000,3045133,0,4500000,1,,,,
10678,Bringing Down the House,https://en.wikipedia.org/wiki/Bringing_Down_the_House_(film),en,132700000,164700000,0,1,0,1,132700000,20000000,33000000,1,20000000,7,,,,
512,Scoop,https://en.wikipedia.org/wiki/Scoop_(2006_film),en,31584901,39200000,0,1,0,1,31584901,4000000,4000000,0,4000000,8,,,,
12273,Singh Is Kinng,https://en.wikipedia.org/wiki/Singh_Is_Kinng,hi,25000000,31000683,0,1,0,1,25000000,14000000,6838386,-1,14000000,2,,,,
1544,Imagine Me & You,https://en.wikipedia.org/wiki/Imagine_Me_%26_You,en,2500000,3100000,0,1,0,1,2500000,1000000,0,-1,1000000,3,,,,
402529,All Eyez on Me,https://en.wikipedia.org/wiki/All_Eyez_on_Me_(film),en,44922302,55700000,0,1,0,1,44922302,40000000,22500020,0,40000000,1,,,,
83686,The Words,https://en.wikipedia.org/wiki/The_Words_(film),en,13231461,16399999,0,1,0,1,13231461,6000000,6000000,0,6000000,2,,,,
32221,Rambling Rose,https://en.wikipedia.org/wiki/Rambling_Rose_(film),en,6266621,6300000,6266621,1,0,0,6266621,7500000,7500000,0,7500000,1,,,Keep,
520900,The Personal History of David Copperfield,https://en.wikipedia.org/wiki/The_Personal_History_of_David_Copperfield,en,11620337,14400000,0,1,0,1,11620337,15600000,15600000,0,15600000,1,,,Keep,
87440,Struck by Lightning,https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film),en,22930,28378,0,1,0,1,22930,0,1300000,-1,1300000,0,,,,
3509,A Scanner Darkly,https://en.wikipedia.org/wiki/A_Scanner_Darkly_(film),en,7659918,7700000,7659918,1,0,0,7659918,8700000,8700000,0,8700000,1,,,Keep,
84336,Shadow Dancer,https://en.wikipedia.org/wiki/Shadow_Dancer_(film),en,1777709,2200000,0,1,0,1,1777709,6300000,0,-1,6300000,0,,,,
23570,The Pallbearer,https://en.wikipedia.org/wiki/The_Pallbearer,en,5656388,7000000,0,1,0,1,5656388,8000000,8000000,0,8000000,1,,,,
62837,Dolphin Tale,https://en.wikipedia.org/wiki/Dolphin_Tale,en,95404397,95900000,95943453,1,0,0,95943453,37000000,37000000,0,37000000,3,,,Keep,
9012,Jackass: The Movie,https://en.wikipedia.org/wiki/Jackass:_The_Movie,en,64282312,79500000,0,1,0,1,64282312,5000000,5000000,0,5000000,13,,,,
4192,Death on the Nile,https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film),en,14560084,18000000,0,1,0,1,14560084,7920000,4000003,0,7920000,2,,,,
457136,Mary Queen of Scots,https://en.wikipedia.org/wiki/Mary_Queen_of_Scots_(2018_film),en,37800000,46700000,0,1,0,1,37800000,25000000,25000000,0,25000000,2,,,Keep,
5951,The Jane Austen Book Club,https://en.wikipedia.org/wiki/The_Jane_Austen_Book_Club_(film),en,7163566,7200000,7163566,1,0,0,7163566,0,6000000,-1,6000000,1,,,,
340487,Certain Women,https://en.wikipedia.org/wiki/Certain_Women_(film),en,1215691,1500000,0,1,0,1,1215691,2000000,2000000,0,2000000,1,,,,
20453,3 Idiots,https://en.wikipedia.org/wiki/3_Idiots,hi,70000000,86319758,0,1,0,1,70000000,9000000,11850894,0,9000000,8,,,,
9955,Blades of Glory,https://en.wikipedia.org/wiki/Blades_of_Glory,en,118200000,145700000,0,1,0,1,118200000,53000000,61000000,0,53000000,2,,,,
557,Spider-Man,https://en.wikipedia.org/wiki/Spider-Man_(2002_film),en,821708551,825800000,825776725,1,0,0,825776725,139000000,139000000,0,139000000,6,,,Keep,
157336,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film),en,701729206,705200000,705191242,1,0,0,705191242,165000000,165000000,0,165000000,4,,,Keep,
282631,The Admiral: Roaring Currents,https://en.wikipedia.org/wiki/The_Admiral:_Roaring_Currents,ko,112200000,138300000,0,1,0,1,112200000,9500000,0,-1,9500000,12,,,,
185008,Yeh Jawaani Hai Deewani,https://en.wikipedia.org/wiki/Yeh_Jawaani_Hai_Deewani,hi,46000000,56557087,0,1,0,1,46000000,7700000,7069635,0,7700000,6,,,,
491584,Burning,https://en.wikipedia.org/wiki/Burning_(2018_film),ko,6591038,8100000,0,1,0,1,6591038,7280000,0,-1,7280000,1,,,,
31640,Blood and Wine,https://en.wikipedia.org/wiki/Blood_and_Wine,en,1094668,1100000,1094668,1,0,0,1094668,26000000,26000000,0,26000000,0,,,Keep,
284276,Cake,https://en.wikipedia.org/wiki/Cake_(2014_film),en,2360281,2900000,0,1,0,1,2360281,7000000,5000003,0,7000000,0,,,,
10317,Our Brand Is Crisis,https://en.wikipedia.org/wiki/Our_Brand_Is_Crisis_(2015_film),en,7002261,8600000,0,1,0,1,7002261,28000000,28000000,0,28000000,0,,,Keep,
9620,Paycheck,https://en.wikipedia.org/wiki/Paycheck_(film),en,95427515,117200000,0,1,0,1,95427515,60000000,60000000,0,60000000,2,,,Keep,
1487,Hellboy,https://en.wikipedia.org/wiki/Hellboy_(2004_film),en,99318987,99800000,99378985,1,0,0,99378985,66000000,33000030,0,66000000,2,,,,
25497,Stormy Monday,https://en.wikipedia.org/wiki/Stormy_Monday_(film),en,1791328,1800000,1791328,1,0,0,1791328,0,4000000,-1,4000000,0,,,,
2001,We Own the Night,https://en.wikipedia.org/wiki/We_Own_the_Night_(film),en,55033767,55300000,55033767,1,0,0,55033767,21000000,14000010,0,21000000,3,,,,
56853,We Believed,,it,2124145,0,0,#DIV/0!,1,1,2124145,7000000,0,-1,7000000,0,,,,
850,A Christmas Story,https://en.wikipedia.org/wiki/A_Christmas_Story,en,20700000,20800000,20791797,1,0,0,20791797,3300000,3300000,0,3300000,6,,,Keep,
124093,Jism 2,https://en.wikipedia.org/wiki/Jism_2,hi,7040609,8644754,0,1,0,1,7040609,2006871,2341287,0,2006871,4,,,,
273248,The Hateful Eight,https://en.wikipedia.org/wiki/The_Hateful_Eight,en,155760117,156500000,161217616,1,0,0,161217616,44000000,31000022,0,44000000,4,,,,
27590,Gotcha!,https://en.wikipedia.org/wiki/Gotcha!_(film),en,8800000,10800000,0,1,0,1,8800000,0,12500000,-1,12500000,1,,,,
10935,Heaven's Gate,https://en.wikipedia.org/wiki/Heaven%27s_Gate_(film),en,3484331,3500000,3484523,1,0,0,3484523,44000000,44000000,0,44000000,0,,,Keep,
271200,Heropanti,https://en.wikipedia.org/wiki/Heropanti,hi,10000000,12267657,0,1,0,1,10000000,4200000,4224400,0,4200000,2,,,,
13051,Max Payne,https://en.wikipedia.org/wiki/Max_Payne_(film),en,85416905,85800000,87066930,1,0,0,87066930,35000000,35000000,0,35000000,2,,,Keep,
24137,An Ideal Husband,https://en.wikipedia.org/wiki/An_Ideal_Husband_(1999_film),en,18500000,22694350,0,1,0,1,18500000,14000000,10140028,0,14000000,1,,,,
91073,Late Autumn,https://en.wikipedia.org/wiki/Late_Autumn_(2010_film),ko,4820000,5900000,0,1,0,1,4820000,6200000,0,-1,6200000,1,,,,
11240,My Beautiful Laundrette,https://en.wikipedia.org/wiki/My_Beautiful_Laundrette,en,2451545,3000000,0,1,0,1,2451545,860000,968703,0,860000,3,,,,
24032,"Oh, God!","https://en.wikipedia.org/wiki/Oh,_God!_(film)",en,41687243,51000000,0,1,0,1,41687243,0,2100000,-1,2100000,20,,,,
116613,The Sweeney,https://en.wikipedia.org/wiki/The_Sweeney_(2012_film),en,6294161,7700000,0,1,0,1,6294161,3730500,4850444,0,3730500,2,,,,
252512,While We're Young,https://en.wikipedia.org/wiki/While_We%27re_Young_(film),en,17287309,21100000,0,1,0,1,17287309,10000000,10000000,0,10000000,2,,,Keep,
342521,Keanu,https://en.wikipedia.org/wiki/Keanu_(film),en,20609977,20700000,20749853,1,0,0,20749853,15000000,15000000,0,15000000,1,,,Keep,
20156,Exotica,https://en.wikipedia.org/wiki/Exotica_(film),en,4221036,5130000,0,1,0,1,4221036,2000000,1453488,0,2000000,2,,,,
56903,Three Steps Over Heaven,,it,0,0,916927,#DIV/0!,100000000000000000000,1,916927,3040046,0,-1,3040046,0,,,,
46889,Living Out Loud,https://en.wikipedia.org/wiki/Living_Out_Loud,en,12902790,15610299,0,1,0,1,12902790,12000000,20000000,1,12000000,1,,,,
210577,Gone Girl,https://en.wikipedia.org/wiki/Gone_Girl_(film),en,369300000,370900000,370890259,1,0,0,370890259,61000000,61000000,0,61000000,6,,,Keep,
19912,The Final Destination,https://en.wikipedia.org/wiki/The_Final_Destination,en,186200000,187000000,186167139,1,0,0,186167139,40000000,40000000,0,40000000,5,,,Keep,
16427,A Day Without a Mexican,https://en.wikipedia.org/wiki/A_Day_Without_a_Mexican,en,10057021,10100000,10057021,1,0,0,10057021,1500000,0,-1,1500000,7,,,,
138370,Luv Shuv Tey Chicken Khurana,https://en.wikipedia.org/wiki/Luv_Shuv_Tey_Chicken_Khurana,hi,1600000,1934948,0,1,0,1,1600000,460000,552842,0,460000,3,,,,
99579,"Farewell, My Queen","https://en.wikipedia.org/wiki/Farewell,_My_Queen",fr,5297232,6400000,0,1,0,1,5297232,0,8100000,-1,8100000,1,,,,
280690,Kick,https://en.wikipedia.org/wiki/Kick_(2014_film),hi,55000000,66391412,0,1,0,1,55000000,22000000,23121387,0,22000000,3,,,,
10889,Gloria,https://en.wikipedia.org/wiki/Gloria_(1980_film),en,4059673,4900000,0,1,0,1,4059673,0,4000000,-1,4000000,1,,,,
8088,Broken Embraces,https://en.wikipedia.org/wiki/Broken_Embraces,es,30991660,37400000,0,1,0,1,30991660,18000000,18000000,0,18000000,2,,,Keep,
19663,Love Aaj Kal,https://en.wikipedia.org/wiki/Love_Aaj_Kal_(2009_film),hi,20794985,25091479,0,1,0,1,20794985,12500000,7318348,0,12500000,2,,,,
204275,Balupu,https://en.wikipedia.org/wiki/Balupu,te,8500000,10246417,0,1,0,1,8500000,4000000,2099675,0,4000000,2,,,,
27585,Rabbit Hole,https://en.wikipedia.org/wiki/Rabbit_Hole_(2010_film),en,5144717,6200000,0,1,0,1,5144717,5000000,3000000,0,5000000,1,,,,
192097,Ghanchakkar,https://en.wikipedia.org/wiki/Ghanchakkar_(film),hi,5300000,6383014,0,1,0,1,5300000,4100000,4871247,0,4100000,1,,,,
280795,Haider,https://en.wikipedia.org/wiki/Haider_(film),hi,11500000,13845903,0,1,0,1,11500000,7000000,5701254,0,7000000,2,,,,
39349,Sugar Hill,https://en.wikipedia.org/wiki/Sugar_Hill_(1994_film),en,18225518,18300000,18225518,1,0,0,18225518,10000000,10000000,0,10000000,2,,,Keep,
340485,American Honey,https://en.wikipedia.org/wiki/American_Honey_(film),en,2290649,2300000,2888927,1,0,0,2888927,3500000,3500000,0,3500000,1,,,,
9622,Beverly Hills Ninja,https://en.wikipedia.org/wiki/Beverly_Hills_Ninja,en,31480022,37900000,0,1,0,1,31480022,0,18000000,-1,18000000,2,,,,
11632,Vanity Fair,https://en.wikipedia.org/wiki/Vanity_Fair_(2004_film),en,16123851,19400000,0,1,0,1,16123851,23000000,23000000,0,23000000,1,,,Keep,
9638,Phantasm,https://en.wikipedia.org/wiki/Phantasm_(film),en,11988469,14400000,0,1,0,1,11988469,300000,300000,0,300000,40,,,,
10313,The Men Who Stare at Goats,https://en.wikipedia.org/wiki/The_Men_Who_Stare_at_Goats_(film),en,68729358,69000000,69095771,1,0,0,69095771,24000000,24000000,0,24000000,3,,,Keep,
20737,Air Bud,https://en.wikipedia.org/wiki/Air_Bud,en,23144499,27800000,0,1,0,1,23144499,3000000,3000000,0,3000000,8,,,,
923,Dawn of the Dead,https://en.wikipedia.org/wiki/Dawn_of_the_Dead_(1978_film),en,55000000,66000000,0,1,0,1,55000000,650000,640000,0,650000,85,,,Keep,
26579,The Heart Is Deceitful Above All Things,https://en.wikipedia.org/wiki/The_Heart_Is_Deceitful_Above_All_Things,en,176153,211355,0,1,0,1,176153,74050,0,-1,74050,2,,,,
477428,The Painted Bird,https://en.wikipedia.org/wiki/The_Painted_Bird_(film),cs,660000,662505,659535,1,0,0,659535,7800000,0,-1,7800000,0,,,,
13811,Knowing,https://en.wikipedia.org/wiki/Knowing_(film),en,155446362,186500000,0,1,0,1,155446362,50000000,50000000,0,50000000,3,,,Keep,
11065,O,https://en.wikipedia.org/wiki/O_(film),en,16017403,19200000,0,1,0,1,16017403,0,5000000,-1,5000000,3,,,,
209451,Jersey Boys,https://en.wikipedia.org/wiki/Jersey_Boys_(film),en,67347013,67600000,67647013,1,0,0,67647013,40000000,29300020,0,40000000,2,,,,
76203,12 Years a Slave,https://en.wikipedia.org/wiki/12_Years_a_Slave_(film),en,187000000,187700000,187734091,1,0,0,187734091,20000000,11000010,0,20000000,9,,,,
300168,Dragon Blade,https://en.wikipedia.org/wiki/Dragon_Blade_(film),zh,121545703,122000000,122606884,1,0,0,122606884,65000000,65000000,0,65000000,2,,,Keep,
417870,Girls Trip,https://en.wikipedia.org/wiki/Girls_Trip,en,140376621,140900000,140552359,1,0,0,140552359,19000000,19000000,0,19000000,7,,,Keep,
14370,Real Genius,https://en.wikipedia.org/wiki/Real_Genius,en,12952019,13000000,12952019,1,0,0,12952019,8000000,8000000,0,8000000,2,,,Keep,
32261,Scandal,https://en.wikipedia.org/wiki/Scandal_(1989_film),en,8800000,10538568,0,1,0,1,8800000,0,7000000,-1,7000000,1,,,,
