keyword_id,movie_id
1812,1073
1812,209262
1812,18828
1812,12505
1812,26618
1812,413052
1812,59108
1812,12123
1812,9331
1812,2142
1812,59965
1812,51497
1812,13027
1812,318
1812,16007
1812,146238
1812,8834
1812,438808
1812,846
1812,75656
1812,12628
1812,6277
1812,9717
1812,1441
1812,11892
1812,156022
1812,1572
1812,359412
1812,9533
1812,10685
1812,3595
1812,1089
1812,8836
1812,8090
1812,524
1812,326
1812,8838
1812,261023
1812,2321
1812,11859
1812,3489
1812,11454
1812,9437
1812,31618
1812,18316
1812,2099
1812,127493
1812,4824
1812,320
1812,449443
1812,1571
1812,1632
1812,1538
1812,458594
1812,7516
1812,395834
1812,2026
1812,186
1812,9882
1812,9923
1812,82675
1812,9873
1812,273481
1812,754
1812,16617
1812,9884
1812,4349
1812,274
1812,26352
1812,21338
1812,76640
1812,13056
1812,9802
1812,10779
1812,405882
1812,14854
1812,10431
1812,22804
1812,12149
1812,10538
1812,24546
1812,9740
1812,8843
1812,10900
1812,562
1812,36648
1812,7485
1812,10632
1812,26791
1812,38322
6681,12610
6681,13855
3002,31262
3002,11527
3002,5876
3002,588
3002,790
3002,791
2527,5139
2527,10948
2527,269149
2527,499701
2527,10315
5154,11674
5154,928
5154,927
192150,71107
159812,623
5138,10003
264384,38598
264384,342787
264384,212074
264384,178543
264384,461257
264384,217775
264384,27100
264384,127614
264384,62881
264384,190967
264384,132561
264384,14893
264384,59085
264384,39934
264384,430424
264384,14681
264384,15976
264384,72478
264384,9655
264384,449176
264384,321
264384,1816
264384,22597
264384,424694
264384,65229
264384,71
264384,9603
264384,32714
264384,32671
264384,32519
264384,19844
264384,41189
264384,18165
264384,291984
264384,18558
264384,15647
264384,467952
264384,25350
264384,9427
264384,1966
264384,119675
264384,15708
264384,376867
264384,4927
264384,226979
264384,11365
264384,340
264384,398818
264384,296778
264384,1812
264384,412202
264384,188927
264384,14
264384,10139
264384,142
264384,205596
264384,19965
264384,44201
264384,127894
264384,254005
264384,40925
264384,277154
264384,9445
264384,293633
264384,18480
264384,212721
264384,15728
264384,12795
264384,79120
264384,8952
264384,215960
264384,1378
264384,48572
264384,27958
264384,47534
264384,606952
219417,25465
7090,50093
9649,38931
9649,53039
9649,518068
9649,2698
9649,310
9649,10836
9649,30973
9649,32657
9649,279
9649,86834
9649,514407
9649,8393
9649,11015
9649,48171
9649,17609
9649,13041
9649,9059
9649,38554
9649,35691
9649,426338
185796,381034
228646,223702
1419,25112
1419,308165
1419,57417
1419,27090
1419,349067
1419,24739
1419,38055
1419,270010
1419,73567
1419,353081
1419,35056
1419,1430
1419,787
1419,16723
1419,267193
1419,14527
1419,11645
1419,376290
1419,1807
1419,284536
1419,10627
1419,381214
1419,17182
1419,9282
1419,15067
1419,36955
1419,401123
1419,324560
1419,8744
1419,43434
1419,10427
1419,257440
1419,1927
1419,199373
1419,60304
1419,372343
1419,1164
1419,1368
1419,13715
1419,14695
1419,238628
1419,922
1419,31640
1419,13185
1419,7516
1419,395834
1419,379
1419,55208
1419,24065
1419,45132
1419,362057
1419,10651
1419,32076
1419,13184
1419,324552
1419,341006
1419,9022
1419,10585
1419,395990
1419,9542
33610,4944
33610,10342
33610,59440
33610,49370
2656,9975
2656,38050
2656,85
166511,31503
11503,64689
9766,33247
9766,39934
9766,1833
9766,424694
9766,14205
9766,18165
9766,152532
9766,9800
9766,19965
9766,9344
259485,10591
7836,6967
157337,14326
157337,471609
157337,58428
264701,4107
264701,4824
264701,10360
4581,957
155333,242166
2849,44826
2849,3962
2849,227707
2849,64685
2849,11649
2849,26466
2849,604
2849,834
2849,9913
2849,605
2849,1018
2849,406563
2849,9059
3278,33996
3278,691
3278,708
3278,9080
3278,699
3278,700
3278,9057
3278,1247
3278,10079
3278,12239
3278,11221
3278,10724
3278,11859
3278,1374
3278,8289
3278,710
3278,484641
3278,35402
3703,2977
3703,9032
3703,12499
3703,37233
3703,881
3703,392982
3703,2048
3703,9407
3703,22803
3703,629
3703,49049
2251,8265
2251,17813
2251,9438
2251,23082
2251,5123
2251,11499
2251,1624
2251,9413
2251,10599
2251,235271
2251,9959
2251,10133
2251,13159
2251,9962
2251,238615
2251,11354
2251,445
2251,11950
2251,37735
2251,2288
2251,2310
2251,9388
2251,103663
2251,44945
2251,4347
2251,2502
2251,60631
2251,11902
2251,50725
2251,2652
5498,2196
5498,2074
5498,115
5498,10537
5498,507076
5498,1878
41307,48289
15094,338964
15094,56812
3715,5898
1969,496681
1969,9016
1969,9764
1969,36819
1969,956
1969,409
1969,1408
1969,9326
1969,2575
1969,23382
1969,1907
277479,1726
14555,206647
14555,341013
14555,146216
267788,60308
267751,1391
231149,396371
231149,436827
231149,513691
231149,339103
231149,2148
231149,20605
187363,274479
5802,19366
5802,16158
5802,14557
169055,13260
169055,21972
166924,371363
745,6279
745,205220
745,9353
745,2005
745,61337
745,525
745,687
745,14202
745,24735
745,545612
745,448432
745,524789
745,10160
745,439079
745,10320
745,60670
745,46429
745,11347
745,12143
745,426338
745,110428
10590,139408
10590,11041
10590,47888
10590,7345
10590,36643
10590,241239
10590,29004
10590,76395
10590,8810
10590,288931
228295,68735
33707,9486
2551,328111
2551,46195
2551,16790
2551,44896
2551,1688
2551,492
2551,927
2551,8913
2551,593026
44447,2105
4931,9598
4931,9986
4931,153518
4931,9447
4931,7985
4931,10957
4931,36819
4931,107
4931,3131
4931,409617
47024,573
4065,766
3047,612
3047,5125
637,5723
637,6116
637,6477
637,19366
637,26796
637,442
637,6575
637,243
171401,14557
171401,8386
5319,61633
5319,25195
5319,8764
5319,814
5319,21252
5319,747
5319,819
5319,25941
5319,12877
5319,10070
171192,478159
171192,11452
266948,24961
251580,7443
251580,517517
251580,374720
166697,269149
166697,336222
189359,562696
189359,19158
189359,9986
189359,2062
189359,427641
189359,10929
189359,308531
189359,37227
189359,17245
210928,391274
11858,45772
11858,24150
11858,219
11858,23483
1888,12567
163702,23514
163702,285
198962,300672
198962,1948
658,11607
658,2669
658,11483
658,10144
658,9408
658,228165
658,36970
658,72197
658,277834
658,9054
658,11836
658,11019
658,10865
658,4629
658,9266
658,152747
658,5354
658,19664
658,87827
658,296524
658,691
658,205775
658,246080
658,1865
658,76285
658,699
658,11609
658,339846
658,149087
658,2756
658,166426
658,551
658,17
658,14372
658,829
658,7988
658,790
658,791
267122,6957
198435,9552
7412,21052
7412,235271
7412,2310
7412,2057
7412,670
7412,9616
5426,1256
5426,6933
5153,555637
5153,411638
5153,9021
5153,205220
5153,5693
5153,28313
5153,2312
5153,9427
5153,1734
5153,46738
5153,1922
5153,293452
5153,1256
5153,10822
5153,10320
5153,9623
5153,408381
14791,15122
14791,10467
14791,340837
470,335556
470,206851
470,517991
470,9486
470,157849
470,10923
470,9488
470,16558
470,10715
470,431693
470,56288
470,38223
470,9008
470,463272
470,467952
470,24828
470,26200
470,353081
470,37834
470,115348
470,49517
470,691
470,708
470,9080
470,238713
470,296098
470,5353
470,369885
470,56292
470,1535
470,36669
470,267193
470,458897
470,177677
470,12505
470,170689
470,9331
470,1647
470,8764
470,817
470,26578
470,2575
470,1247
470,253
470,36670
470,9342
470,1656
470,206647
470,818
470,954
470,11665
470,302699
470,203801
470,27205
470,37724
470,4723
470,207703
470,36955
470,341013
470,714
470,10355
470,681
470,12113
470,47971
470,343668
470,160704
470,454992
470,27576
470,19644
470,9461
1670,122906
1670,8967
1670,1272
1670,8373
1670,605
1670,3179
168763,11676
168763,408381
4262,15384
4262,2288
4262,4922
4683,954
4290,251471
4290,301528
4290,2284
4290,9021
4290,366668
4290,137106
4290,11359
4290,10193
4290,44826
4290,862
4290,9297
4290,11934
4290,9279
4290,27585
4290,11597
4290,840
4290,1857
4290,10585
9738,76333
9738,14022
9738,49849
9738,840
9738,602
9738,57876
9738,2756
9738,10200
9738,846
9738,28774
9738,15613
9738,22824
9738,13820
9738,37505
5602,1597
5602,15206
273822,2116
221700,353616
159932,33055
159932,37724
159932,346672
159932,11702
4580,328589
4580,98566
4580,45272
4580,8343
4580,68812
4580,97630
4580,12517
4580,9792
4580,13538
11616,4256
11616,14564
11616,34288
273967,311324
203476,10066
34112,486521
34112,11453
208456,242166
9945,16129
225244,269149
2172,953
2172,38317
2172,74465
2172,58224
2172,9904
2172,9836
2172,10527
2172,15170
2172,472553
2172,16857
2172,1727
2172,12145
2172,61791
2172,814
2172,184346
2172,405670
210785,25625
272546,338964
264647,424694
264647,451915
264647,351044
270858,492188
161304,1852
161304,429197
161304,1777
161304,64685
161304,9829
251510,11631
251510,458423
251510,236
208580,429200
208580,9619
208580,126889
8007,7297
260197,47757
740,108833
740,49846
740,18166
740,33247
740,39934
740,1833
740,424694
740,825
740,133575
740,14205
740,12147
740,152532
740,1985
740,226979
740,9800
740,590
740,25793
740,9382
740,277216
740,1630
740,18923
740,12616
740,451945
740,507
173259,812
173259,47888
173259,20197
173259,29004
173259,21575
173259,4349
166457,57165
6092,193173
6092,456711
6092,168026
6092,48122
6092,25678
6092,146381
6092,22971
6092,10654
6092,2016
6092,5724
6092,6162
6092,1894
6092,1688
6092,374720
6092,676
6092,82695
6092,8840
6092,2080
6092,1073
6092,7278
6092,9093
6092,514407
6092,6950
6092,11953
6092,268896
6092,5902
6092,9922
6092,121
6092,69848
6092,10655
6092,4421
6092,857
6092,11221
6092,10765
6092,9104
6092,28
6092,1417
6092,3131
6092,534
6092,37958
6092,1271
6092,16882
6092,1450
6092,10049
6092,10212
6092,554600
6092,10590
6092,563
6022,372297
6022,4011
1293,639032
1293,21513
1293,450806
1293,74534
1293,9080
1293,130264
1293,289720
1293,13184
1293,24
10038,8195
6894,57744
6894,229297
6894,27224
6894,3587
6894,10539
6894,26367
6894,8617
220979,6947
220979,18524
169123,8741
169123,10687
1009,472253
1009,480603
1009,332210
1009,11862
1009,95610
1009,295693
1009,6280
1009,10214
1009,11091
1009,11212
1009,12154
1009,10564
1009,11335
1009,38408
1009,14444
1009,37135
1009,50875
1009,23174
1009,28313
1009,5003
1009,10476
1009,41210
1009,847
1009,11002
1009,9494
1009,91070
1009,9592
1009,400579
1009,339397
1009,41659
1009,868
1009,2758
1009,378
1009,195589
1009,458305
1009,10160
1009,9381
1009,11249
1009,376865
1009,985
1009,4141
1009,409617
1009,22345
1009,31117
1009,9072
1009,13312
4928,9080
192096,38167
2283,9472
2283,10560
2283,503
2283,8953
2283,4141
33624,268917
33624,405203
33624,10025
33624,10985
33624,11568
33624,10878
33624,2575
33624,75074
974,10569
974,44639
974,9472
974,318846
974,2163
974,14809
974,69035
974,49530
974,16723
974,9759
974,32577
974,854
974,388
974,9414
974,75656
974,21041
974,18927
974,359412
974,59440
974,333669
974,9691
974,9754
974,11958
974,436827
974,2017
974,4597
974,250066
974,416160
974,22907
974,507
3875,11361
3875,9986
3875,2163
3875,24150
3875,664
3875,3980
3875,64639
3875,32076
6417,14908
6417,9104
1822,1415
1822,329981
158713,524780
158713,10014
158713,235708
158713,18395
158713,341174
158713,10646
158713,11013
158713,337167
158713,216015
158713,1378
158713,572
158713,193722
158713,27958
10468,287935
10468,214314
10468,346648
10468,18357
10468,10009
10468,7484
10468,35169
10468,116149
10468,15655
10468,41515
10468,14873
10468,10808
10468,201558
10468,126319
10468,382517
10468,13853
10468,278927
10468,62177
10468,57158
10468,9433
10468,14342
10468,496
10468,9717
10468,62204
10468,281957
10468,10714
5701,2055
4552,370755
4552,185562
4552,7547
4552,45658
4552,76808
4552,13376
4552,11635
4552,9988
4552,55465
4552,58428
4552,15417
4552,157847
9995,5255
9995,10545
9141,36402
9141,10615
5622,1611
5622,7797
6324,13372
6324,8265
6324,9451
6324,10219
18185,15139
4197,7091
4197,24100
4197,10395
4197,7131
4197,8698
4197,49017
4197,24021
4197,18726
4197,6114
4197,52587
4197,10577
4197,102780
4197,277
4197,10012
4197,628
4197,11979
4197,8329
4197,924
10154,16288
10851,24803
10851,58235
10851,22805
15073,41513
248902,399360
1422,38069
1422,60733
1422,21181
1422,10283
1422,31262
1422,16541
1422,490649
1422,9054
1422,11966
1422,1963
1422,1639
1422,35056
1422,334541
1422,48034
1422,429300
1422,8676
1422,28200
1422,253
1422,415214
1422,11074
1422,400
1422,543915
1422,237
1422,171274
1422,341174
1422,254320
1422,8461
1422,27582
1422,28881
1422,7555
258,117319
258,98120
258,41730
258,47199
258,1272
258,40805
258,787
258,2253
258,10575
258,7984
258,1073
258,45612
258,30194
258,15705
258,13291
258,9414
258,20024
258,231
258,7461
258,303858
258,253
258,10771
258,846
258,44320
258,11308
258,1637
258,1572
258,333669
258,10355
258,11859
258,47964
258,10176
258,441531
258,70074
258,22803
258,2320
258,379149
258,146198
258,13752
258,45132
258,4012
258,34309
258,10045
258,9319
4479,11618
9783,14195
9783,13342
223140,382517
522,199
5306,11523
5306,5825
5306,11934
5306,3962
5306,9389
5306,190469
5306,186
5306,109099
5306,11368
216919,486684
216919,542559
216919,364023
216919,18975
216919,235
215264,88247
208736,311170
208736,588
208736,563
14764,364689
160873,44833
1959,409
1959,9556
167115,142096
167115,9737
14766,31262
14766,81342
14766,1633
14766,14022
14766,76996
14766,4836
4392,36819
4392,1687
4392,403119
4392,61791
4392,11683
5320,9522
5320,263472
199600,9270
199600,10053
11663,467988
11663,179812
11663,22949
11663,15668
11663,48287
11663,37135
11663,30302
11663,13813
11663,83666
11663,34288
11663,10212
11663,4488
11853,13885
1964,57521
1964,329718
1964,15927
1964,352205
1964,9042
1964,409
1964,8676
1964,46146
1964,1911
1964,121
1964,14235
1964,184346
1964,1251
1964,48340
1964,10212
1964,9392
187527,32577
187527,12079
187527,9911
163207,1927
234169,13448
6376,8193
18293,319373
18293,16172
18293,2062
18293,524779
18293,212778
18293,6283
18293,295964
18293,41110
18293,72207
14828,500107
14828,263109
14828,46195
14828,122906
14828,228161
14828,513386
14828,141043
14828,6935
14828,9671
14828,11966
14828,10643
14828,336843
14828,9686
14828,57431
14828,696
14828,429617
14828,49026
14828,71881
14828,19053
14828,1359
14828,339
14828,36141
14828,8649
14828,10433
156801,10028
156801,48287
156801,11812
156801,24249
156801,79120
156801,8456
156801,13742
33514,10528
33514,140818
33514,426563
164738,340357
168948,24053
168948,241239
4950,13811
4950,1949
4950,12100
10294,10972
171343,2293
5198,75258
5198,233423
5198,12610
5198,14223
5198,9599
155346,24266
732,91609
732,404245
732,72570
732,25248
732,11566
732,416477
732,249164
732,338
732,2064
732,9007
732,24226
732,2895
732,152780
732,430155
732,351044
732,48138
732,11005
732,20616
732,300668
732,8649
732,458594
732,11336
732,9569
732,24
4575,957
4575,146
1650,209305
1650,3631
1650,3638
1650,2062
1650,2539
1650,1792
1650,6283
1650,374461
1650,295964
1650,36094
1650,951
1650,3784
1650,7093
1650,127846
1650,96648
1650,8845
41002,282376
41002,25748
9610,192141
9610,11679
9970,10144
9970,16172
9970,84175
8468,11260
8468,8413
4639,56816
4639,11704
4639,10546
701,147841
701,111
701,63498
701,10677
701,2359
701,9700
701,378107
701,7872
701,8881
701,22189
701,1247
701,11831
701,2057
701,710
701,8961
6158,34044
6158,25114
6158,254672
6158,59797
6158,15206
6158,616584
6158,26428
6158,18835
6158,25983
6158,16307
6158,36683
6158,318781
6158,211067
6158,530385
6158,345
6158,32343
6158,884
6158,32076
6158,572
6158,74725
6158,64113
6158,4488
180443,336843
180443,9096
180443,9920
180443,451945
180443,340837
201871,72478
201871,12281
201871,328387
201871,155084
248,2313
248,19913
248,13476
248,38055
248,300
248,570658
248,53027
248,35056
248,10073
248,9794
248,9038
248,10843
248,9842
248,10607
248,10890
248,7859
248,13596
248,20107
160153,50619
160153,9667
160153,402
160153,19901
1643,46106
1643,304410
1643,1890
1643,64720
1643,11185
1643,14585
1643,329981
1643,16328
1643,447332
5011,11395
5011,73567
5011,22803
5011,8810
160450,11635
160450,12107
160450,8386
11061,331351
11061,91902
11061,62442
11061,332749
11061,10611
11061,210860
11061,13436
11061,10748
11061,8012
11061,164251
11061,10783
11061,17258
11061,2575
11061,16
11061,309242
11061,551499
11061,473033
11061,17314
11061,21407
241814,617
7946,1165
7946,7484
7946,10395
7946,765
7946,524247
33621,9986
3429,9372
3429,9472
3429,415086
3429,641
219930,240072
33650,4944
197452,48787
2992,5881
2992,295964
2992,619
47079,31262
33630,6615
33630,321258
33630,521029
33630,11559
33630,250546
33630,14001
33630,10585
33630,369784
33970,209271
3255,3021
3255,418078
54610,8386
171636,11054
171636,31225
171636,47107
171636,8487
171636,24103
171636,27723
171636,6020
171636,18835
3401,12473
1339,9598
1339,10715
1339,453191
1339,10658
1339,377878
12965,1264
12965,879
12965,12599
12965,11052
12965,9476
12965,11976
12965,956
12965,11527
12965,3604
12965,682
12965,35138
12965,2666
12965,955
12965,10546
12965,38543
12965,12207
12965,55292
12965,15895
12965,16687
170713,2280
4235,12783
4235,1865
4235,824
4235,4518
4235,841
4263,11130
4263,16020
4263,329829
156775,73939
274935,50581
155624,358722
155624,10025
155624,10710
155624,41123
155624,279
155624,1213
155624,10490
6917,454294
6917,9549
6917,76649
6917,11645
6917,1495
6917,147441
6917,597
6917,362045
6917,652
156075,15158
156075,16235
156075,11357
156075,9502
156075,270303
156075,10136
156075,2667
156075,11976
156075,11618
156075,11891
156075,557
156075,493922
156075,243940
156075,11675
156075,14869
156075,26515
156075,9378
156075,60304
156075,16871
156075,104755
156075,9423
156075,283445
156075,135812
156075,10987
156075,405882
156075,15069
156075,10824
156075,12521
156075,10585
156075,13515
156075,403368
156075,9529
156075,11569
156075,764
2866,26804
2866,8618
2866,10342
2866,3509
6502,11120
193736,31294
4120,587
4120,377799
6201,20009
6201,9042
6201,1640
6201,17941
6201,1990
6201,11817
10232,112136
10232,429210
10232,6116
10232,13476
10232,266639
10232,14048
10232,424694
10232,11353
10232,509
10232,19610
10232,1371
10232,96936
10232,15765
10232,12163
10232,332562
10232,58235
10232,11596
10232,466272
10232,18480
10232,30707
4932,11110
4932,56816
4932,11879
4932,11114
4932,9598
4932,6439
4932,9907
4932,13700
4932,5172
4932,1591
4932,250734
4932,9447
4932,14579
4932,606
4932,2675
4932,273153
4932,298312
4932,2259
4932,66588
4932,193687
4932,6519
4932,16642
4932,17941
4932,63310
4932,294
4932,11351
4932,9022
4932,45657
4932,31048
4932,33016
6525,77950
6525,13804
10855,9778
10855,19913
10855,81342
10855,297
10855,10152
10855,1262
10855,408539
10855,38050
10855,13641
10855,17832
10855,55785
10855,13848
10855,24546
267657,1417
13073,36402
13073,81462
13073,348797
13073,399612
13073,105864
13073,22067
13073,2667
13073,11460
13073,493922
13073,514277
13073,146229
13073,145135
13073,11588
13073,109729
13073,11559
13073,23963
13073,458723
13073,1598
13073,79694
13073,439015
13073,474350
13073,16028
13073,1927
13073,418078
13073,3511
13073,1903
13073,467660
13073,41505
13073,77949
13073,346364
13073,17609
13073,287524
13073,29159
13073,4488
13073,2749
9932,62211
9932,9451
9932,277216
9932,28151
214789,2669
657,33110
657,59797
657,707
657,10014
657,278154
657,12090
657,10196
657,9479
657,9413
657,41730
657,139455
657,1696
657,352205
657,223485
657,219
657,447200
657,9738
657,15035
657,27022
657,503
657,453755
657,395991
657,283708
657,14438
657,407448
657,321258
657,1979
657,140648
657,41417
657,11596
657,62204
657,44113
657,334074
657,3021
657,418078
657,287903
657,7341
657,2924
657,791
657,3131
657,157851
657,301846
657,141
657,10351
657,11495
657,16258
657,440342
1357,33627
1357,46785
1357,19595
1357,127380
1357,12429
1357,10555
1357,36970
1357,9982
1357,9836
1357,38055
1357,11019
1357,587
1357,12147
1357,453755
1357,10402
1357,430474
1439,5333
1439,12473
1439,1885
1439,72113
1439,11962
1439,1278
204846,314405
204846,902
10637,511454
10637,165321
10637,70875
10637,557499
10637,139294
10637,319373
10637,18203
10637,109451
10637,2062
10637,22794
10637,212778
10637,41110
10637,223702
10637,123320
10637,116977
5090,10628
5090,10545
5090,12770
7600,38365
4268,121
4268,10212
207539,24961
195506,82703
7496,10220
7496,11115
18249,12192
18249,9476
18249,10881
18249,328387
18249,70160
18249,2649
18249,455980
18249,353486
18249,131631
18249,460019
18249,18045
18249,155084
18249,284564
10726,504181
10726,161327
10726,473015
10726,473256
10726,485337
10726,356626
10726,9874
10726,254869
10726,11966
10726,125052
10726,21052
10726,17386
10726,123109
10726,15092
10726,13223
10726,138832
10726,12253
10726,72213
10726,10881
10726,9298
10726,227
10726,336804
10726,277216
10726,11798
10726,10607
10726,11895
10726,14330
10726,868
10726,12085
10726,471507
10726,74950
10726,466415
10726,92391
10726,70196
10726,62728
10726,10718
10726,4771
10726,13809
10726,334521
10726,117691
10726,146229
10726,10126
10726,1089
10726,58699
10726,14621
10726,16608
10726,942
10726,9702
10726,37094
10726,5176
10726,11958
10726,13201
10726,109843
10726,232
10726,13161
10726,345887
10726,55785
10726,11028
10726,426814
10726,3131
10726,949
10726,8982
10726,26389
10726,11835
10726,500
10726,67748
10726,13199
10726,13538
10726,22004
10726,11474
10726,10045
10726,10017
10726,17317
10726,28260
10726,33762
5800,20081
5800,11025
5800,272693
5800,308639
182703,9482
9989,5375
9989,14359
9989,5255
9989,5003
9989,328425
9989,22825
9989,13937
54016,82532
54016,10817
10947,57089
10947,21188
10947,2270
10947,310131
161172,205584
161172,57165
161172,18823
161172,10323
161172,9312
1321,12715
1321,12227
1321,57120
1321,10501
1321,421044
1321,47107
1321,246080
1321,49524
1321,11088
1321,440161
1321,6637
1321,9932
1321,818
1321,334524
1321,9826
1321,9654
1321,22
1321,41780
1321,682
1321,1572
1321,11589
1321,790
1321,9710
1321,438674
1321,791
1321,2000
1321,6415
1321,11310
2702,15581
2702,10478
2702,15487
2702,9687
2702,4958
2702,9614
2702,9675
2702,41006
2702,1280
2702,11977
2702,30018
159497,76897
159497,102632
159497,163
10292,528769
