movie_id
32834
77908
15152
56033
328940
81870
14681
3097
221963
18406
12697
12663
277519
337211
15034
15681
138969
346364
474350
10628
298483
321050
223988
53182
1271
8224
395
440
13491
13522
392207
613099
8880
8881
41109
16820
9873
10345
58637
11818
272878
146216
39514
46195
172385
41439
176
214
215
11917
663
22804
298250
72105
214756
208763
428045
11679
47971
7451
92069
9447
9598
10496
49013
920
260514
8814
45839
17692
578
579
580
591101
498580
25741
141614
12496
15434
335797
61410
97
20526
2334
10195
76338
284053
575100
12154
303542
433150
537915
679
8077
8078
9710
9838
15739
140770
36586
36647
36648
496
17350
1948
15092
312221
480530
141
17532
10070
75745
74135
56832
9763
9815
19139
14695
10028
11415
38084
11838
46316
16186
16781
51017
175555
26367
103370
464504
403862
10706
4961
299824
10674
25602
180894
242512
335796
103686
9682
21925
24348
7555
1368
1369
1370
522938
9669
148284
373449
1246
1366
1371
1374
1375
808
809
810
10192
1637
1639
82675
8681
260346
441909
33061
29670
102234
37988
61125
315061
335983
92834
57892
127585
49538
36657
36658
36668
320288
246655
117629
1656
9342
10664
185341
80280
8329
282631
24795
13665
19995
391629
20081
65413
17644
268
364
414
415
20779
62276
7340
7341
8839
2292
2295
10328
11285
10134
18442
103327
47644
6007
5680
34300
18935
18943
26386
14628
9749
14012
10426
10471
10634
109445
330457
9037
621
11451
1620
249070
1690
1691
105001
490214
14756
365222
449924
204435
32740
23698
168114
30379
29064
151960
218836
10576
19405
18616
397852
17794
219499
404748
172528
441868
110813
41446
4232
4233
4234
191735
62756
2619
42194
289510
44160
31279
180371
80109
22355
150
11595
20737
29723
812
420817
9535
9932
102899
363088
297802
561557
284279
38277
147405
44425
496339
10434
9556
68029
20455
11229
43919
11908
11253
1487
425
57800
950
8355
278154
9012
16290
12094
208134
25
72545
88751
8844
353486
512200
20015
23631
106747
9355
76341
8810
211672
13515
309665
4032
161
163
298
16353
9017
10246
19698
23919
10265
66125
423525
5548
5549
5550
14444
16340
20694
287947
273481
400535
42684
271404
9348
85446
9762
8328
41233
243683
149085
321258
10389
24674
51322
345940
1642
7281
8831
744
9362
10294
7553
24126
11342
29095
346652
331249
64686
813
2665
310
2698
9360
11237
10865
8961
9737
376659
431530
378102
616473
23730
9529
10824
42843
3980
10127
293660
383498
47964
562
1571
1572
1573
575222
49948
12088
8920
9513
124905
373571
82450
26452
8386
264419
1726
68721
10138
10679
302349
38543
10956
10866
23483
59859
207703
343668
14560
256961
2293
27582
278924
43933
1268
1281
139380
46523
79723
15158
10228
10991
12599
106
169
34851
346910
31060
9257
188640
187
189
82507
283445
191421
56288
9488
12279
10054
2164
139156
11411
1924
9531
8536
1452
8843
10546
9495
40729
281701
440990
10214
854
10766
10768
111440
180299
19595
10320
14564
565
59117
1285
254869
15800
227306
506680
9945
860
11052
17134
10068
9444
109443
8699
250546
396422
521029
187442
350312
256040
2924
10147
338964
108052
10438
76
80
132344
47954
107916
39283
56937
16281
16288
14451
241842
157350
262500
262504
4517
4518
4523
109428
764
765
766
13225
11665
26200
109418
38365
11442
11675
10676
10987
11281
11357
11361
424139
85052
49018
91586
280092
406563
245891
324552
458156
10222
24
393
31947
53174
50025
21972
34376
10019
140870
36267
98335
43640
36593
37136
37137
195589
325133
74639
5683
16690
15384
9285
15618
2109
5174
5175
9102
248504
331446
10802
2300
11836
228165
265712
11
140607
1891
1892
1893
1894
1895
181808
181812
9408
15582
1803
23069
1826
1555
1734
1735
564
158015
316727
238636
442249
9277
60935
1091
862
863
10193
301528
49818
76304
9398
329833
2043
