company_id,movie_id
96033,458759
11345,458759
5056,458759
335,2055
18619,2055
10157,2055
290,198663
3672,198663
8569,198663
12292,198663
22213,198663
14,2567
562,2567
675,2567
691,2567
7380,2567
19116,2567
54502,2567
38469,399111
81,8967
43,8967
1246,8967
8601,9479
8835,9479
13419,9991
2811,10247
52465,10247
2890,10759
762,11015
657,11015
1280,11015
1382,11015
4650,11015
7237,11015
3324,11015
41,11527
3019,212231
5218,212231
12876,212231
23680,16135
94,16135
10163,82695
7295,82695
16946,17927
3287,17927
7947,17927
87390,17927
84803,18183
84804,18183
53445,282631
7036,282631
3728,479495
95738,479495
31787,479495
42385,22023
6,22023
8,22279
12745,22279
16027,22279
3324,22279
109049,546567
507,23047
7295,23047
56049,285191
559,23303
38568,91911
1483,32519
826,32519
2877,38407
11317,38407
15757,38407
308,38407
1632,235271
112794,235271
20326,104711
2094,104711
6187,104711
7201,104711
587,104711
162,104711
8698,104711
2147,41479
3870,41479
35508,371463
64293,571655
58853,116231
189,116231
87308,444935
75464,185351
75465,185351
10210,60935
655,60935
76,62215
321,62215
8288,62215
7777,62215
11239,62215
8289,62215
119,62215
2801,62215
94,62215
17375,456711
71356,523527
19123,8
288,1544
315,1544
2650,1544
2651,1544
10146,1544
52728,1544
52729,1544
42272,1544
96,1544
921,2056
922,2056
1062,2312
1063,2312
1064,2312
13549,5896
1444,5896
2452,71688
5654,71688
6301,71688
7981,71688
19749,71688
6705,71688
500,71688
491,8456
551,8456
23423,8456
7893,8968
3287,8968
768,8968
830,8968
19551,9480
10104,9480
1171,9480
508,9480
854,9992
2525,9992
6896,9992
46051,10760
10210,10760
46052,10760
12022,76808
29459,76808
4508,76808
12021,76808
437,338952
2891,14344
2892,14344
2893,14344
41047,15624
60473,15624
59453,16392
771,82696
1423,82696
4220,82696
36422,148232
74839,346120
52986,282376
100770,282376
87271,282376
10116,282376
3623,282376
850,152584
856,152584
10393,152584
10611,152584
11199,152584
11434,152584
14700,152584
38038,152584
310,152584
83,152584
11359,152584
792,152584
7131,152584
11796,152584
25308,152584
7036,22536
11267,22536
11268,22536
11269,22536
11270,22536
11271,22536
34725,22536
28320,22792
4379,22792
60,23048
12886,23048
29780,286472
139332,25864
5398,34056
10967,296456
17156,296456
45724,231176
5521,35080
35,35080
1854,35080
70197,297736
1894,38408
12026,38408
63521,562696
2531,44040
6006,44040
7295,44040
52473,112136
18014,46856
18015,46856
17615,48392
17616,48392
235,48392
2801,48392
12477,48392
121443,575240
559,252680
3291,252680
6427,252680
10156,252680
80078,252680
1768,56840
5754,254472
12142,254472
70784,254472
297,387592
694,387592
104931,387592
105496,387592
7281,387592
16877,387592
2452,62728
288,62728
3445,62728
127120,62728
52724,62728
16880,62728
113521,62728
91991,587272
82346,587272
121526,587272
1171,2057
13816,2057
10103,2057
813,2057
763,2057
76083,2057
598,2313
1046,2313
1047,2313
1561,4105
14361,4105
46760,200713
22261,200713
856,200713
20484,200713
83,200713
31229,200713
123656,69897
132837,69897
2683,69897
10105,8457
15160,74505
122971,74505
10288,9737
34,9737
1073,10249
552,10249
333,10761
6365,11017
333,11529
112208,11529
112209,11529
28013,83721
5548,83721
30148,83721
8250,83721
2726,83721
83276,19721
6480,19721
2219,19721
5069,21513
5071,21513
5072,21513
5073,21513
192,21513
43,23049
2157,23049
6705,23305
1645,286217
2735,286217
6408,286217
22213,286217
28788,286217
7801,25353
16301,290825
23700,290825
35043,290825
2690,291081
181,291081
9987,291081
163,291081
21716,29193
16280,29193
65514,29193
65515,29193
2683,161545
2441,161545
18973,161545
3939,161801
2640,35337
20783,35337
11561,35337
6246,35337
40768,35337
65383,37641
826,37641
5665,37897
915,38153
1504,38153
1155,38665
10593,38665
118330,38665
2683,41481
18973,41481
97,108553
365,108553
124289,640521
5860,51209
6802,51209
14589,51209
21815,51209
290,116745
22213,116745
9118,116745
10893,116745
37336,116745
2932,116745
6896,254473
60843,254473
32999,254473
10611,254473
7295,254473
12260,1546
104923,526090
108388,526090
2683,265226
4384,265226
1838,3594
1836,3594
2000,5898
4527,5898
2527,400650
17021,400650
126,8202
11533,8202
746,8202
11534,8202
6041,8202
2232,8970
1504,9482
915,9482
26149,9738
436,9738
5755,9738
19551,9738
10881,9738
10531,9994
83,337674
8997,337674
11620,337674
11924,337674
32545,337674
88099,337674
92187,337674
310,337674
7131,337674
3984,337674
2026,337674
2609,10762
10308,11018
6509,77322
93700,77322
13287,209418
37970,209418
55205,209418
8891,87818
7295,87818
8852,87818
2150,87818
8890,87818
2527,22538
443,22538
87733,22538
1778,22538
136347,22538
2251,22794
34,22794
69459,96010
69460,96010
69461,96010
69462,96010
42202,96010
850,96010
12389,96010
69463,96010
69464,96010
69465,96010
5828,96010
22629,96010
37264,96010
11661,34314
2061,298250
5855,298250
6680,298250
1632,298250
41314,36618
93105,171274
178,171274
3045,499722
264,48138
694,48138
1786,48138
12408,48138
12409,48138
356,48138
52207,50698
6448,50698
12881,50698
75348,55306
1274,55306
7505,383498
112049,383498
104228,383498
22213,383498
19118,56074
74858,56074
5686,253450
5552,253450
25345,253450
85047,253450
85048,253450
85049,253450
5381,59914
2268,63498
5705,63498
11423,63498
11424,63498
11425,63498
2395,63498
11426,63498
11427,63498
9974,63498
5644,63498
11428,63498
5085,63498
981,63498
1,11
18919,132363
18920,132363
326,132363
695,132363
18921,132363
18922,132363
6562,1803
18068,1803
23461,1803
1950,1803
30148,460555
109462,460555
109463,460555
109464,460555
109465,460555
83809,460555
130,2059
831,2059
19097,2059
11448,134411
6735,134411
6736,134411
1450,134411
14739,134411
491,134411
85885,134411
1632,134411
80920,3851
14063,4107
1095,4107
1898,4107
2307,4107
50093,70667
11561,70667
14756,70667
14758,70667
2801,70667
235,70667
942,71179
1885,9739
134925,9995
134926,9995
882,75531
762,75531
3324,75531
10513,75531
4650,75531
7237,75531
2188,10763
11487,10763
45787,11019
3164,11019
9050,11019
26073,207883
15160,11531
2188,11531
101957,12555
3837,12555
64295,12555
29211,12555
31292,12555
6104,12555
6242,12555
97,13067
10039,13067
3323,13067
2780,13579
19737,14603
19738,14603
19739,14603
6626,146955
11191,81675
59515,81675
11192,81675
3208,16651
127890,16651
23868,18187
686,19723
6705,19723
51757,89355
43793,89355
4502,26379
39257,160779
139051,160779
288,29963
866,29963
2452,29963
7584,29963
26716,29963
26717,29963
1380,29963
76035,167179
250,167179
5469,167179
11835,432139
79,39691
102301,39691
1757,39691
102302,39691
17,39691
10473,41227
93660,41483
31795,41483
31023,41483
93661,41483
10426,238603
228,48395
5975,48395
9085,48395
18626,48395
23679,48395
23680,48395
23681,48395
23682,48395
84865,381707
72926,381707
103323,581387
7036,581387
112425,581387
126469,581387
135029,58379
135030,58379
5974,256779
20282,62219
20283,62219
3,12
9993,268
429,268
127499,268
4357,268
11583,524
10898,524
11584,524
2130,1548
216,1548
247,1548
826,1548
60,1548
137436,1548
8601,329996
20478,329996
120402,329996
120403,329996
120404,329996
120405,329996
120406,329996
120407,329996
2806,329996
356,4108
6896,4108
972,4108
1992,332812
862,8204
76266,140300
40890,140300
521,140300
10308,9740
1645,9740
7576,10764
22790,10764
10761,10764
60,10764
1269,77068
5240,404748
50824,12556
10991,12556
139051,209420
11424,209420
52162,209420
6458,209420
52059,13068
20754,13068
52060,13068
7429,13068
3538,13836
119948,605452
63997,605452
4330,16140
55914,16140
75364,16140
955,16140
6755,16140
192,16140
2918,16140
52024,16140
11727,16140
63971,212748
907,82700
12236,82700
34,82700
3,150540
89562,19724
2348,19724
435,19724
500,19724
95740,479500
66331,21772
915,22796
175,22796
60481,27404
73337,27404
79433,293644
9965,293644
25988,37900
76292,39180
79,39180
172,39180
3929,39180
15139,39436
6246,39436
82322,39436
37123,499468
99811,499468
8691,45324
8689,45324
36028,45324
8692,45324
36029,45324
8690,45324
7626,45324
18009,441868
78922,441868
90022,441868
29520,50700
5113,50700
17084,52492
41640,250124
2699,250124
3916,250124
16584,126732
18485,126732
61703,126732
115535,586764
11987,62732
11989,62732
7433,65292
84679,524301
42097,524301
5562,68365
1464,3597
1236,3597
10427,397837
10991,397837
63484,397837
12695,70925
7217,70925
11509,8461
860,8461
2458,8461
2457,8461
779,8461
2341,8461
1817,8461
128871,8461
60,8973
3557,8973
3683,9741
17032,9741
12236,9741
38622,9997
8916,9997
3491,10253
7036,10253
6366,10253
10393,141581
1115,141581
11261,141581
8372,141581
7981,141581
806,338189
50488,338189
6274,338189
28787,15373
3075,15373
7295,15373
67334,15373
10104,15373
4003,16653
138734,16653
805,18701
31793,19213
31794,19213
3786,20493
2966,743437
140195,743437
4749,26637
17364,29965
17365,29965
521,295693
318,428045
74107,428045
14714,428045
130900,428045
136871,428045
90658,428045
136872,428045
136873,428045
136874,428045
136875,428045
6896,37645
356,37645
3298,39437
31279,302349
78095,302349
9282,302349
119105,569101
45478,569101
94865,504589
100885,504589
6669,504589
2801,504589
11413,177677
11461,177677
21777,177677
69484,177677
69485,177677
82819,177677
3653,244237
80112,244237
68438,114189
36958,379149
47729,379149
39649,379149
36109,379149
139921,379149
139922,379149
3929,379149
116147,379149
78952,379149
11237,121869
12046,121869
55968,121869
57945,121869
25491,121869
31279,121869
22071,121869
8659,121869
5975,121869
80427,127501
2320,127501
10338,325133
16615,325133
17393,325133
11537,458253
13184,458253
2721,14
7,14
216,782
34,782
30499,1294
162,1294
124,1294
29627,1294
587,1294
26468,1550
728,1550
3,2062
7405,2830
23595,397582
72733,397582
23011,397582
235,70670
5746,70670
8246,70670
6187,70670
60,5902
11503,5902
7059,270094
694,9486
2767,10766
44,11022
35,11022
3324,11790
181,11790
3102,11790
41,341006
3172,341006
11565,341006
73625,341006
94218,341006
111573,341006
2973,14606
18986,14606
521,82702
139843,18446
16368,18446
71748,18446
444,22798
771,22798
8818,22798
19813,22798
93521,22798
93522,22798
17032,22798
21470,27150
53874,94478
20877,31246
1088,293646
11317,293646
60255,293646
21546,293646
14996,163598
14997,163598
37897,34574
98743,493838
11958,493838
98744,493838
189,428558
420,299534
694,499726
32393,111374
32392,111374
82606,46094
915,46094
1382,46094
10201,46094
12883,46094
82607,46094
4804,47886
4805,47886
22592,47886
11480,47886
6082,47886
4732,123150
895,59918
115509,585998
838,128270
105007,260622
118030,523534
500,783
501,783
502,783
32413,783
5738,1551
7429,1807
7430,1807
104598,1807
7428,1807
8,1807
3201,2575
79,6415
507,6415
23689,6415
23690,6415
23691,6415
12874,71951
7295,72207
10105,72207
23876,72207
1778,72207
497,7183
4024,8975
10339,8975
127928,8975
3,9487
10338,337167
1143,11023
43,11023
10163,11023
23912,11023
507,11535
657,11535
748,11535
1484,11535
2216,11535
13681,13071
2894,14351
2895,14351
2896,14351
6950,277519
22691,16911
3451,16911
5630,16911
46831,16911
520,82703
521,82703
73952,82703
73951,82703
24346,17935
3419,17935
3521,18191
1020,87567
17049,87567
1632,87567
75882,419599
36108,27919
71808,27919
3291,27919
11341,489999
1038,489999
3287,489999
17875,164367
6125,37135
13730,37135
779,37903
224,37903
223,37903
96,37903
105801,38415
11594,39183
4099,39183
64946,39183
2150,39183
11461,438799
6023,45839
6024,45839
2902,245775
3304,245775
7673,245775
19037,245775
7036,376847
925,117263
1020,117263
20693,390415
201,392207
11068,392207
29566,392207
4606,392207
53671,16
8,16
76,16
119,16
157,16
201,16
321,16
591,16
2996,16
5755,16
5975,16
7330,16
8659,16
11239,16
14937,16
30268,16
53667,16
53668,16
53669,16
53670,16
6705,16
94,16
2801,16
447,16
46,16
429,272
923,272
9993,272
9996,272
19231,272
23,1552
175,2064
915,2064
1885,2320
85,2832
1464,3600
1236,3600
1632,593680
1632,70160
5420,70160
1729,4880
7,72976
56,72976
444,72976
862,72976
6735,72976
7294,72976
2977,8976
2976,8976
10157,8976
3528,205584
88715,205584
491,205584
908,205584
72441,205584
7405,9488
7940,76304
5123,76304
2888,76304
3389,76304
5241,76304
748,11024
819,142096
10156,339984
16314,339984
61377,339984
34,339984
3126,78352
23958,78352
23959,78352
23960,78352
10441,79120
1917,79120
10442,79120
10443,79120
92226,79120
17761,276496
3905,14608
41,14864
89251,15888
89252,15888
89253,15888
1030,17680
846,17680
8850,17680
4172,23056
112440,23056
1003,285200
6704,93456
1,28176
70,28176
12865,161040
7294,161040
55625,163600
76,33296
3491,168208
3657,168208
420,299536
2394,40720
9,40720
66335,40720
2292,40720
350,40720
288,41488
58,41488
11842,41488
805,41488
1712,41488
2743,41488
806,41488
11550,41488
1727,41488
2073,42000
19776,44048
1645,44048
1838,44048
19777,44048
14714,44560
2726,44560
3393,44560
5552,44560
116670,569104
135624,45840
630,47888
41,47888
69484,443408
3749,51728
288,315664
892,315664
7981,315664
45358,261392
1632,261392
39707,261392
23921,261392
7493,261392
1785,261392
24277,261392
47,17
248,17
2268,17
2452,17
11246,1553
729,1553
10897,1553
591,1553
97400,1553
6301,1553
770,1809
41,2321
14150,2321
1072,2321
288,2577
10672,5137
1668,5137
4753,5137
107760,5137
46875,5393
614,5393
1718,5393
1632,5393
81796,399121
635,399121
355,399121
114788,399121
9,399121
2683,399121
591,399121
11359,399121
18973,399121
26025,595985
117344,595985
117345,595985
500,595985
117346,595985
117347,595985
61460,595985
3451,203793
5630,203793
77617,400401
5974,400401
121461,400401
98750,532753
83838,532753
69484,532753
103356,532753
24455,74513
24457,74513
694,74513
6586,74513
24458,74513
54307,402193
22351,9745
10619,9745
813,11025
6130,11025
10308,11281
23084,405265
1297,78353
7144,472593
114448,603665
16688,14097
22690,14097
2396,14097
5240,14097
17962,14097
22691,14097
5975,14097
2061,14353
35,14353
22369,409617
80063,409617
70784,409617
14714,16657
3405,16657
5634,16657
5636,16657
171,17169
171,87825
54699,26129
1403,26129
34204,26129
58945,422929
22948,422929
7254,422929
13375,422929
4570,34065
12653,34065
420,299537
14995,300817
491,41233
5878,42001
48669,42001
75712,47889
75713,47889
15505,48401
18821,48401
62611,48401
6950,181009
1520,247313
19123,247313
73249,314385
81,314385
39443,314385
1267,118289
5125,118289
11199,118289
18230,118289
2801,118289
10871,57361
10872,57361
3491,57361
38941,454161
9,18
41,274
55072,274
485,786
7,786
3492,1554
21612,1554
42043,1554
3528,332562
83035,332562
975,332562
83036,332562
171,332562
81368,332562
134,8978
729,8978
20449,8978
20450,8978
3929,9490
50481,337170
23,337170
10246,337170
80680,337170
1778,337170
122615,337170
25713,140818
3079,140818
2801,140818
132858,140818
12640,140818
10356,140818
36452,11026
10210,11026
830,11282
770,11282
1205,11282
2714,12818
2108,13074
2448,13074
11317,13074
3997,13074
24447,14098
24446,14098
24445,14098
2881,14098
7733,14098
2623,14098
55440,15378
55443,15378
3379,15378
103037,409106
8266,82450
2802,82450
67823,17170
60,17170
932,17170
32793,17170
7342,347666
29566,347666
694,21778
8005,21778
356,21778
6900,21778
8880,480530
8000,87826
2608,87826
65446,23570
14,23570
36791,26386
554,26386
7419,28178
11341,28178
11278,28178
66327,28178
1843,28178
66328,28178
24519,356626
9066,356626
23408,356626
68754,31250
39430,295698
14628,295698
1048,34066
39728,34066
23417,34066
5542,503314
7485,503314
2918,503314
3341,503314
12502,503314
123541,569106
41,47890
78905,47890
82720,48402
2250,53010
2927,53010
11199,53010
19491,53010
856,53010
819,53010
11620,53010
11920,53010
72497,53010
7455,53010
311,53010
356,53010
13678,56338
25998,384018
73669,384018
66930,256274
923,256274
2320,61202
2934,61202
3653,61202
4169,61202
1382,275
10163,275
1171,787
433,787
508,787
10104,787
491,787
732,1555
22103,2067
158,2067
3638,2067
1705,4627
1706,4627
2905,5139
15308,5139
591,5139
52005,5139
7981,5139
8680,400403
521,7443
297,7443
7981,7443
7,7443
2090,8467
79,205587
8406,205587
27467,205587
11661,10003
2767,10003
614,10771
49325,10771
67173,10771
14309,11027
1176,11027
21541,11027
694,11283
10163,11283
1973,11283
76721,11283
6574,12819
21234,12819
7295,12819
1632,12819
85885,12819
4732,13075
188,13075
1840,13075
1444,15379
13549,15379
3189,16403
5311,16403
110052,16403
70772,480531
96164,480531
96165,480531
711,87827
444,87827
290,87827
13480,87827
10893,87827
5257,22803
5802,22803
12180,22803
103331,22803
3172,23827
21223,23827
26987,222995
42145,222995
23153,222995
109369,26899
13184,295699
4570,34067
12653,34067
83,364051
819,364051
850,364051
10611,364051
11199,364051
11359,364051
12096,364051
72742,364051
75982,364051
75983,364051
75984,364051
75985,364051
75986,364051
6264,38931
73340,38931
68639,369939
64202,42771
6320,43539
1632,43539
2927,43539
288,109843
21627,109843
21628,109843
21629,109843
7352,109843
14909,250643
49,20
77,20
492,788
22141,394260
2683,394260
26261,394260
33279,394260
46111,394260
63459,394260
14016,394260
911,1812
10565,1812
2226,2324
2324,2324
2959,2324
2960,2324
10308,3604
23126,3604
692,8980
16569,8980
65623,467988
65624,467988
65625,467988
4255,11028
290,338964
49389,338964
14,338964
4171,339988
53299,339988
1785,339988
47729,339988
10105,341012
53807,341012
53808,341012
10338,341012
10970,15124
24701,15124
11371,15124
97,16148
20719,16148
1632,22804
2061,22804
11564,26388
11565,26388
11566,26388
2577,26388
29566,26388
9335,26388
3172,227348
21223,227348
6302,227348
1038,164372
13508,34836
13509,34836
4692,34836
11840,34836
1380,34836
2213,234004
30786,234004
37,234004
6138,108052
8146,370964
1038,370964
72028,370964
6819,240916
3604,240916
12215,240916
20681,240916
806,240916
11520,240916
63576,240916
2796,44564
23,44564
158,44564
86320,242452
20064,242452
42278,314132
42279,314132
9340,252180
7377,57876
3172,57876
3287,277
126,277
7733,277
7734,277
7735,277
7736,277
297,533
521,533
676,1813
508,1813
824,1813
10104,1813
20555,1813
1403,2069
10210,2069
51772,2069
53013,2069
53014,2069
7340,3093
763,3093
19116,3093
4169,3093
2053,3093
79,4629
1380,4629
16937,201749
191,201749
1946,5653
102423,5653
30633,5653
559,72213
41967,72213
3291,72213
10156,72213
63902,72213
763,6933
1088,6933
2073,6933
20363,6933
1632,7445
7295,7445
11369,7445
11370,7445
11371,7445
4657,10261
3268,10261
3195,10261
50079,404245
54431,404245
82910,404245
12103,404245
5056,404245
2451,404245
1865,11285
8808,11541
7401,11797
7402,11797
81144,12309
81142,12309
81143,12309
10146,341013
3574,341013
23008,341013
24049,341013
87733,341013
92029,341013
2801,341013
158,14869
435,14869
2598,14869
76067,14869
694,15125
616,15125
856,15125
6301,15125
11246,15125
37104,15125
12745,16405
697,16405
7102,16405
559,17941
2957,18197
1176,18197
6339,412437
62170,347669
70521,347669
18230,21013
22195,21013
22196,21013
22197,21013
2999,21013
10175,21013
12477,21013
327,21013
746,21525
1512,22805
235,89877
11261,26389
1115,26389
6586,26389
6877,26389
6896,26389
1076,26389
34774,26389
2923,29461
711,29461
22876,492565
6573,492565
420,99861
12848,44053
3033,241429
17576,569109
41,440597
49389,440597
60621,440597
24895,49429
45724,51477
52064,184341
52065,184341
52066,184341
308,184341
78237,184341
6950,54549
7699,56853
76921,56853
18973,56853
12096,58133
6104,125205
29036,125205
487,125205
56779,125205
119331,125205
5926,125205
39626,455957
5381,455957
121616,455957
81406,455957
121617,455957
23877,455957
104764,455957
104419,455957
92187,455957
104972,455957
10611,455957
130,22
97,278
4021,534
4022,534
494,790
495,790
498,790
25262,399894
23555,399894
25263,399894
12379,7446
7,7446
2932,7446
500,7446
23019,8470
17106,8470
8211,8982
308,8982
4207,8982
8821,9494
559,9494
60,10774
9046,11286
16311,11286
1917,11798
2452,11798
2690,11798
3519,11798
6705,11798
3419,13334
78596,146198
9015,146198
73493,146198
78595,146198
10039,146198
