"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2020","0.8851","0.9089","0.9096","0.8792","","-2.63%"
"11/01/2020","0.9090","0.9157","0.9208","0.8981","","-0.84%"
"10/01/2020","0.9167","0.9209","0.9219","0.9029","","-0.43%"
"09/01/2020","0.9207","0.9036","0.9299","0.8998","","1.90%"
"08/01/2020","0.9035","0.9113","0.9241","0.8999","","-1.01%"
"07/01/2020","0.9127","0.9473","0.9495","0.9056","","-3.63%"
"06/01/2020","0.9471","0.9615","0.9651","0.9374","","-1.47%"
"05/01/2020","0.9612","0.9657","0.9785","0.9588","","-0.41%"
"04/01/2020","0.9652","0.9610","0.9804","0.9595","","0.46%"
"03/01/2020","0.9608","0.9663","0.9905","0.9192","","-0.47%"
"02/01/2020","0.9653","0.9645","0.9850","0.9609","","0.24%"
"01/01/2020","0.9630","0.9681","0.9768","0.9612","","-0.50%"
"12/01/2019","0.9678","1.0006","1.0009","0.9645","","-3.20%"
"11/01/2019","0.9998","0.9864","1.0024","0.9850","","1.37%"
"10/01/2019","0.9863","0.9980","1.0029","0.9840","","-1.15%"
"09/01/2019","0.9978","0.9897","0.9989","0.9797","","0.80%"
"08/01/2019","0.9899","0.9941","0.9976","0.9659","","-0.39%"
"07/01/2019","0.9938","0.9790","0.9952","0.9781","","1.82%"
"06/01/2019","0.9760","1.0014","1.0020","0.9693","","-2.48%"
"05/01/2019","1.0008","1.0193","1.0227","1.0000","","-1.79%"
"04/01/2019","1.0190","0.9944","1.0237","0.9934","","2.39%"
"03/01/2019","0.9952","0.9984","1.0125","0.9894","","-0.29%"
"02/01/2019","0.9981","0.9941","1.0101","0.9921","","0.41%"
"01/01/2019","0.9940","0.9816","0.9995","0.9714","","1.28%"
"12/01/2018","0.9814","0.9970","1.0009","0.9790","","-1.73%"
"11/01/2018","0.9987","1.0085","1.0129","0.9908","","-0.96%"
"10/01/2018","1.0084","0.9801","1.0095","0.9798","","2.70%"
"09/01/2018","0.9819","0.9690","0.9822","0.9542","","1.37%"
"08/01/2018","0.9686","0.9902","0.9986","0.9652","","-2.17%"
"07/01/2018","0.9901","0.9907","1.0070","0.9857","","-0.01%"
"06/01/2018","0.9902","0.9858","0.9994","0.9787","","0.46%"
"05/01/2018","0.9857","0.9909","1.0061","0.9825","","-0.48%"
"04/01/2018","0.9905","0.9536","0.9922","0.9527","","3.89%"
"03/01/2018","0.9534","0.9446","0.9585","0.9338","","0.95%"
"02/01/2018","0.9444","0.9314","0.9471","0.9187","","1.42%"
"01/01/2018","0.9312","0.9745","0.9847","0.9288","","-4.42%"
"12/01/2017","0.9743","0.9836","0.9979","0.9733","","-0.93%"
"11/01/2017","0.9834","0.9976","1.0038","0.9778","","-1.41%"
"10/01/2017","0.9975","0.9682","1.0038","0.9680","","3.05%"
"09/01/2017","0.9680","0.9586","0.9771","0.9420","","0.99%"
"08/01/2017","0.9585","0.9669","0.9773","0.9430","","-0.82%"
"07/01/2017","0.9664","0.9587","0.9728","0.9438","","0.87%"
"06/01/2017","0.9581","0.9677","0.9771","0.9552","","-0.98%"
"05/01/2017","0.9676","0.9942","1.0101","0.9669","","-2.75%"
"04/01/2017","0.9950","1.0025","1.0108","0.9859","","-0.79%"
"03/01/2017","1.0029","1.0058","1.0172","0.9813","","-0.27%"
"02/01/2017","1.0056","0.9893","1.0143","0.9869","","1.66%"
"01/01/2017","0.9892","1.0203","1.0338","0.9859","","-2.81%"
"12/01/2016","1.0178","1.0168","1.0347","1.0020","","0.06%"
"11/01/2016","1.0172","0.9889","1.0207","0.9546","","2.86%"
"10/01/2016","0.9889","0.9724","1.0001","0.9694","","1.80%"
"09/01/2016","0.9714","0.9839","0.9887","0.9638","","-1.24%"
"08/01/2016","0.9836","0.9696","0.9865","0.9535","","1.53%"
"07/01/2016","0.9688","0.9761","0.9955","0.9635","","-0.73%"
"06/01/2016","0.9759","0.9936","0.9954","0.9520","","-1.76%"
"05/01/2016","0.9934","0.9584","0.9959","0.9442","","3.53%"
"04/01/2016","0.9595","0.9618","0.9799","0.9496","","-0.17%"
"03/01/2016","0.9611","0.9984","1.0097","0.9570","","-3.70%"
"02/01/2016","0.9980","1.0225","1.0252","0.9661","","-2.42%"
"01/01/2016","1.0227","1.0014","1.0261","0.9881","","2.09%"
"12/01/2015","1.0018","1.0290","1.0311","0.9786","","-2.61%"
"11/01/2015","1.0286","0.9879","1.0333","0.9834","","4.16%"
"10/01/2015","0.9875","0.9730","0.9963","0.9475","","1.52%"
"09/01/2015","0.9727","0.9671","0.9847","0.9524","","0.60%"
"08/01/2015","0.9669","0.9663","0.9908","0.9254","","0.15%"
"07/01/2015","0.9655","0.9355","0.9724","0.9330","","3.23%"
"06/01/2015","0.9353","0.9408","0.9507","0.9147","","-0.52%"
"05/01/2015","0.9402","0.9328","0.9549","0.9069","","0.85%"
"04/01/2015","0.9323","0.9725","0.9867","0.9309","","-4.13%"
"03/01/2015","0.9725","0.9539","1.0129","0.9488","","2.05%"
"02/01/2015","0.9530","0.9236","0.9550","0.9173","","3.52%"
"01/01/2015","0.9206","0.9944","1.0242","0.7380","","-7.39%"
"12/01/2014","0.9941","0.9661","0.9948","0.9553","","2.96%"
"11/01/2014","0.9655","0.9641","0.9742","0.9531","","0.28%"
"10/01/2014","0.9628","0.9552","0.9692","0.9359","","0.82%"
"09/01/2014","0.9550","0.9183","0.9597","0.9173","","4.01%"
"08/01/2014","0.9182","0.9086","0.9187","0.9023","","1.07%"
"07/01/2014","0.9085","0.8867","0.9108","0.8856","","2.45%"
"06/01/2014","0.8868","0.8946","0.9038","0.8863","","-0.91%"
"05/01/2014","0.8949","0.8805","0.8992","0.8703","","1.66%"
"04/01/2014","0.8803","0.8848","0.8954","0.8741","","-0.47%"
"03/01/2014","0.8845","0.8802","0.8900","0.8698","","0.57%"
"02/01/2014","0.8795","0.9066","0.9083","0.8777","","-2.92%"
"01/01/2014","0.9060","0.8928","0.9158","0.8903","","1.48%"
"12/01/2013","0.8928","0.9057","0.9111","0.8798","","-1.47%"
"11/01/2013","0.9061","0.9069","0.9251","0.9027","","-0.06%"
"10/01/2013","0.9066","0.9050","0.9179","0.8889","","0.20%"
"09/01/2013","0.9048","0.9305","0.9457","0.9020","","-2.69%"
"08/01/2013","0.9298","0.9263","0.9398","0.9147","","0.40%"
"07/01/2013","0.9261","0.9455","0.9753","0.9227","","-1.97%"
"06/01/2013","0.9447","0.9559","0.9627","0.9129","","-1.07%"
"05/01/2013","0.9549","0.9296","0.9840","0.9246","","2.78%"
"04/01/2013","0.9291","0.9503","0.9529","0.9205","","-2.11%"
"03/01/2013","0.9491","0.9369","0.9568","0.9350","","1.39%"
"02/01/2013","0.9361","0.9100","0.9376","0.9021","","2.90%"
"01/01/2013","0.9097","0.9154","0.9391","0.9075","","-0.63%"
"12/01/2012","0.9155","0.9284","0.9384","0.9082","","-1.32%"
"11/01/2012","0.9277","0.9316","0.9517","0.9244","","-0.34%"
"10/01/2012","0.9309","0.9408","0.9441","0.9212","","-0.93%"
"09/01/2012","0.9396","0.9555","0.9610","0.9237","","-1.60%"
"08/01/2012","0.9549","0.9765","0.9901","0.9502","","-2.19%"
"07/01/2012","0.9763","0.9480","0.9974","0.9478","","2.95%"
"06/01/2012","0.9483","0.9717","0.9774","0.9420","","-2.40%"
"05/01/2012","0.9716","0.9072","0.9738","0.9042","","7.11%"
"04/01/2012","0.9071","0.9061","0.9254","0.9000","","0.57%"
"03/01/2012","0.9020","0.9041","0.9337","0.9007","","-0.24%"
"02/01/2012","0.9042","0.9202","0.9303","0.8929","","-1.74%"
"01/01/2012","0.9202","0.9387","0.9599","0.9115","","-1.86%"
"12/01/2011","0.9376","0.9133","0.9552","0.9069","","2.68%"
"11/01/2011","0.9131","0.8769","0.9333","0.8760","","4.09%"
"10/01/2011","0.8772","0.9096","0.9316","0.8568","","-3.38%"
"09/01/2011","0.9079","0.8064","0.9184","0.7710","","12.68%"
"08/01/2011","0.8057","0.7927","0.8241","0.7088","","2.61%"
"07/01/2011","0.7852","0.8403","0.8528","0.7850","","-6.53%"
"06/01/2011","0.8401","0.8536","0.8554","0.8273","","-1.60%"
"05/01/2011","0.8538","0.8646","0.8949","0.8465","","-1.29%"
"04/01/2011","0.8650","0.9182","0.9342","0.8625","","-5.81%"
"03/01/2011","0.9184","0.9287","0.9371","0.8940","","-1.12%"
"02/01/2011","0.9288","0.9443","0.9778","0.9233","","-1.63%"
"01/01/2011","0.9442","0.9345","0.9787","0.9317","","1.09%"
"12/01/2010","0.9340","1.0042","1.0071","0.9303","","-7.00%"
"11/01/2010","1.0043","0.9823","1.0055","0.9545","","2.25%"
"10/01/2010","0.9822","0.9832","0.9931","0.9463","","-0.01%"
"09/01/2010","0.9823","1.0147","1.0279","0.9708","","-3.17%"
"08/01/2010","1.0145","1.0408","1.0631","1.0137","","-2.61%"
"07/01/2010","1.0417","1.0772","1.0792","1.0362","","-3.32%"
"06/01/2010","1.0775","1.1558","1.1735","1.0754","","-6.71%"
"05/01/2010","1.1550","1.0749","1.1700","1.0742","","7.17%"
"04/01/2010","1.0777","1.0542","1.0928","1.0435","","2.27%"
"03/01/2010","1.0538","1.0742","1.0893","1.0488","","-1.84%"
"02/01/2010","1.0736","1.0603","1.0900","1.0495","","1.23%"
"01/01/2010","1.0606","1.0344","1.0643","1.0129","","2.41%"
"12/01/2009","1.0356","1.0050","1.0509","0.9960","","3.03%"
"11/01/2009","1.0051","1.0260","1.0340","0.9916","","-2.08%"
"10/01/2009","1.0265","1.0362","1.0457","1.0034","","-0.92%"
"09/01/2009","1.0360","1.0591","1.0708","1.0187","","-2.17%"
"08/01/2009","1.0590","1.0676","1.0885","1.0525","","-0.90%"
"07/01/2009","1.0686","1.0860","1.0958","1.0623","","-1.60%"
"06/01/2009","1.0860","1.0680","1.1025","1.0592","","1.80%"
"05/01/2009","1.0668","1.1415","1.1425","1.0657","","-6.52%"
"04/01/2009","1.1412","1.1402","1.1744","1.1240","","0.17%"
"03/01/2009","1.1393","1.1716","1.1970","1.1162","","-2.69%"
"02/01/2009","1.1708","1.1623","1.1886","1.1400","","0.84%"
"01/01/2009","1.1610","1.0708","1.1717","1.0610","","8.79%"
"12/01/2008","1.0672","1.2130","1.2253","1.0370","","-12.08%"
"11/01/2008","1.2138","1.1576","1.2302","1.1476","","4.84%"
"10/01/2008","1.1578","1.1199","1.1750","1.1127","","3.25%"
"09/01/2008","1.1214","1.0983","1.1421","1.0695","","1.82%"
"08/01/2008","1.1014","1.0477","1.1089","1.0434","","5.18%"
"07/01/2008","1.0472","1.0209","1.0523","1.0011","","2.58%"
"06/01/2008","1.0209","1.0420","1.0542","1.0130","","-2.05%"
"05/01/2008","1.0423","1.0354","1.0625","1.0216","","0.67%"
"04/01/2008","1.0354","0.9948","1.0443","0.9888","","4.20%"
"03/01/2008","0.9937","1.0400","1.0457","0.9677","","-4.56%"
"02/01/2008","1.0412","1.0820","1.1108","1.0410","","-3.66%"
"01/01/2008","1.0807","1.1335","1.1347","1.0757","","-4.68%"
"12/01/2007","1.1338","1.1308","1.1626","1.1153","","0.12%"
"11/01/2007","1.1324","1.1585","1.1638","1.0896","","-2.24%"
"10/01/2007","1.1583","1.1623","1.1894","1.1555","","-0.52%"
"09/01/2007","1.1643","1.2078","1.2153","1.1624","","-3.67%"
"08/01/2007","1.2087","1.2007","1.2213","1.1817","","0.63%"
"07/01/2007","1.2011","1.2210","1.2231","1.1960","","-1.67%"
"06/01/2007","1.2215","1.2251","1.2470","1.2146","","-0.29%"
"05/01/2007","1.2250","1.2080","1.2332","1.2050","","1.46%"
"04/01/2007","1.2074","1.2133","1.2284","1.1995","","-0.67%"
"03/01/2007","1.2156","1.2198","1.2355","1.2029","","-0.26%"
"02/01/2007","1.2188","1.2441","1.2552","1.2142","","-2.00%"
"01/01/2007","1.2437","1.2184","1.2572","1.2111","","2.06%"
"12/01/2006","1.2186","1.1981","1.2272","1.1879","","1.64%"
"11/01/2006","1.1989","1.2439","1.2580","1.1957","","-3.63%"
"10/01/2006","1.2440","1.2499","1.2770","1.2402","","-0.54%"
"09/01/2006","1.2507","1.2317","1.2623","1.2271","","1.59%"
"08/01/2006","1.2311","1.2306","1.2444","1.2181","","-0.03%"
"07/01/2006","1.2315","1.2229","1.2595","1.2184","","0.73%"
"06/01/2006","1.2226","1.2185","1.2529","1.2015","","0.32%"
"05/01/2006","1.2187","1.2381","1.2449","1.1918","","-1.61%"
"04/01/2006","1.2387","1.3036","1.3136","1.2374","","-4.99%"
"03/01/2006","1.3038","1.3118","1.3229","1.2870","","-0.63%"
"02/01/2006","1.3120","1.2782","1.3238","1.2771","","2.66%"
"01/01/2006","1.2780","1.3140","1.3159","1.2557","","-2.71%"
"12/01/2005","1.3136","1.3149","1.3232","1.2774","","-0.11%"
"11/01/2005","1.3151","1.2883","1.3285","1.2759","","2.02%"
"10/01/2005","1.2890","1.2929","1.3074","1.2670","","-0.33%"
"09/01/2005","1.2933","1.2531","1.2998","1.2238","","3.22%"
"08/01/2005","1.2529","1.2884","1.2903","1.2431","","-2.79%"
"07/01/2005","1.2888","1.2815","1.3081","1.2697","","0.55%"
"06/01/2005","1.2818","1.2476","1.2878","1.2407","","2.73%"
"05/01/2005","1.2477","1.1962","1.2496","1.1872","","4.35%"
"04/01/2005","1.1957","1.1964","1.2197","1.1737","","-0.07%"
"03/01/2005","1.1965","1.1626","1.2085","1.1474","","3.03%"
"02/01/2005","1.1613","1.1890","1.2262","1.1567","","-2.33%"
"01/01/2005","1.1890","1.1403","1.1974","1.1364","","4.46%"
"12/01/2004","1.1382","1.1407","1.1684","1.1280","","-0.15%"
"11/01/2004","1.1399","1.1930","1.2125","1.1321","","-4.59%"
"10/01/2004","1.1948","1.2453","1.2684","1.1919","","-4.10%"
"09/01/2004","1.2459","1.2662","1.2790","1.2443","","-1.62%"
"08/01/2004","1.2664","1.2740","1.2858","1.2369","","-1.19%"
"07/01/2004","1.2817","1.2498","1.2844","1.2202","","2.59%"
"06/01/2004","1.2494","1.2540","1.2704","1.2320","","-0.39%"
"05/01/2004","1.2543","1.2945","1.3085","1.2423","","-3.31%"
"04/01/2004","1.2973","1.2652","1.3225","1.2593","","2.49%"
"03/01/2004","1.2658","1.2616","1.3075","1.2515","","0.29%"
"02/01/2004","1.2621","1.2557","1.2763","1.2181","","0.45%"
"01/01/2004","1.2564","1.2389","1.2727","1.2138","","1.39%"
"12/01/2003","1.2392","1.2926","1.3040","1.2306","","-4.00%"
"11/01/2003","1.2909","1.3397","1.3808","1.2876","","-3.63%"
"10/01/2003","1.3395","1.3199","1.3449","1.3029","","1.49%"
"09/01/2003","1.3198","1.4003","1.4243","1.3094","","-5.75%"
"08/01/2003","1.4003","1.3698","1.4275","1.3405","","2.22%"
"07/01/2003","1.3699","1.3499","1.3953","1.3367","","1.47%"
"06/01/2003","1.3500","1.3054","1.3615","1.2937","","4.01%"
"05/01/2003","1.2980","1.3550","1.3595","1.2776","","-4.19%"
"04/01/2003","1.3548","1.3512","1.4084","1.3487","","0.28%"
"03/01/2003","1.3510","1.3561","1.4055","1.3226","","-0.06%"
"02/01/2003","1.3518","1.3615","1.3799","1.3401","","-0.87%"
"01/01/2003","1.3636","1.3822","1.4089","1.3456","","-1.34%"
"12/01/2002","1.3821","1.4827","1.4983","1.3806","","-6.79%"
"11/01/2002","1.4828","1.4764","1.4930","1.4381","","0.43%"
"10/01/2002","1.4764","1.4756","1.5176","1.4723","","0.04%"
"09/01/2002","1.4758","1.4981","1.5311","1.4605","","-1.48%"
"08/01/2002","1.4979","1.4855","1.5243","1.4620","","0.83%"
"07/01/2002","1.4856","1.4818","1.5091","1.4351","","0.31%"
"06/01/2002","1.4810","1.5703","1.5780","1.4732","","-5.76%"
"05/01/2002","1.5715","1.6173","1.6197","1.5549","","-2.80%"
"04/01/2002","1.6168","1.6822","1.6824","1.6141","","-3.84%"
"03/01/2002","1.6814","1.6963","1.7144","1.6486","","-0.87%"
"02/01/2002","1.6961","1.7193","1.7237","1.6775","","-1.34%"
"01/01/2002","1.7192","1.6612","1.7230","1.6353","","3.47%"
"12/01/2001","1.6615","1.6428","1.6962","1.6248","","1.23%"
"11/01/2001","1.6413","1.6345","1.6776","1.6130","","0.44%"
"10/01/2001","1.6341","1.6246","1.6690","1.5989","","0.80%"
"09/01/2001","1.6212","1.6667","1.7133","1.5668","","-2.51%"
"08/01/2001","1.6629","1.7260","1.7270","1.6450","","-3.67%"
"07/01/2001","1.7262","1.7915","1.8228","1.7100","","-3.75%"
"06/01/2001","1.7935","1.7983","1.8080","1.7580","","-0.26%"
"05/01/2001","1.7981","1.7313","1.8008","1.7151","","3.85%"
"04/01/2001","1.7315","1.7454","1.7596","1.6835","","-0.66%"
"03/01/2001","1.7430","1.6691","1.7446","1.6394","","4.38%"
"02/01/2001","1.6699","1.6330","1.6995","1.6242","","2.23%"
"01/01/2001","1.6335","1.6134","1.6724","1.5891","","1.37%"
"12/01/2000","1.6115","1.7296","1.7380","1.6090","","-6.89%"
"11/01/2000","1.7308","1.7976","1.8180","1.7260","","-3.66%"
"10/01/2000","1.7966","1.7238","1.8309","1.7207","","4.17%"
"09/01/2000","1.7247","1.7399","1.7936","1.7148","","-0.92%"
"08/01/2000","1.7408","1.6692","1.7513","1.6637","","4.22%"
"07/01/2000","1.6703","1.6355","1.6869","1.6188","","2.20%"
"06/01/2000","1.6344","1.6823","1.6937","1.6102","","-2.85%"
"05/01/2000","1.6824","1.7183","1.7547","1.6698","","-2.34%"
"04/01/2000","1.7227","1.6624","1.7396","1.6197","","3.60%"
"03/01/2000","1.6629","1.6684","1.6871","1.6205","","-0.36%"
"02/01/2000","1.6689","1.6562","1.6996","1.5946","","0.76%"
"01/01/2000","1.6563","1.5920","1.6633","1.5419","","4.12%"
"12/01/1999","1.5907","1.5899","1.6031","1.5520","","0.06%"
"11/01/1999","1.5897","1.5203","1.6027","1.5134","","4.59%"
"10/01/1999","1.5200","1.4972","1.5372","1.4530","","1.52%"
"09/01/1999","1.4973","1.5153","1.5596","1.4871","","-1.19%"
"08/01/1999","1.5153","1.4909","1.5395","1.4760","","1.73%"
"07/01/1999","1.4895","1.5480","1.5901","1.4852","","-3.78%"
"06/01/1999","1.5480","1.5269","1.5579","1.5116","","1.36%"
"05/01/1999","1.5272","1.5225","1.5318","1.4836","","0.11%"
"04/01/1999","1.5255","1.4821","1.5275","1.4646","","2.90%"
"03/01/1999","1.4825","1.4491","1.4938","1.4435","","2.50%"
"02/01/1999","1.4463","1.4143","1.4599","1.4029","","2.14%"
"01/01/1999","1.4160","1.3615","1.4220","1.3396","","2.80%"
"12/01/1998","1.3774","1.3932","1.3945","1.3210","","-1.16%"
"11/01/1998","1.3935","1.3480","1.4158","1.3423","","3.11%"
"10/01/1998","1.3515","1.3786","1.3828","1.2734","","-1.96%"
"09/01/1998","1.3785","1.4327","1.4498","1.3670","","-4.00%"
"08/01/1998","1.4360","1.4880","1.5162","1.4285","","-3.50%"
"07/01/1998","1.4881","1.5205","1.5480","1.4758","","-2.16%"
"06/01/1998","1.5209","1.4842","1.5323","1.4638","","2.46%"
"05/01/1998","1.4844","1.5007","1.5021","1.4532","","-1.07%"
"04/01/1998","1.5005","1.5228","1.5374","1.4760","","-1.44%"
"03/01/1998","1.5225","1.4650","1.5375","1.4555","","3.85%"
"02/01/1998","1.4660","1.4801","1.4880","1.4404","","-0.72%"
"01/01/1998","1.4766","1.4600","1.5065","1.4213","","0.96%"
"12/01/1997","1.4625","1.4239","1.4638","1.4210","","2.52%"
"11/01/1997","1.4265","1.4000","1.4302","1.3824","","1.86%"
"10/01/1997","1.4005","1.4480","1.4922","1.3895","","-3.34%"
"09/01/1997","1.4489","1.4930","1.5105","1.4399","","-2.95%"
"08/01/1997","1.4930","1.5122","1.5398","1.4770","","-1.32%"
"07/01/1997","1.5130","1.4612","1.5268","1.4456","","3.51%"
"06/01/1997","1.4617","1.4126","1.4638","1.4125","","3.33%"
"05/01/1997","1.4146","1.4723","1.4785","1.3768","","-3.94%"
"04/01/1997","1.4726","1.4470","1.4828","1.4275","","1.75%"
"03/01/1997","1.4473","1.4798","1.4930","1.4286","","-2.18%"
"02/01/1997","1.4795","1.4237","1.4915","1.4145","","3.99%"
"01/01/1997","1.4228","1.3430","1.4379","1.3390","","6.04%"
"12/01/1996","1.3417","1.3043","1.3545","1.2910","","2.77%"
"11/01/1996","1.3055","1.2681","1.3075","1.2520","","2.88%"
"10/01/1996","1.2690","1.2535","1.2742","1.2455","","1.13%"
"09/01/1996","1.2548","1.2024","1.2597","1.2013","","4.38%"
"08/01/1996","1.2022","1.1983","1.2156","1.1874","","0.28%"
"07/01/1996","1.1988","1.2555","1.2670","1.1840","","-4.46%"
"06/01/1996","1.2547","1.2498","1.2715","1.2406","","0.45%"
"05/01/1996","1.2491","1.2443","1.2760","1.2305","","0.33%"
"04/01/1996","1.2450","1.1920","1.2481","1.1880","","4.60%"
"03/01/1996","1.1902","1.2001","1.2095","1.1821","","-0.90%"
"02/01/1996","1.2010","1.2108","1.2249","1.1708","","-0.83%"
"01/01/1996","1.2110","1.1528","1.2185","1.1483","","4.87%"
"12/01/1995","1.1548","1.1751","1.1808","1.1440","","-1.87%"
"11/01/1995","1.1768","1.1357","1.1790","1.1293","","3.55%"
"10/01/1995","1.1365","1.1560","1.1640","1.1205","","-1.64%"
"09/01/1995","1.1555","1.2035","1.2278","1.1319","","-4.02%"
"08/01/1995","1.2039","1.1521","1.2442","1.1340","","4.40%"
"07/01/1995","1.1532","1.1487","1.1805","1.1419","","0.41%"
"06/01/1995","1.1485","1.1682","1.1894","1.1405","","-1.67%"
"05/01/1995","1.1680","1.1455","1.2226","1.1225","","1.95%"
"04/01/1995","1.1457","1.1255","1.1675","1.1100","","1.48%"
"03/01/1995","1.1290","1.2364","1.2457","1.1173","","-8.75%"
"02/01/1995","1.2372","1.2845","1.3043","1.2318","","-3.79%"
"01/01/1995","1.2860","1.3088","1.3197","1.2625","","-1.82%"
"12/01/1994","1.3099","1.3255","1.3426","1.3015","","-1.23%"
"11/01/1994","1.3262","1.2550","1.3344","1.2415","","5.51%"
"10/01/1994","1.2570","1.2895","1.2995","1.2351","","-2.49%"
"09/01/1994","1.2891","1.3315","1.3335","1.2684","","-3.24%"
"08/01/1994","1.3323","1.3320","1.3486","1.2850","","-0.57%"
"07/01/1994","1.3400","1.3325","1.3595","1.2800","","0.49%"
"06/01/1994","1.3335","1.4015","1.4235","1.3150","","-4.92%"
"05/01/1994","1.4025","1.4030","1.4375","1.3934","","-0.01%"
"04/01/1994","1.4027","1.4115","1.4620","1.3940","","-0.76%"
"03/01/1994","1.4135","1.4260","1.4480","1.4026","","-0.84%"
"02/01/1994","1.4255","1.4555","1.4880","1.4215","","-2.16%"
"01/01/1994","1.4570","1.4870","1.4955","1.4495","","-2.12%"
"12/01/1993","1.4885","1.4980","1.5080","1.4313","","-0.70%"
"11/01/1993","1.4990","1.4910","1.5136","1.4810","","0.44%"
"10/01/1993","1.4925","1.4250","1.4960","1.3945","","4.66%"
"09/01/1993","1.4260","1.4785","1.4810","1.3805","","-3.55%"
"08/01/1993","1.4785","1.5225","1.5381","1.4620","","-2.92%"
"07/01/1993","1.5230","1.5110","1.5411","1.4935","","0.59%"
"06/01/1993","1.5140","1.4200","1.5220","1.4140","","6.58%"
"05/01/1993","1.4205","1.4320","1.4825","1.4055","","-0.70%"
"04/01/1993","1.4305","1.4910","1.5005","1.4120","","-3.96%"
"03/01/1993","1.4895","1.5320","1.5530","1.4880","","-2.46%"
"02/01/1993","1.5270","1.4875","1.5500","1.4810","","2.66%"
"01/01/1993","1.4875","1.4660","1.5090","1.4395","","1.36%"
"12/01/1992","1.4675","1.4325","1.4735","1.3830","","2.41%"
"11/01/1992","1.4330","1.3765","1.4603","1.3725","","4.09%"
"10/01/1992","1.3767","1.2345","1.3810","1.2095","","11.47%"
"09/01/1992","1.2350","1.2485","1.3380","1.2170","","-1.24%"
"08/01/1992","1.2505","1.3165","1.3362","1.2375","","-4.90%"
"07/01/1992","1.3150","1.3730","1.3770","1.2725","","-4.19%"
"06/01/1992","1.3725","1.4550","1.4760","1.3645","","-5.73%"
"05/01/1992","1.4560","1.5160","1.5320","1.4503","","-3.58%"
"04/01/1992","1.5100","1.5100","1.5505","1.4830","","0.70%"
"03/01/1992","1.4995","1.4855","1.5350","1.4798","","0.91%"
"02/01/1992","1.4860","1.4300","1.5120","1.3882","","3.66%"
"01/01/1992","1.4335","1.3625","1.4552","1.3352","","5.41%"
"12/01/1991","1.3599","1.4275","1.4309","1.3360","","-5.23%"
