movie_id,imdb_id,original_language,original_title,release_date,runtime,revenue_dom,revenue_int,revenue_world,revenue_open,budget_usd_adj,ageCert,metacritic_link,metascore,rating_count_imdb,rating_value_imdb,rating_value_tmdb,rating_count_tmdb
200427,tt1809214,en,5.5.5,2013-02-14 00:00:00+00:00,110,,11273.0,11273,,100000,,/lists/tt1809214,,172.0,6.1,0.0,0.0
71350,tt1322325,fr,Chicas,2010-03-10 00:00:00+00:00,84,,158653.0,158653,,8166000,,/lists/tt1322325,,66.0,4.8,0.0,0.0
117338,tt0483701,en,"Karma, Confessions and Holi",2009-03-06 00:00:00+00:00,145,,40100.0,40100,,4000000,,/lists/tt0483701,,122.0,3.0,0.0,0.0
31029,tt0439518,en,Crazy Monkey Presents Straight Outta Benoni,2005-08-01 00:00:00+00:00,89,,345949.0,345949,,1220572,,/lists/tt0439518,,228.0,5.0,0.0,0.0
221963,tt2346354,ru,神秘世界历险记,2012-08-10 00:00:00+00:00,80,,334195.0,334195,,786136,,/lists/tt2346354,,23.0,6.2,0.0,0.0
190762,tt1529279,en,Into the Shadows,2009-10-29 00:00:00+00:00,88,,1978.0,1978,,22714,,/lists/tt1529279,,40.0,7.5,0.0,0.0
182535,tt1378274,en,Kung Fu Joe,2012-02-10 00:00:00+00:00,89,15120.0,,15120,3158.0,150000,,/lists/tt1378274,,227.0,1.7,0.0,0.0
29636,tt0804536,en,Strangers Online,2009-01-01 00:00:00+00:00,90,968.0,,968,968.0,19000,,/lists/tt0804536,,21.0,4.5,0.0,0.0
75693,tt0444966,en,大無謂,2004-11-25 00:00:00+00:00,89,,262265.0,262265,,1000000,,/lists/tt0444966,,50.0,5.6,0.0,0.0
19784,tt1111922,en,Magique !,2008-10-22 00:00:00+00:00,91,,993591.0,993591,,4600000,,/lists/tt1111922,,117.0,4.9,0.0,0.0
123492,tt1598609,en,Skeem,2011-10-27 00:00:00+00:00,90,,71505.0,71505,,1200000,,/lists/tt1598609,,76.0,6.8,0.0,0.0
79743,tt1428050,fi,Mitä meistä tuli,2009-12-11 00:00:00+00:00,116,,16614.0,16614,,14757,,/lists/tt1428050,,286.0,5.9,0.0,0.0
70040,tt2089691,ko,그녀들의 방,2008-10-01 00:00:00+00:00,108,,1269.0,1269,,67029,,/lists/tt2089691,,9.0,7.4,0.0,0.0
117491,tt0295281,he,ג'ירפות,2001-09-01 00:00:00+00:00,115,,15733.0,15733,,720000,,/lists/tt0295281,,81.0,7.2,0.0,0.0
163600,tt0843858,en,Lady Godiva,2008-01-25 00:00:00+00:00,89,,14000.0,14000,,2772659,,/lists/tt0843858,,118.0,3.9,0.0,0.0
219896,tt1817186,ja,映画 怪物くん,2011-11-26 00:00:00+00:00,103,,39766344.0,39766344,,25000000,,/lists/tt1817186,,45.0,5.3,0.0,0.0
149847,tt0949365,de,Chrigu,2007-06-11 00:00:00+00:00,87,,77758.0,77758,,55802,,/lists/tt0949365,,133.0,7.7,0.0,0.0
154781,tt1723635,en,El vuelo del tren,2011-04-29 00:00:00+00:00,86,,21158.0,21158,,500000,,/lists/tt1723635,,16.0,7.5,0.0,0.0
141038,tt2122380,es,Las constituyentes,2012-12-14 00:00:00+00:00,70,,2942.0,2942,,196215,,/lists/tt2122380,,,,0.0,0.0
233142,tt1185608,pt,Mulheres Sexo Verdades Mentiras,2008-01-11 00:00:00+00:00,80,,89406.0,89406,,409561,,/lists/tt1185608,,52.0,5.8,0.0,0.0
82449,tt1870484,sv,Någon annanstans i Sverige,2011-12-16 00:00:00+00:00,101,,14479.0,14479,,2169210,,/lists/tt1870484,,207.0,4.9,0.0,0.0
168512,tt0364058,hu,Tesó,2003-05-26 00:00:00+00:00,84,,18501.0,18501,,94504,,/lists/tt0364058,,439.0,6.9,0.0,0.0
170954,tt1035731,en,Dare not Walk Alone,2006-08-22 00:00:00+00:00,124,52166.0,,52166,9259.0,120000,,/lists/tt1035731,,89.0,8.6,0.0,0.0
54924,tt1051864,sk,Rozhovor s nepriateľom,2007-03-08 00:00:00+00:00,90,,264.0,264,,723360,,/lists/tt1051864,,48.0,6.6,0.0,0.0
173264,tt1266144,en,Ouma Se Slim Kind,2007-05-11 00:00:00+00:00,94,,12005.0,12005,,683643,,/lists/tt1266144,,21.0,6.7,0.0,0.0
163862,tt1426370,en,Karaoke,2009-09-14 00:00:00+00:00,75,,1943.0,1943,,228050,,/lists/tt1426370,,57.0,6.1,0.0,0.0
25766,tt1311072,de,Little Paris,2008-12-18 00:00:00+00:00,106,,32679.0,32679,,1900080,,/lists/tt1311072,,71.0,4.5,0.0,0.0
185142,tt1482980,en,American Meat,2013-04-12 00:00:00+00:00,85,10650.0,,10650,7659.0,505598,,https://www.metacritic.com/movie/american-meat?ftag=MCD-06-10aaa1c,40.0,25.0,8.0,0.0,0.0
106076,tt1990976,en,7 Welcome to London,2012-03-09 00:00:00+00:00,109,,31794.0,31794,,394491,,/lists/tt1990976,,133.0,5.1,0.0,0.0
207465,tt0937221,en,The Full Picture,2008-08-08 00:00:00+00:00,80,3467.0,,3467,1358.0,270000,,/lists/tt0937221,,97.0,7.7,0.0,0.0
152522,tt1034436,en,Dincolo de America,2008-02-10 00:00:00+00:00,110,,2889.0,2889,,1000000,,/lists/tt1034436,,115.0,3.8,0.0,0.0
115940,tt2229387,nl,Sprookjesboom de film,2012-02-22 00:00:00+00:00,72,,1768177.0,1768177,,1984500,,/lists/tt2229387,,89.0,6.3,0.0,0.0
132352,tt0849480,en,Transformation: The Life and Legacy of Werner Erhard,2006-04-27 00:00:00+00:00,77,49919.0,,49919,25460.0,300000,,/lists/tt0849480,,93.0,6.7,0.0,0.0
