person_id
18177
1327
3968
258
378
382
3092
76961
75913
64436
723
227
4455
147
22462
1341
25541
8349
20212
3926
53
7026
5293
78875
6968
17782
1331
29092
6905
25246
1233
290
6450
2283
7742
11263
658
738
2229
12833
3124
5658
65827
16475
4252
1281
2395
2
56890
3087
50
76793
529
42993
55636
20089
1137
16940
23229
1954
820
1957
35070
18999
1271
6352
707
1243
18023
8293
2048
17140
1062
16867
11826
1164
16927
12763
18352
21343
227454
21911
7489
17522
91606
11085
42802
3636
62
18686
3129
5292
18892
23346
1844
1370
77234
55152
35
524
1328
655
12261
3061
54812
884
17497
3895
44079
51576
955
8688
1733
2714
519
1205
2880
77335
5723
7248
21315
5916
23880
190
1100
5139
109
1158
64
16483
1247
3491
67773
110
514
3131
2963
1004
16644
6104
193
2461
26485
15111
7904
19866
5081
1003
10767
1925
33260
9779
1533
11288
8767
13922
3872
388
1979
4764
2231
17141
2882
1246
10978
7056
4135
11064
7399
21028
2039
40462
1204
380
116
84223
54693
1892
31
49265
776
4483
112
2227
70851
1532
19292
1231
521
18269
12898
22226
36592
887
4495
1038
78029
6856
4038
9777
8447
9137
1922
15735
4937
55638
3036
34847
5587
103
2524
18976
13
11661
12073
139
192
58224
18277
21657
9273
17697
328
3967
368
1813
1023139
69597
29222
28633
3392
9278
17276
5064
15555
38673
448
30614
287
71070
44735
53714
56731
15033
8167
517
4757
1269
32895
40036
1245
228
501
2157
4491
2888
3293
16866
205
1461
16855
37632
85
2232
8930
1229
18918
7447
5726
9206
12640
8436
3905
2047
5530
18050
73457
520
2299
65717
6065
51329
16851
33654
4756
1230
73421
24045
206
36422
5344
2405
880
3489
3291
11662
55536
5472
8872
7517
15852
2628
2440
516
10859
515
27972
6384
8945
2053
3196
9994
11863
12041
10959
15758
4173
134
19278
10297
52851
3051
12052
13472
11108
21593
934
204
8891
569
19274
8924
6941
9979
2222
11317
18992
5049
585
2876
17832
6807
6613
3037
1951
326
69122
4941
8534
1160
2296
454
2037
38940
4517
6383
2632
5309
17647
1812
879
7633
9778
23659
98
1241
2130
5294
6886
131
5576
37917
1248
18897
10990
6194
17142
504
9191
62064
2282
25072
17051
1981
80602
3810
46593
11181
16828
72466
17419
13240
4566
1772
500
3894
351
6164
8783
13242
3897
2505
2219
17288
56734
6193
1903
11701
16327
14343
7180
1893
1283
4443
9880
124285
9780
589
4273
4724
41091
21200
57755
83002
11856
2228
478
8977
2192
6952
3
518
59620
4987
12074
33192
3223
8177
26472
18324
8170
11864
10980
38581
5724
35705
9824
1920
118
60949
3910
2387
12835
19536
3896
6355
532
10127
9560
1771
5606
62842
8329
6283
935
9046
2955
13726
7132
32597
10447
8289
1037
2206
5168
9205
4589
133
13022
11617
2165
10696
3141
2975
5469
8785
8944
8691
11705
11006
6949
1639
11664
4784
4512
1579
55085
6413
11155
63
16431
78110
10182
38559
2201
2224
57599
17882
15250
4785
2178
10814
4431
418
976
6161
1336
8984
29369
64856
2879
11148
4090
5657
1640
677
4430
13548
10822
7036
882
11477
1039
14405
73931
18471
10431
1333
3391
8654
16935
350
2535
4687
8210
10205
3063
49
65731
17605
207
4587
980
18325
3490
17244
996701
96066
23532
1896
18973
10912
2176
819
74568
18997
4783
3292
4690
7499
973
18288
11107
3125
1620
3416
9642
12111
72129
8784
130640
33235
3136
1810
6885
335
5470
4515
52
9781
55470
32747
289
60650
9562
1121
33
38941
9656
27319
21007
27105
6677
23626
28782
21594
6913
15887
23459
2712
11702
60073
234352
2372
2295
41087
17604
12021
15234
4
2983
58225
32
122889
11514
2453
1619
938
15556
76512
73381
23931
14698
6197
2778
10823
2109
9575
2956
100
18182
17328
20374
48
81685
17178
10860
59315
19492
12519
3197
530
3085
26457
53650
141
17286
6574
6162
1372
2233
7906
1811
349
8169
9281
10882
11512
8211
5365
12132
1466
13550
19159
17764
4726
20189
17773
27737
1276
11164
2413
11511
11616
4174
1902
9827
15152
4691
18979
3234
65
8893
821
140
18248
9030
9788
21278
18792
17485
4939
8256
883
10989
9626
4520
9029
20750
26510
1736
1162
10774
11207
4521
5313
