url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box_office_min,box_office_max,box_office_avg,box_office_error,external_links,error
https://en.wikipedia.org/wiki/Ava%27s_Possessions,323665,,,,,,,,,,,,,"{'Official website': 'http://avaspossessions.com/', 'IMDb': 'https://www.imdb.com/title/tt3727982/'}",
https://en.wikipedia.org/wiki/Daddy%27s_Home_2,419680,$69 million[2][3][4],USD,69000000.0,69000000.0,69000000.0,,$180.6 million[2],USD,180600000.0,180600000.0,180600000.0,,{'IMDb': 'https://www.imdb.com/title/tt5657846/'},
https://en.wikipedia.org/wiki/Une_vie_meilleure,85546,$6.4 million [1],USD,6400000.0,6400000.0,6400000.0,,$4 million [2],USD,4000000.0,4000000.0,4000000.0,,{'IMDb': 'https://www.imdb.com/title/tt2027265/'},
https://en.wikipedia.org/wiki/Devil%27s_Due_(film),79316,$7 million[2],USD,7000000.0,7000000.0,7000000.0,,$36.9 million[2],USD,36900000.0,36900000.0,36900000.0,,"{'Official website': 'https://web.archive.org/web/20150427061848/http://www.devilsduemovie.com/home.html', 'IMDb': 'https://www.imdb.com/title/tt2752758/', 'Metacritic': 'https://www.metacritic.com/movie/devils-due', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=devilsdue.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/devils_due'}",
https://en.wikipedia.org/wiki/...But_the_Olsen_Gang_Wasn%27t_Dead,24699,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0087710/'},
https://en.wikipedia.org/wiki/Broken_Vows_(2016_film),278925,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3701714/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/broken_vows_2016'}",
https://en.wikipedia.org/wiki/After_Five_in_the_Forest_Primeval,4285,,,,,,,"570,000 admissions (Germany)[1]",,,,,,{'IMDb': 'https://www.imdb.com/title/tt0117143/'},
https://en.wikipedia.org/wiki/Bless_This_House_(film),17120,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0068285/', 'British Comedy Guide': 'https://www.comedy.co.uk/film/bless_this_house/', 'ReelStreets': 'https://www.reelstreets.com/films/bless-this-house/'}",
https://en.wikipedia.org/wiki/The_Strange_Hostel_of_Naked_Pleasures,70420,,,,,,,,,,,,,"{'Official film site': 'http://www2.uol.com.br/zedocaixao/cinema/17_aestranha_hospedaria.htm', 'IMDb': 'https://www.imdb.com/title/tt0074499/'}",
https://en.wikipedia.org/wiki/Devil%27s_Whisper,463015,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt5868924/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/devils_whisper', 'Metacritic': 'https://www.metacritic.com/movie/devils-whisper'}",
https://en.wikipedia.org/wiki/Endgame_(1983_film),28850,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0089091/', 'A detailed synopsis of the movie': 'https://web.archive.org/web/20070504083302/http://www.post-apocalypse.co.uk/endgame.html'}",
