url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box_office_min,box_office_max,box_office_avg,box_office_error,external_links,error
https://en.wikipedia.org/wiki/Apricot_Island,327820,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Rat_Film,409109,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Penny_Pinchers,92038,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Hard_Rock_Zombies,28128,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Lady_Death:_The_Motion_Picture,16226,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Enga_Ooru_Pattukaran,281367,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Boys_of_Abu_Ghraib,256969,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Cord_(film),12255,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Creature_from_Black_Lake,43753,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Angkor:_Cambodia_Express,190921,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Lottery_Ticket_(2010_film),41382,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/The_Latin_Immigrant,341561,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Seven_Days_in_January,134176,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Akelarre_(film),263412,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Bunty_Aur_Babli,11763,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/1001_Nights_(1990_film),20220,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Break-Up,411498,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Alison%27s_Birthday,147641,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/The_Return_of_Pom_Pom,380819,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/The_Boy_Mir,77815,,,,,,,,,,,,,{},Failed to fetch content
"https://en.wikipedia.org/wiki/Louis,_the_Child_King",198441,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Legal_Eagles,9930,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Twilight_Dancers,183957,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/A_Woman%27s_Life_(film),408543,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Corps_%C3%A0_corps,64805,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/The_Wave_(2015_film),336882,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/The_Storm_Riders,2137,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/A_Room_in_Town,4269,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Abadan_(film),396416,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Troublemakers_(1994_film),9287,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Victoria_(1979_film),122686,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Sorekara_(film),118785,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/800_Bullets,37748,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/In_the_Crosswind,262009,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Love_(2011_film),54320,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Thy_Neighbor%27s_Wife_(2001_film),28555,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/The_Survivor_(1981_film),84628,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/G.I._Joe:_Valor_vs._Venom,22859,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Shin-Onna_Tachiguishi_Retsuden,333447,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/For_the_Boys,25221,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Alien_Boy:_The_Life_and_Death_of_James_Chasse,166746,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Mean_Frank_and_Crazy_Tony,90094,,,,,,,,,,,,,{},Failed to fetch content
https://en.wikipedia.org/wiki/Ghosts_(2006_film),38001,,,,,,,,,,,,,{},Failed to fetch content
