url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box_office_min,box_office_max,box_office_avg,box_office_error,external_links,error
https://en.wikipedia.org/wiki/J-ok%27el,53933,"$500,000 USD",USD,500000.0,500000.0,500000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0874292/'},
https://en.wikipedia.org/wiki/Brad%27s_Status,425980,,,,,,,$3.8 million[3],USD,3800000.0,3800000.0,3800000.0,,{'IMDb': 'https://www.imdb.com/title/tt5884230/'},
https://en.wikipedia.org/wiki/The_House_on_Skull_Mountain,68714,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0071629/', 'AllMovie': 'https://www.allmovie.com/movie/v23383'}",
https://en.wikipedia.org/wiki/A_Family_Thing,41852,,,,,,,"$10,125,417",USD,10125417.0,10125417.0,10125417.0,,"{'IMDb': 'https://www.imdb.com/title/tt0116275/', 'AllMovie': 'https://www.allmovie.com/movie/v136023', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=familything.htm', 'Metacritic': 'https://www.metacritic.com/movie/a-family-thing'}",
https://en.wikipedia.org/wiki/The_Poet_(2007_film),48017,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0904127/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/1198001_poet'}",
https://en.wikipedia.org/wiki/Buddies_(1976_film),394622,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0075081/', 'Swedish Film Institute Database': 'https://www.svenskfilmdatabas.se/en/item/?type=film&itemid=4975'}",
https://en.wikipedia.org/wiki/25_Degrees_in_Winter,79346,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0356317/'},
https://en.wikipedia.org/wiki/Hidden_3D,64622,$8 million,USD,8000000.0,8000000.0,8000000.0,,"$16,890,678",USD,16890678.0,16890678.0,16890678.0,,{'IMDb': 'https://www.imdb.com/title/tt1664664/'},
https://en.wikipedia.org/wiki/Dancing_at_Lughnasa_(film),5332,,,,,,,"$2,361,632",USD,2361632.0,2361632.0,2361632.0,,"{'IMDb': 'https://www.imdb.com/title/tt0120643/', 'AllMovie': 'https://www.allmovie.com/movie/v173467', 'Internet Broadway Database': 'https://www.ibdb.com/broadway-production/4647', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/dancing_at_lughnasa', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=dancingatlughnasa.htm'}",
https://en.wikipedia.org/wiki/Lonely_Heart_(film),261525,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0089949/', 'Japanese Movie Database': 'http://www.jmdb.ne.jp/1985/di000950.htm'}",
