,url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box office_min,box_office_max,box_office_avg,box_office_error,external_links,error,box_office_min
45067,https://en.wikipedia.org/wiki/Judgment_Night_(film),6,$21 million[citation needed],USD,21000000.0,21000000.0,21000000.0,,"$12,136,999[2]",USD,,12136999.0,12136999.0,,"{'IMDb': 'https://www.imdb.com/title/tt0107286/', 'AllMovie': 'https://www.allmovie.com/movie/v121611'}",,12136999.0
9163,https://en.wikipedia.org/wiki/Star_Wars_(film),11,$11 million [3][4],USD,11000000.0,11000000.0,11000000.0,,$775.4 million [3],USD,775400000.0,775400000.0,775400000.0,,"{'Official website': 'https://www.lucasfilm.com/productions/episode-iv/', 'AllMovie': 'https://www.allmovie.com/movie/v46636', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/55187', 'Star Wars, Episode IV: A New Hope (1977)': 'http://www.filmsite.org/starw.html', 'IMDb': 'https://www.imdb.com/title/tt0076759/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/22123/enwp', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/star_wars/reviews'}",,
1610,https://en.wikipedia.org/wiki/Forrest_Gump,13,$55 million[2],USD,55000000.0,55000000.0,55000000.0,,$678.2 million[2],USD,678200000.0,678200000.0,678200000.0,,"{'': 'http://www.paramount.com/movies/forrest-gump/', 'IMDb': 'https://www.imdb.com/title/tt0109830/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/75434/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v131221', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=forrestgump.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/forrest_gump', 'Paramount Movies –Forrest Gump': 'https://www.paramountmovies.com/movies/forrest-gump'}",,
9656,https://en.wikipedia.org/wiki/American_Beauty_(1999_film),14,$15 million[2],USD,15000000.0,15000000.0,15000000.0,,$356.3 million[2],USD,356300000.0,356300000.0,356300000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0169547/', 'AllMovie': 'https://www.allmovie.com/movie/v180738', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/american_beauty', 'Metacritic': 'https://www.metacritic.com/movie/american-beauty'}",,
26075,https://en.wikipedia.org/wiki/Dancer_in_the_Dark,16,USD$12.5 million[5](120 million kr),SEK,12500000.0,12500000.0,12500000.0,,$45.6 million[5][6](416 million kr),SEK,45600000.0,45600000.0,45600000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0168629/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=dancerinthedark.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/dancer_in_the_dark', 'Metacritic': 'https://www.metacritic.com/movie/dancer-in-the-dark', 'Review by Sian Kirwan – BBC': 'https://www.bbc.co.uk/films/2000/09/13/dancer_in_the_dark_review.shtml', 'Review atThe Film Experience': 'https://web.archive.org/web/20051125140438/http://www.thefilmexperience.net/Reviews/dancerinthedark.html'}",,
4782,https://en.wikipedia.org/wiki/The_Dark_(2005_film),17,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0411267/', 'AllMovie': 'https://www.allmovie.com/movie/v294198'}",,
30901,https://en.wikipedia.org/wiki/The_Fifth_Element,18,$90 million[3][4][5][6][a],USD,90000000.0,90000000.0,90000000.0,,$263.9 million[7],USD,263899999.99999997,263899999.99999997,263899999.99999997,,"{'Official website': 'https://www.sonypictures.com/movies/thefifthelement', 'IMDb': 'https://www.imdb.com/title/tt0119116/', 'AllMovie': 'https://www.allmovie.com/movie/v154944'}",,
37223,https://en.wikipedia.org/wiki/My_Life_Without_Me,20,$2.5 million [1],USD,2500000.0,2500000.0,2500000.0,,$12.3 million [2],USD,12300000.0,12300000.0,12300000.0,,"{'the original': 'https://web.archive.org/web/20160316153420/http://sonyclassics.com/mylifewithoutme', 'IMDb': 'https://www.imdb.com/title/tt0314412/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=mylifewithoutme.htm'}",,
6632,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,22,$140 million[2],USD,140000000.0,140000000.0,140000000.0,,$654.3 million[2],USD,654300000.0,654300000.0,654300000.0,,"{'Official website': 'http://pirates.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl', 'IMDb': 'https://www.imdb.com/title/tt0325980/', 'Internet Speculative Fiction Database': 'https://www.isfdb.org/cgi-bin/title.cgi?1814926'}",,
2708,https://en.wikipedia.org/wiki/Kill_Bill:_Volume_1,24,$30 million[2],USD,30000000.0,30000000.0,30000000.0,,$180.9 million[2],USD,180900000.0,180900000.0,180900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0266697/', 'AllMovie': 'https://www.allmovie.com/movie/v280648', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=killbill.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/kill_bill_vol_1', 'Anime News Network': 'https://www.animenewsnetwork.com/encyclopedia/anime.php?id=4448'}",,
35956,https://en.wikipedia.org/wiki/Jarhead_(film),25,$72 million[1],USD,72000000.0,72000000.0,72000000.0,,$97.1 million[1],USD,97100000.0,97100000.0,97100000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0418763/', 'AllMovie': 'https://www.allmovie.com/movie/v313654'}",,
35194,https://en.wikipedia.org/wiki/Walk_on_Water_(film),26,,,,,,,$4.44 million[2],USD,4440000.0,4440000.0,4440000.0,,{'IMDb': 'https://www.imdb.com/title/tt0352994/'},,
9918,https://en.wikipedia.org/wiki/Apocalypse_Now,28,$31 million[3],USD,31000000.0,31000000.0,31000000.0,,$104.8 million[4][5],USD,104800000.0,104800000.0,104800000.0,,"{'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/67464', 'AllMovie': 'https://www.allmovie.com/movie/v2675', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=apocalypsenow.htm', 'IMDb': 'https://www.imdb.com/title/tt0078788/', 'Metacritic': 'https://www.metacritic.com/movie/apocalypse-now', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/apocalypse_now', 'www.independent.co.uk': 'https://www.independent.co.uk/arts-entertainment/films/features/the-strained-making-of-apocalypse-now-1758689.html'}",,
33366,https://en.wikipedia.org/wiki/Unforgiven,33,$14.4 million[2],USD,14400000.0,14400000.0,14400000.0,,$159.2 million[2],USD,159200000.0,159200000.0,159200000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0105695/', 'AllMovie': 'https://www.allmovie.com/movie/v51847', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/18386/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/67274', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/1041911-unforgiven', 'Metacritic': 'https://www.metacritic.com/movie/unforgiven', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=unforgiven.htm', 'Filmsite.org': 'http://www.filmsite.org/unfo.html', 'the original': 'https://web.archive.org/web/20090411122922/http://iceberg.arts.ualberta.ca/filmstudies/Unforgiven.htm', '""\'It\'s a Hell of a Thing to Kill a Man\': Western Manhood in Clint Eastwood\'s \'Unforgiven\'""': 'http://www.americanpopularculture.com/journal/articles/spring_2004/motley.htm'}",,
16454,https://en.wikipedia.org/wiki/Eternal_Sunshine_of_the_Spotless_Mind,38,$20 million,USD,20000000.0,20000000.0,20000000.0,,$74 million,USD,74000000.0,74000000.0,74000000.0,,"{'': 'http://www.eternalsunshine.com', 'IMDb': 'https://www.imdb.com/title/tt0338013/', 'AllMovie': 'https://www.allmovie.com/movie/v278676', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/458401/enwp', 'Metacritic': 'https://www.metacritic.com/movie/eternal-sunshine-of-the-spotless-mind', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/54370', 'Lacuna Inc.': 'https://web.archive.org/web/20051220085434/http://www.lacunainc.com/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/eternal_sunshine_of_the_spotless_mind'}",,
8388,https://en.wikipedia.org/wiki/Amores_perros,55,$2.4 million[2],USD,2400000.0,2400000.0,2400000.0,,$20.9 million[3],USD,20900000.0,20900000.0,20900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0245712/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=amoresperros.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/amores_perros', 'Metacritic': 'https://www.metacritic.com/movie/amores-perros', 'Juan Villoro': 'https://www.criterion.com/current/posts/7226-amores-perros-the-dogs-that-heralded-the-millennium'}",,
24667,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,58,$225 million[2],USD,225000000.0,225000000.0,225000000.0,,$1.066 billion[2],USD,1066000000.0,1066000000.0,1066000000.0,,"{'Official website': 'http://pirates.disney.com/pirates-of-the-caribbean-dead-mans-chest', 'IMDb': 'https://www.imdb.com/title/tt0383574/', 'Internet Speculative Fiction Database': 'https://www.isfdb.org/cgi-bin/title.cgi?1814927', 'Metacritic': 'https://www.metacritic.com/movie/pirates-of-the-caribbean-dead-mans-chest', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=piratesofthecaribbean2.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/pirates_of_the_caribbean_dead_mans_chest', ""Pirates of the Caribbean: Dead Man's Chest"": ""https://www.imsdb.com/scripts/Pirates-of-the-Caribbean-Dead-Man's-Chest.html"", ""Pirates of the Caribbean: Dead Man's ChestProduction Notes"": 'https://web.archive.org/web/20070516110619/http://madeinatlantis.com/pirates/production/'}",,
6987,https://en.wikipedia.org/wiki/A_History_of_Violence,59,$32 million[5],USD,32000000.0,32000000.0,32000000.0,,$61.4 million[5],USD,61400000.0,61400000.0,61400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0399146/', 'AllMovie': 'https://www.allmovie.com/movie/v308382', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=historyofviolence.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/history_of_violence', 'Graphic novel preview': 'https://archive.org/download/a-history-of-violence-paradox-1997-pudgy/A%20History%20Of%20Violence%20%28Paradox%29%20%281997%29%20%28Pudgy%29.pdf'}",,
7011,https://en.wikipedia.org/wiki/12_Monkeys,63,$29 million[1],USD,29000000.0,29000000.0,29000000.0,,$168.8 million[2],USD,168800000.0,168800000.0,168800000.0,,"{'Official website': 'http://www.uphe.com/movies/12-monkeys', 'IMDb': 'https://www.imdb.com/title/tt0114746/', '12 Monkeys': 'http://www.dailyscript.com/scripts/twelve_monkeys.html'}",,
12552,https://en.wikipedia.org/wiki/Talk_to_Her,64,,,,,,,$64.8 million[1],USD,64800000.0,64800000.0,64800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0287467/', 'AllMovie': 'https://www.allmovie.com/movie/v267541', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=talktoher.htm', 'Metacritic': 'https://www.metacritic.com/movie/talk-to-her', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/talk_to_her'}",,
19872,https://en.wikipedia.org/wiki/8_Mile_(film),65,$41 million[2],USD,41000000.0,41000000.0,41000000.0,,$242.9 million[2],USD,242900000.0,242900000.0,242900000.0,,"{'Official website': 'http://www.8-mile.com/', 'IMDb': 'https://www.imdb.com/title/tt0298203/', 'AllMovie': 'https://www.allmovie.com/movie/v261159', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=8mile.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/8_mile', 'Metacritic': 'https://www.metacritic.com/movie/8-mile'}",,
15327,https://en.wikipedia.org/wiki/Absolute_Power_(film),66,$50 million[1],USD,50000000.0,50000000.0,50000000.0,,$92.8 million[2],USD,92800000.0,92800000.0,92800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0118548/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/300442/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v154603', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/absolute_power', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=absolutepower.htm', 'Internet Movie Firearms Database': 'https://www.imfdb.org/wiki/Absolute_Power'}",,
10549,https://en.wikipedia.org/wiki/Paradise_Now,67,"$2,000,000",USD,2000000.0,2000000.0,2000000.0,,"$3,579,902[2]",USD,3579902.0,3579902.0,3579902.0,,"{'Official website': 'http://www.warnerbros.com/#/page=movies&pid=f-f1c92073/Paradise_Now&asset=058935/Paradise_Now_-_Bus_Stop&type=video/', 'IMDb': 'https://www.imdb.com/title/tt0445620/', 'AllMovie': 'https://www.allmovie.com/movie/v322231', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=paradisenow.htm'}",,
9503,https://en.wikipedia.org/wiki/Brazil_(1985_film),68,$15 million[7],USD,15000000.0,15000000.0,15000000.0,,$9.9 million (US)[nb 1][8],USD,9900000.0,9900000.0,9900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0088846/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/1003033-brazil', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/23430/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v6977', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=brazil.htm', 'Encyclopedia of Science Fiction': 'http://sf-encyclopedia.com/entry/brazil_film', 'Wide Angle Closeup: The Terry Gilliam Files': 'http://www.wideanglecloseup.com/tgfilesindex.html', 'Daily Script': 'http://www.dailyscript.com/scripts/brazil.html', 'DGA magazine interview with Gilliam': 'https://web.archive.org/web/20070703202009/http://www.dga.org/news/dgaq_1006/9-beg_shot2remember-1006.php3', 'Modernity and Mise-en-scene: Terry Gilliam andBrazil': 'http://www.imagesjournal.com/issue06/features/brazil.htm', 'David Sterritt': 'https://www.criterion.com/current/posts/2583-brazil-a-great-place-to-visit-wouldn-t-want-to-live-there', '‘Robert De Niro prepared to play a plumber by watching a brain surgeon’: Terry Gilliam and Jonathan Pryce on making Brazil': 'https://www.theguardian.com/culture/2023/dec/11/robert-de-niro-terry-gilliam-jonathan-pryce-brazil-plumber-python'}",,
1528,https://en.wikipedia.org/wiki/Walk_the_Line,69,$28 million[1],USD,28000000.0,28000000.0,28000000.0,,$186.8 million[1],USD,186800000.0,186800000.0,186800000.0,,"{'Official website': 'http://www.walkthelinedvd.com/', 'IMDb': 'https://www.imdb.com/title/tt0358273/', 'AllMovie': 'https://www.allmovie.com/movie/v306598', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=walktheline.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/walk_the_line', 'Metacritic': 'https://www.metacritic.com/movie/walk-the-line'}",,
12586,https://en.wikipedia.org/wiki/Million_Dollar_Baby,70,$30 million[1][2],USD,30000000.0,30000000.0,30000000.0,,$216.8 million[3],USD,216800000.0,216800000.0,216800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0405159/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/592673/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v305809', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=milliondollarbaby.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/million_dollar_baby', 'Metacritic': 'https://www.metacritic.com/movie/million-dollar-baby', 'US News article: Million Dollar Maybe, A real-life version of Maggie Fitzgerald': 'https://web.archive.org/web/20051228102528/http://www.usnews.com/usnews/news/articles/050214/14crockett.peo.htm', 'Another possible real-life Maggie Fitzgerald': 'https://www.nytimes.com/2005/03/09/national/09boxer.html?ex=1268110800&en=5d5861e0a3d8b010&ei=5090&partner=rssuserland', 'Million Dollar Baby': 'https://web.archive.org/web/20110207114007/http://www.sportsinmovies.com/boxing/million-dollar-baby.asp'}",,
24878,https://en.wikipedia.org/wiki/Billy_Elliot,71,$5 million[2],USD,5000000.0,5000000.0,5000000.0,,$109.3 million[2],USD,109300000.0,109300000.0,109300000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0249462/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=billyelliot.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/billy_elliot', 'Metacritic': 'https://www.metacritic.com/movie/billy-elliot'}",,
16239,https://en.wikipedia.org/wiki/American_History_X,73,$20 million[1],USD,20000000.0,20000000.0,20000000.0,,$23.9 million[1],USD,23900000.0,23900000.0,23900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0120586/', 'AllMovie': 'https://www.allmovie.com/movie/v173569', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=americanhistoryx.htm'}",,
17014,https://en.wikipedia.org/wiki/War_of_the_Worlds_(2005_film),74,$132 million[2],USD,132000000.0,132000000.0,132000000.0,,$603.9 million[2],USD,603900000.0,603900000.0,603900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0407304/', 'AllMovie': 'https://www.allmovie.com/movie/v312948'}",,
24649,https://en.wikipedia.org/wiki/Mars_Attacks!,75,$80 million,USD,80000000.0,80000000.0,80000000.0,,$101.4 million,USD,101400000.0,101400000.0,101400000.0,,"{'': 'https://www.warnerbros.com/mars-attacks', 'IMDb': 'https://www.imdb.com/title/tt0116996/', 'AllMovie': 'https://www.allmovie.com/movie/v136613', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=marsattacks.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/mars_attacks', 'archive': 'http://www.trading-cards.org/Cards-M/Mars-Attacks/index.php', ""Don Markstein's Toonopedia"": 'http://toonopedia.com/mattacks.htm'}",,
26517,https://en.wikipedia.org/wiki/Before_Sunrise,76,$2.5 million[4],USD,2500000.0,2500000.0,2500000.0,,$22.5 million[5],USD,22500000.0,22500000.0,22500000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0112471/', 'AllMovie': 'https://www.allmovie.com/movie/v133986', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=beforesunrise.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/before_sunrise', 'Metacritic': 'https://www.metacritic.com/movie/before-sunrise', 'Map with references to the shooting locations ofBefore Sunrisein Vienna': 'https://web.archive.org/web/20140523050217/http://surprisetours.at/1477/before-sunrise-film-tour-vienna/', '""The Before Trilogy: Time Regained""': 'https://www.criterion.com/current/posts/4445-the-before-trilogy-time-regained', 'Before Sunrise': 'https://open.spotify.com/album/2Ff6uCiZTu4sE37HaBms2O?si=rESM1FSTSSicpDZESwrA2w'}",,
14077,https://en.wikipedia.org/wiki/Memento_(film),77,$5–9 million[3][4],USD,5.0,9000000.0,4500002.5,,$40.1 million[5][3],USD,40100000.0,40100000.0,40100000.0,,"{'Official website': 'https://www.otnemem.com/', 'IMDb': 'https://www.imdb.com/title/tt0209144/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/452417/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v220920', 'Slate': 'http://www.slate.com/id/111073', 'Mementoand anterograde amnesia': 'https://web.archive.org/web/20060129104139/http://www.memorylossonline.com/spring2002/memlossatmovies.htm'}",,
12351,https://en.wikipedia.org/wiki/Blade_Runner,78,$30 million[5],USD,30000000.0,30000000.0,30000000.0,,$41.8 million[6],USD,41800000.0,41800000.0,41800000.0,,"{'': 'https://www.warnerbros.com/blade-runner', 'IMDb': 'https://www.imdb.com/title/tt0083658/', 'AllMovie': 'https://www.allmovie.com/movie/v5994', 'Metacritic': 'https://www.metacritic.com/movie/blade-runner', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=bladerunner.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/blade_runner', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/68982/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/68260'}",,
11162,https://en.wikipedia.org/wiki/Hero_(2002_film),79,$31 million[2],USD,31000000.0,31000000.0,31000000.0,,$177.4 million[2],USD,177400000.0,177400000.0,177400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0299977/', 'AllMovie': 'https://www.allmovie.com/movie/v267633', 'Hero': 'http://www.lovehkfilm.com/reviews/hero_2002.htm'}",,
36313,https://en.wikipedia.org/wiki/Before_Sunset,80,$2–2.7 million[2][3],USD,2.0,2700000.0,1350001.0,,$15.8 million[3],USD,15800000.0,15800000.0,15800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0381681/', 'AllMovie': 'https://www.allmovie.com/movie/v303145', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=beforesunset.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/before_sunset', 'Metacritic': 'https://www.metacritic.com/movie/before-sunset', 'An interview with Richard Linklater, Ethan Hawke & Julie Delpy': 'https://articles.latimes.com/2004/jun/20/entertainment/ca-verini20', 'Criterion Collection': 'https://www.criterion.com/current/posts/4445-the-before-trilogy-time-regained'}",,
16130,https://en.wikipedia.org/wiki/Miami_Vice_(film),82,$135–150 million[2][3],USD,135.0,150000000.0,75000067.5,,$164.2 million[2],USD,164200000.0,164200000.0,164200000.0,,"{'': 'http://www.miamivice.com', 'IMDb': 'https://www.imdb.com/title/tt0430357/', 'AllMovie': 'https://www.allmovie.com/movie/v321206', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=miamivice.htm', 'Internet Movie Cars Database': 'http://www.imcdb.org/movie_430357.html', 'Miami Vicesoundtrack': 'http://www.soundtrackinfo.com/title/miamivice2006.asp'}",,
4245,https://en.wikipedia.org/wiki/Open_Water_(film),83,"$120,000-500,000",USD,120000.0,500000.0,310000.0,,$55.5 million,USD,55500000.0,55500000.0,55500000.0,,"{'Official website': 'http://openwaterfilm.com/', 'AllMovie': 'https://www.allmovie.com/movie/v301382', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=openwater.htm', 'IMDb': 'https://www.imdb.com/title/tt0374102/'}",,
6864,https://en.wikipedia.org/wiki/Raiders_of_the_Lost_Ark,85,$20 million,USD,20000000.0,20000000.0,20000000.0,,$389.9 million[a],USD,389900000.0,389900000.0,389900000.0,,"{'': 'https://www.lucasfilm.com/productions/raiders-of-the-lost-ark/', 'IMDb': 'https://www.imdb.com/title/tt0082971/', 'AllMovie': 'https://www.allmovie.com/movie/v40118', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/22087/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/67250'}",,
26313,https://en.wikipedia.org/wiki/Atomised_(film),86,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0430051/'},,
8519,https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Temple_of_Doom,87,$28.17 million[3],USD,28170000.0,28170000.0,28170000.0,,$333.1 million,USD,333100000.0,333100000.0,333100000.0,,"{'': 'https://www.lucasfilm.com/productions/indiana-jones-and-the-temple-of-doom/', 'IMDb': 'https://www.imdb.com/title/tt0087469/', 'AllMovie': 'https://www.allmovie.com/movie/v24755', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/79206/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/58267251'}",,
10024,https://en.wikipedia.org/wiki/Dirty_Dancing,88,$4.5 million,USD,4500000.0,4500000.0,4500000.0,,$214 million,USD,214000000.0,214000000.0,214000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0092890/', 'AllMovie': 'https://www.allmovie.com/movie/v13874', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=dirtydancing.htm', 'Metacritic': 'https://www.metacritic.com/movie/dirty-dancing', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/dirty_dancing', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/57603', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/18187/enwp'}",,
11233,https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Last_Crusade,89,$48 million[1],USD,48000000.0,48000000.0,48000000.0,,$474.2 million[1],USD,474200000.0,474200000.0,474200000.0,,"{'': 'https://www.lucasfilm.com/productions/indiana-jones-and-the-last-crusade/', 'IMDb': 'https://www.imdb.com/title/tt0097576/', 'AllMovie': 'https://www.allmovie.com/movie/v24754', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/79205/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/67198'}",,
20441,https://en.wikipedia.org/wiki/Beverly_Hills_Cop,90,$13 million[2],USD,13000000.0,13000000.0,13000000.0,,$234 million[3],USD,234000000.0,234000000.0,234000000.0,,"{'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/68338', 'AllMovie': 'https://www.allmovie.com/movie/v5220', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=beverlyhillscop.htm', 'IMDb': 'https://www.imdb.com/title/tt0086960/', 'Metacritic': 'https://www.metacritic.com/movie/beverly-hills-cop', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/beverly_hills_cop', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/68542/enwp'}",,
16452,https://en.wikipedia.org/wiki/Armageddon_(1998_film),95,$140 million[2][3],USD,140000000.0,140000000.0,140000000.0,,$553.7 million[2],USD,553700000.0,553700000.0,553700000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0120591/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/344036/enwp', 'Disney A to Z': 'https://d23.com/disney-a-to-z/armageddon-film', 'AllMovie': 'https://www.allmovie.com/movie/v158802', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/60636', 'Jeanine Basinger': 'https://www.criterion.com/current/posts/48-armageddon'}",,
24865,https://en.wikipedia.org/wiki/Beverly_Hills_Cop_II,96,$27 million[2][3],USD,27000000.0,27000000.0,27000000.0,,$299.97 million[4],USD,299970000.0,299970000.0,299970000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0092644/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=beverlyhillscop2.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/beverly_hills_cop_2', 'Metacritic': 'https://www.metacritic.com/movie/beverly-hills-cop-ii', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/57554'}",,
26207,https://en.wikipedia.org/wiki/Gladiator_(2000_film),98,$103 million[3],USD,103000000.0,103000000.0,103000000.0,,$465.4 million[3],USD,465400000.0,465400000.0,465400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0172495/', 'Metacritic': 'https://www.metacritic.com/movie/gladiator', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/gladiator', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/53896'}",,
12761,https://en.wikipedia.org/wiki/All_About_My_Mother,99,"P600 million ($4,989,091)",USD,4989091.0,4989091.0,4989091.0,,$67.8 million,USD,67800000.0,67800000.0,67800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0185125/', 'AllMovie': 'https://www.allmovie.com/movie/v179833', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=allaboutmymother.htm', 'Metacritic': 'https://www.metacritic.com/movie/all-about-my-mother', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/all_about_my_mother', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/442676/enwp', 'Emma Wilson': 'https://www.criterion.com/current/posts/6795-all-about-my-mother-matriarchal-society'}",,
