,url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box office_min,box_office_max,box_office_avg,box_office_error,external_links,error,box_office_min
35306,https://en.wikipedia.org/wiki/A_Country_Called_Home,339079,,,,,,,,,,,,,{},Failed to fetch content,
44477,https://en.wikipedia.org/wiki/Gotti_(2018_film),339103,$10 million[3],USD,10000000.0,10000000.0,10000000.0,,$6.4 million[4],USD,,6400000.0,6400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1801552/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/gotti_2018'}",,6400000.0
27271,https://en.wikipedia.org/wiki/Maximum_Ride_(film),339116,,,,,,,,,,,,,{},Failed to fetch content,
6492,https://en.wikipedia.org/wiki/Kalpana_(2012_film),339117,₹7 crore [1],INR,70000000.0,70000000.0,70000000.0,,₹11 crore[2],INR,110000000.0,110000000.0,110000000.0,,{'IMDb': 'https://www.imdb.com/title/tt3178816/'},,
29815,https://en.wikipedia.org/wiki/The_Girl_in_the_Book,339145,,,,,,,,,,,,,{},Failed to fetch content,
31821,https://en.wikipedia.org/wiki/Already_Tomorrow_in_Hong_Kong,339148,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt3700804/'},,
399,https://en.wikipedia.org/wiki/Catching_the_Sun_(film),339161,,,,,,,,,,,,,{'Official website': 'http://www.catchingthesun.tv/'},,
16725,https://en.wikipedia.org/wiki/Golden_Kingdom,339258,,,,,,,"$8,077",USD,8077.0,8077.0,8077.0,,{'IMDb': 'https://www.imdb.com/title/tt3440132/'},,
3571,https://en.wikipedia.org/wiki/The_Man_with_the_Iron_Heart_(film),339259,$32 million [1],USD,32000000.0,32000000.0,32000000.0,,$4.4 million [2],USD,4400000.0,4400000.0,4400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt3296908/', 'AllMovie': 'https://www.allmovie.com/movie/v4288506264', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_man_with_the_iron_heart_2017'}",,
24651,https://en.wikipedia.org/wiki/Game_Face_(film),339303,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt4085044/'},,
30694,https://en.wikipedia.org/wiki/Oru_Second_Class_Yathra,339304,,,,,,,,,,,,,{},Failed to fetch content,
2765,https://en.wikipedia.org/wiki/The_Unscarred,339308,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0160256/'},,
19976,https://en.wikipedia.org/wiki/A_Nightingale_Falling,339312,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt2909748/'},,
30322,https://en.wikipedia.org/wiki/Honey_(1981_film),339331,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0082747/'},,
36854,https://en.wikipedia.org/wiki/Toula_ou_Le_g%C3%A9nie_des_eaux,339338,,,,,,,,,,,,,{},Failed to fetch content,
6681,https://en.wikipedia.org/wiki/Parlor_(film),339342,,,,,,,,,,,,,"{'Official website': 'http://parlormovie.com/', 'AllMovie': 'https://www.allmovie.com/movie/v632276', 'IMDb': 'https://www.imdb.com/title/tt2948712/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/anarchy_parlor'}",,
35251,https://en.wikipedia.org/wiki/Larry_Gaye:_Renegade_Male_Flight_Attendant,339355,,,,,,,,,,,,,{},Failed to fetch content,
43027,https://en.wikipedia.org/wiki/SuperBob,339362,,,,,,,,,,,,,{},Failed to fetch content,
35133,https://en.wikipedia.org/wiki/Hamari_Adhuri_Kahani,339367,₹35 crore (US$4.2 million)[2][3],INR,350000000.0,350000000.0,350000000.0,,est. ₹58 crore (US$6.9 million)[4],INR,580000000.0,580000000.0,580000000.0,,"{'Bollywood Hungama': 'https://www.bollywoodhungama.com/movie/hamari-adhuri-kahani/cast/', 'IMDb': 'https://www.imdb.com/title/tt3483612/'}",,
45361,https://en.wikipedia.org/wiki/One_Russian_Summer,339372,$1.6 million[1],USD,1600000.0,1600000.0,1600000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0069949/'},,
13801,https://en.wikipedia.org/wiki/On_the_Basis_of_Sex,339380,$20 million[3],USD,20000000.0,20000000.0,20000000.0,,$38.8 million[4],USD,38800000.0,38800000.0,38800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt4669788/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/2142101/enwp', 'C-SPAN': 'https://www.c-span.org/video/?455789-5/womens-leadership-summit-gender-discrimination'}",,
3289,https://en.wikipedia.org/wiki/Do_It_%E2%80%93_One!,339382,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0099398/'},,
14280,https://en.wikipedia.org/wiki/Georgetown_(film),339395,,,,,,,"$39,163[2]",USD,39163.0,39163.0,39163.0,,"{'IMDb': 'https://www.imdb.com/title/tt4669252/', 'AllMovie': 'https://www.allmovie.com/movie/v715311'}",,
12350,https://en.wikipedia.org/wiki/Caf%C3%A9_Society_(2016_film),339397,$30 million[3],USD,30000000.0,30000000.0,30000000.0,,$43.8 million[4],USD,43800000.0,43800000.0,43800000.0,,"{'': 'http://cafesocietymovie.com', 'IMDb': 'https://www.imdb.com/title/tt4513674/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=cafesociety.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/cafe_society'}",,
22945,https://en.wikipedia.org/wiki/Baby_Driver,339403,$34 million[3],USD,34000000.0,34000000.0,34000000.0,,$226.9 million[4],USD,226900000.0,226900000.0,226900000.0,,"{'': 'http://www.babydriver-movie.com/', 'IMDb': 'https://www.imdb.com/title/tt3890160/'}",,
16422,https://en.wikipedia.org/wiki/The_Layover_(film),339404,,,,,,,,,,,,,"{'Archived': 'http://bronstudios.com/productions/the-layover/', 'IMDb': 'https://www.imdb.com/title/tt4565520/', 'AllMovie': 'https://www.allmovie.com/movie/v629628', 'Metacritic': 'https://www.metacritic.com/movie/the-layover', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_layover'}",,
21257,https://en.wikipedia.org/wiki/Christine_(2016_film),339405,,,,,,,"$313,465[2]",USD,313465.0,313465.0,313465.0,,"{'IMDb': 'https://www.imdb.com/title/tt4666726/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/771436001'}",,
23499,https://en.wikipedia.org/wiki/Showdown_in_Manila,339406,,,,,,,"$583,194 (Russia)",USD,583194.0,583194.0,583194.0,,"{'IMDb': 'https://www.imdb.com/title/tt4586626/', 'AllMovie': 'https://www.allmovie.com/movie/v652931', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/showdown_in_manila', 'YouTube': 'https://www.youtube.com/watch?v=EglwFvkW96U', 'Review of film': 'https://www.exler.ru/films/04-04-2016.htm'}",,
7194,https://en.wikipedia.org/wiki/The_Birth_of_a_Nation_(2016_film),339408,$8.5 million[2],USD,8500000.0,8500000.0,8500000.0,,$16.8 million[2],USD,16800000.0,16800000.0,16800000.0,,"{'Official website': 'https://thebirthofanationmovie.com/', 'IMDb': 'https://www.imdb.com/title/tt4196450/', 'AllMovie': 'https://www.allmovie.com/movie/v648079', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=thebirthofanation.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_birth_of_a_nation_2016', 'Official screenplay': 'https://web.archive.org/web/20170110183108/http://0f1b361a5a35d46c59b38689aef7623c.fslcdn.net/media/fyc/film-script/film_scripts-f7f5f86b-5199-4d26-a6d8-b56478fd905c.pdf'}",,
11768,https://en.wikipedia.org/wiki/Loving_(2016_film),339419,$9 million[4],USD,9000000.0,9000000.0,9000000.0,,$12.9 million[5],USD,12900000.0,12900000.0,12900000.0,,"{'Official website': 'http://www.focusfeatures.com/loving', 'IMDb': 'https://www.imdb.com/title/tt4669986/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=loving.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/loving_2016', 'Official production notes': 'http://affif-sitepublic-media-prod.s3-website-eu-west-1.amazonaws.com/pdf/0001/06/2dea45976246650164d89d9213bc82a31cae7424.pdf', 'Official screenplay': 'https://web.archive.org/web/20170110202438/http://focusfeaturesguilds2016.com/workspace//uploads/screenplay/loving_-awards-2016-final.pdf'}",,
21721,https://en.wikipedia.org/wiki/Flock_of_Dudes,339455,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3027644/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/flock_of_dudes_2016'}",,
19074,https://en.wikipedia.org/wiki/Solace_(2015_film),339527,,,,,,,$22.4 million[5],USD,22400000.0,22400000.0,22400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1291570/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=solace.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/solace', 'Metacritic': 'https://www.metacritic.com/movie/solace', 'AllMovie': 'https://www.allmovie.com/movie/v570247'}",,
18426,https://en.wikipedia.org/wiki/Tremors_5:_Bloodlines,339530,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt4180514/'},,
2423,https://en.wikipedia.org/wiki/Jeruzalem_(film),339547,,,,,,,"$107,024[1]",USD,107024.0,107024.0,107024.0,,"{'IMDb': 'https://www.imdb.com/title/tt4552524/', 'AllMovie': 'https://www.allmovie.com/movie/v639190', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/jeruzalem'}",,
27865,https://en.wikipedia.org/wiki/Yamasong:_March_of_the_Hollows,339549,,,,,,,,,,,,,{},Failed to fetch content,
41131,https://en.wikipedia.org/wiki/To_the_Fore,339562,,,,,,,,,,,,,{},Failed to fetch content,
10495,https://en.wikipedia.org/wiki/No_Land%27s_Song,339568,,,,,,,,,,,,,"{'Official website': 'http://nolandssong.com/en/', 'IMDb': 'https://www.imdb.com/title/tt3614356/', 'YouTube': 'https://vimeo.com/112060743'}",,
39487,https://en.wikipedia.org/wiki/Rua_Alguem_5555:_My_Father,339663,,,,,,,,,,,,,{},Failed to fetch content,
18525,https://en.wikipedia.org/wiki/Shot_Caller_(film),339692,,,,,,,$3.4 million[1],USD,3400000.0,3400000.0,3400000.0,,{'IMDb': 'https://www.imdb.com/title/tt4633690/'},,
10250,https://en.wikipedia.org/wiki/My_Trip_Back_to_the_Dark_Side,339709,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/name/nm0822597/', 'Facebook': 'https://www.facebook.com/shanestanleyofficial'}",,
42561,https://en.wikipedia.org/wiki/Speed_Sisters,339744,,,,,,,,,,,,,{},Failed to fetch content,
27480,https://en.wikipedia.org/wiki/Hitchcock/Truffaut_(film),339751,,,,,,,"$302,459[2]",USD,302459.0,302459.0,302459.0,,"{'IMDb': 'https://www.imdb.com/title/tt3748512/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=hitchcocktruffaut.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/hitchcocktruffaut', 'Metacritic': 'https://www.metacritic.com/movie/hitchcocktruffaut'}",,
22183,https://en.wikipedia.org/wiki/Burroughs_(film),339790,,,,,,,,,,,,,"{'Official Website': 'http://www.burroughsmovie.com', 'IMDb': 'https://www.imdb.com/title/tt3581384/', 'Mubi': 'http://mubi.com/films/burroughs-the-movie', 'Lucy Sante': 'https://www.criterion.com/current/posts/3837-burroughs-that-proud-american-name'}",,
13929,https://en.wikipedia.org/wiki/David_Brent:_Life_on_the_Road,339792,£10 million,GBP,10000000.0,10000000.0,10000000.0,,$5.2 million[3],USD,5200000.0,5200000.0,5200000.0,,{'IMDb': 'https://www.imdb.com/title/tt3137630/'},,
24524,https://en.wikipedia.org/wiki/Ordered_to_Forget,339793,,,,,,,,,,,,,{},,
20344,https://en.wikipedia.org/wiki/Il_lumacone,339804,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0183440/'},,
14801,https://en.wikipedia.org/wiki/Parthen_Rasithen,339823,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0294834/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/parthen_rasithen'}",,
35348,https://en.wikipedia.org/wiki/Baywatch_(film),339846,$65–69 million[3][2],USD,65.0,69000000.0,34500032.5,,$177.9 million[2],USD,177900000.0,177900000.0,177900000.0,,"{'Official website': 'http://www.thebaywatchmovie.com/', 'IMDb': 'https://www.imdb.com/title/tt1469304/'}",,
15891,https://en.wikipedia.org/wiki/The_Prisoner_of_St._Petersburg,339909,"A$330,000[1]",AUD,330000.0,330000.0,330000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0100413/', 'The Prisoner of St Petersburg': 'http://www.ozmovies.com.au/movie/prisoner-of-st.-petersburg'}",,
3663,https://en.wikipedia.org/wiki/The_Girl_with_the_Hungry_Eyes_(1995_film),339917,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0113175/', 'AllMovie': 'https://www.allmovie.com/movie/v134316'}",,
12349,https://en.wikipedia.org/wiki/Kevin_Hart:_What_Now%3F,339927,$9.9 million[3],USD,9900000.0,9900000.0,9900000.0,,$23.6 million[3],USD,23600000.0,23600000.0,23600000.0,,"{'Official website': 'http://www.kevinhartwhatnow.com/', 'IMDb': 'https://www.imdb.com/title/tt4669186/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=kevinhart2016.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/kevin_hart_what_now'}",,
2049,https://en.wikipedia.org/wiki/Toki_o_Kakeru_Sh%C5%8Djo_(1997_film),339930,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0133235/'},,
41202,https://en.wikipedia.org/wiki/Steve_McQueen:_The_Man_%26_Le_Mans,339934,,,,,,,,,,,,,{},Failed to fetch content,
12281,https://en.wikipedia.org/wiki/Valerian_and_the_City_of_a_Thousand_Planets,339964,"€197 million (gross)[6](~$209 million)[7]
$177–205 million (net)[7][8][9]",EUR,177.0,205000000.0,134000059.0,,$226 million[2],USD,226000000.0,226000000.0,226000000.0,,"{'Official website': 'http://www.valerianmovie.com/', 'IMDb': 'https://www.imdb.com/title/tt2239822/'}",,
33819,https://en.wikipedia.org/wiki/Colossal_(film),339967,$15 million[3],USD,15000000.0,15000000.0,15000000.0,,$4.5 million[4],USD,4500000.0,4500000.0,4500000.0,,"{'': 'http://sheiscolossal.com/', 'IMDb': 'https://www.imdb.com/title/tt4680182/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/colossal'}",,
4258,https://en.wikipedia.org/wiki/American_Woman_(2018_film),339976,,,,,,,"$236,637[1]",USD,236637.0,236637.0,236637.0,,{'IMDb': 'https://www.imdb.com/title/tt4465572/'},,
19383,https://en.wikipedia.org/wiki/Miracles_from_Heaven_(film),339984,$14 million[2],USD,14000000.0,14000000.0,14000000.0,,$74 million[3],USD,74000000.0,74000000.0,74000000.0,,"{'Christy Beam': 'http://www.christybeam.com/', 'IMDb': 'https://www.imdb.com/title/tt4257926/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/2064614/enwp', 'History vs. Hollywood': 'http://www.historyvshollywood.com/reelfaces/miracles-from-heaven/'}",,
32735,https://en.wikipedia.org/wiki/The_Exception,339987,,,,,,,"$834,580[2][3]",USD,834580.0,834580.0,834580.0,,"{'IMDb': 'https://www.imdb.com/title/tt4721124/', 'AllMovie': 'https://www.allmovie.com/movie/v668402', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_exception'}",,
18098,https://en.wikipedia.org/wiki/The_Circle_(2017_film),339988,$18 million[1],USD,18000000.0,18000000.0,18000000.0,,$40.7 million[1],USD,40700000.0,40700000.0,40700000.0,,"{'IMDb': 'https://www.imdb.com/title/tt4287320/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=thecircle2017.htm', 'AllMovie': 'https://www.allmovie.com/movie/v638123'}",,
26268,https://en.wikipedia.org/wiki/The_Good_Neighbor_(film),339994,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt2262315/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_good_neighbor_2016'}",,
33662,https://en.wikipedia.org/wiki/Gringo_(2018_film),340022,,,,,,,$11 million[2],USD,11000000.0,11000000.0,11000000.0,,"{'': 'https://www.gringo-movie.com/', 'IMDb': 'https://www.imdb.com/title/tt3721964/'}",,
18290,https://en.wikipedia.org/wiki/Brain_on_Fire_(film),340027,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3704700/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/brain_on_fire'}",,
38896,https://en.wikipedia.org/wiki/Night_Fare,340030,"€560,000[2]",EUR,560000.0,560000.0,560000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3889166/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/night_fare'}",,
36014,https://en.wikipedia.org/wiki/Intimate_Enemies_(2015_film),340067,,,,,,,,,,,,,{},Failed to fetch content,
4687,"https://en.wikipedia.org/wiki/Mexican,_You_Can_Do_It",340074,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0089586/'},,
15288,https://en.wikipedia.org/wiki/Begging_for_Love,340077,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0168450/', 'AllMovie': 'https://www.allmovie.com/movie/v296866', 'Japanese Movie Database': 'http://www.jmdb.ne.jp/1998/dv002590.htm', 'the original': 'https://web.archive.org/web/20050309220228/http://www.walkerplus.com/movie/kinejun/index.cgi?ctl=each&id=31089', '愛を乞うひと(1998)': 'https://www.allcinema.net/prog/show_c.php?num_c=153688', 'Variety Japan': 'http://search.varietyjapan.com/moviedb/cinema_31089.html'}",,
11051,https://en.wikipedia.org/wiki/Their_Finest,340101,,,,,,,$12.3 million[2][3],USD,12300000.0,12300000.0,12300000.0,,"{'BBC Films': 'https://www.bbc.co.uk/bbcfilms/film/their_finest', 'BBFC': 'https://www.bbfc.co.uk/releases/their-finest-2016', 'BFI': 'https://web.archive.org/web/20171029192058/http://www.bfi.org.uk/films-tv-people/59ba3d5be88f0', 'British Council–Film': 'http://film.britishcouncil.org/their-finest', 'IMDb': 'https://www.imdb.com/title/tt1661275/', 'Lumiere': 'http://lumiere.obs.coe.int/web/film_info/?id=70572', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=theirfinest.htm', 'Netflix': 'https://www.netflix.com/title/80142529'}",,
11383,https://en.wikipedia.org/wiki/The_Monster_(2016_film),340103,$3 million[1],USD,3000000.0,3000000.0,3000000.0,,"$74,700[2]",USD,74700.0,74700.0,74700.0,,"{'IMDb': 'https://www.imdb.com/title/tt3976144/', 'AllMovie': 'https://www.allmovie.com/movie/v666417'}",,
18836,https://en.wikipedia.org/wiki/Wednesdays_Don%27t_Exist,340144,,,,,,,,,,,,,{},,
35729,https://en.wikipedia.org/wiki/Para_sa_Hopeless_Romantic,340173,,,,,,,"₱8 million (Opening Day)
₱50 million[1]",PHP,,,,,"{'IMDb': 'https://www.imdb.com/title/tt4680278/', ""Star Cinema's Information"": 'http://starcinema.abs-cbn.com/movies/para-sa-hopeless-romantic'}",,
7168,https://en.wikipedia.org/wiki/Tag_(2015_film),340176,,,,,,,,,,,,,"{'Official website': 'http://realonigokko.com/', 'allcinema': 'https://allcinema.net/prog/show_c.php?num_c=351861', 'KINENOTE': 'http://www.kinenote.com/main/public/cinema/detail.aspx?cinema_id=82893', 'IMDb': 'https://www.imdb.com/title/tt4439120/'}",,
27810,https://en.wikipedia.org/wiki/In_Stereo_(film),340189,,,,,,,,,,,,,"{'Official website': 'http://instereothemovie.com/', 'IMDb': 'https://www.imdb.com/title/tt3478186/'}",,
49324,https://en.wikipedia.org/wiki/Drunk_Wedding,340190,"$600,000[2]",USD,600000.0,600000.0,600000.0,,"$3,301[3]",USD,,3301.0,3301.0,,{'IMDb': 'https://www.imdb.com/title/tt1950135/'},,3301.0
31637,https://en.wikipedia.org/wiki/A_Year_and_Change,340194,,,,,,,,,,,,,"{'Facebook': 'https://www.facebook.com/AYearandChangeMovie', 'IMDb': 'https://www.imdb.com/title/tt3339354/'}",,
42369,https://en.wikipedia.org/wiki/Condition_Red_(film),340210,,,,,,,,,,,,,{},Failed to fetch content,
26574,https://en.wikipedia.org/wiki/Highway_to_Dhampus,340226,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt2296799/', 'Official website': 'http://www.highwaytodhampus.com/', 'FOX13': 'https://www.fox13now.com/2015/10/06/utah-filmmaker-shines-with-highway-to-dhampus', 'The Salt Lake Tribune': 'http://www.sltrib.com/entertainment/3032788-155/movie-review-nepals-vistas-bring-beauty'}",,
2220,https://en.wikipedia.org/wiki/Honeyglue,340227,,,,,,,,,,,,,{},,
31909,https://en.wikipedia.org/wiki/All_Mistakes_Buried,340243,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3040216/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/all_mistakes_buried', 'Metacritic': 'https://www.metacritic.com/movie/all-mistakes-buried'}",,
18815,https://en.wikipedia.org/wiki/The_Ataxian,340245,,,,,,,,,,,,,{},,
11070,https://en.wikipedia.org/wiki/The_Challenger_(2015_film),340247,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1974382/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_challenger'}",,
31064,https://en.wikipedia.org/wiki/The_Man_in_the_Shadows,340249,,,,,,,,,,,,,{},Failed to fetch content,
2417,https://en.wikipedia.org/wiki/My_Dear_Subject,340258,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0097902/'},,
37014,https://en.wikipedia.org/wiki/State_Like_Sleep,340268,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3628574/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/state_like_sleep'}",,
56740,https://en.wikipedia.org/wiki/Chi-Raq,340275,$15 million[3],USD,15000000.0,15000000.0,15000000.0,,$2.7 million[4],USD,,2700000.0,2700000.0,,"{'Official website': 'http://www.chiraqthemovie.com/', 'IMDb': 'https://www.imdb.com/title/tt4594834/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=chiraq.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/chi_raq'}",,2700000.0
7571,https://en.wikipedia.org/wiki/Tsukuroi_Tatsu_Hito_(film),340286,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt3574218/'},,
17602,https://en.wikipedia.org/wiki/Talk_of_the_Town_Tora-san,340317,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0078046/', 'Archived': 'http://www.tora-san.jp/toranomaki/movie22/'}",,
18167,https://en.wikipedia.org/wiki/Floride_(film),340361,$8 million,USD,8000000.0,8000000.0,8000000.0,,$3 million[1],USD,3000000.0,3000000.0,3000000.0,,{'IMDb': 'https://www.imdb.com/title/tt4163636/'},,
26242,https://en.wikipedia.org/wiki/Going_to_America_(film),340362,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3498590/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/last_supper_2014'}",,
36965,"https://en.wikipedia.org/wiki/Fe,_Esperanza_y_Caridad",340373,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0065716/'},,
29553,https://en.wikipedia.org/wiki/Kartoffelsalat_%E2%80%93_Nicht_fragen!,340401,,,,,,,,,,,,,{},Failed to fetch content,
26695,https://en.wikipedia.org/wiki/Trader_Horn_(1973_film),340412,,,,,,,,,,,,,{},Failed to fetch content,
10417,https://en.wikipedia.org/wiki/Pilgrimage_(2017_film),340442,€4.7 million,EUR,4700000.0,4700000.0,4700000.0,,"$23,689[2]",USD,23689.0,23689.0,23689.0,,{'IMDb': 'https://www.imdb.com/title/tt3531202/'},,
15108,https://en.wikipedia.org/wiki/Kofuku_(film),340444,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0203628/'},,
44415,https://en.wikipedia.org/wiki/The_Unknown_Girl,340481,$7 million,USD,7000000.0,7000000.0,7000000.0,,$2.4 million[2],USD,,2400000.0,2400000.0,,"{'Publicity page': 'http://lesfilmsdufleuve.be/en/la-fille-inconnue/', 'IMDb': 'https://www.imdb.com/title/tt4630550/', 'AllMovie': 'https://www.allmovie.com/movie/v658611'}",,2400000.0
6597,https://en.wikipedia.org/wiki/Kate_Plays_Christine,340484,,,,,,,"$25,564[2]",USD,25564.0,25564.0,25564.0,,{'IMDb': 'https://www.imdb.com/title/tt5278592/'},,
35677,https://en.wikipedia.org/wiki/American_Honey_(film),340485,$3.5 million[3],USD,3500000.0,3500000.0,3500000.0,,$2.3 million[4],USD,2300000.0,2300000.0,2300000.0,,"{'Official website': 'https://web.archive.org/web/20161024183211/http://americanhoney-movie.com/', 'IMDb': 'https://www.imdb.com/title/tt3721936/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=americanhoney.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/american_honey', 'Metacritic': 'https://www.metacritic.com/movie/american-honey'}",,
11690,https://en.wikipedia.org/wiki/Certain_Women_(film),340487,$2 million[3],USD,2000000.0,2000000.0,2000000.0,,$1.5 million[4],USD,1500000.0,1500000.0,1500000.0,,"{'IMDb': 'https://www.imdb.com/title/tt4468634/', 'AllMovie': 'https://www.allmovie.com/movie/v648789', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=certainwomen.htm', 'Metacritic': 'https://www.metacritic.com/movie/certain-women', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/certain_women_2016', 'Ella Taylor': 'https://www.criterion.com/current/posts/4941-certain-women-trapped-under-the-big-sky'}",,
17476,https://en.wikipedia.org/wiki/Salt_and_Fire,340488,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt4441150/'},,
33447,https://en.wikipedia.org/wiki/The_Bordello,340559,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0067117/'},,
7644,https://en.wikipedia.org/wiki/Lavender_(2016_film),340584,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt4680980/', 'AllMovie': 'https://www.allmovie.com/movie/v657217', 'Library and Archives Canada': 'http://central.bac-lac.gc.ca/.redirect?app=filvidandsou&id=540623&lang=eng'}",,
2425,https://en.wikipedia.org/wiki/Women_He%27s_Undressed,340595,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt3735686/', 'Review of film': 'http://www.sbs.com.au/movies/review/women-hes-undressed-review'}",,
25932,https://en.wikipedia.org/wiki/The_Queens_(film),340603,,,,,,,US$2.46 million (China)[1],USD,2460000.0,2460000.0,2460000.0,,"{'IMDb': 'https://www.imdb.com/title/tt4483422/', 'Douban': 'https://movie.douban.com/subject/25780584/', 'Mtime.com': 'http://web.archive.org/web/2019/http://movie.mtime.com/209333/'}",,
23468,https://en.wikipedia.org/wiki/Indignation_(film),340611,,,,,,,$3.4 million[2],USD,3400000.0,3400000.0,3400000.0,,"{'': 'http://indignationfilm.com', 'IMDb': 'https://www.imdb.com/title/tt4193394/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=indignation.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/indignation', 'Metacritic': 'https://www.metacritic.com/movie/indignation'}",,
