url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box_office_min,box_office_max,box_office_avg,box_office_error,external_links,error
https://en.wikipedia.org/wiki/Things_to_Do_Before_You%27re_30,14187,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0382382/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/things_to_do_before_youre_30', 'AllMovie': 'https://www.allmovie.com/movie/v307410', ""Things to Do Before You're 30at Britfilms.com"": 'https://web.archive.org/web/20061112231843/http://www.britfilms.com/britishfilms/catalogue/browse/?id=D9CC70591b8a3186C4LnV15D20FA'}",
https://en.wikipedia.org/wiki/Until_the_Night_(film),45110,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0375172/'},
https://en.wikipedia.org/wiki/10_to_Midnight,18587,$4 million,USD,4000000.0,4000000.0,4000000.0,,$7 million[2],USD,7000000.0,7000000.0,7000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0085121/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/ten_to_midnight', 'AllMovie': 'https://www.allmovie.com/movie/v49039'}",
https://en.wikipedia.org/wiki/Black_Caesar_(film),22029,,,,,,,$2 million (US/ Canada rentals)[1][2][3],USD,2000000.0,2000000.0,2000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0069792/', 'Black Caesar at Blaxploitation.com': 'http://www.blaxploitation.com/m_21.html', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/black_caesar'}",
https://en.wikipedia.org/wiki/Endless_Harmony:_The_Beach_Boys_Story,75092,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0325312/'},
https://en.wikipedia.org/wiki/Camp_(2003_film),33339,,,,,,,$2.6 million[2][3],USD,2600000.0,2600000.0,2600000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0342167/', 'AllMovie': 'https://www.allmovie.com/movie/v278965', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=camp.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/camp', 'Metacritic': 'https://www.metacritic.com/movie/camp'}",
https://en.wikipedia.org/wiki/American_Pie_Presents:_The_Book_of_Love,26123,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1407050/', 'AllMovie': 'https://www.allmovie.com/movie/v503962', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/american_pie_presents_the_book_of_love'}",
https://en.wikipedia.org/wiki/Guyana:_Crime_of_the_Century,28354,,,,,,,"$3,798,102[1]",USD,3798102.0,3798102.0,3798102.0,,"{'IMDb': 'https://www.imdb.com/title/tt0080833/', 'AllMovie': 'https://www.allmovie.com/movie/v94119'}",
https://en.wikipedia.org/wiki/Heartless_(1995_film),55827,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0112756/'},
https://en.wikipedia.org/wiki/Boredom_in_Brno,80159,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0342844/'},
