movie_id,collection_id,collection_name
296695,257090,revelation_road_collection
14853,122017,screamers_collection
211156,1078619,exitus_interruptus_filmreihe
318040,1292580,bizarre
79370,188133,les_charlots_saga
14869,135468,g_i_joe_live_action_collection
156022,523855,the_equalizer_collection
374825,660755,playgirls_kolekce_
34588,369380,se_eu_fosse_voce
374826,660755,playgirls_kolekce_
14880,98426,irene_huss_collection
112687,979678,doomwatch_collection
34594,320095,un_franco_14_pesetas_coleccion
156062,956687,easy_rider_collection
34598,257378,fast_getaway_collection
112708,626780,cage_collection
374856,39199,mingtanzhenkonan
34600,330555,ernest_collection
79387,188133,les_charlots_saga
79391,188133,les_charlots_saga
79386,188133,les_charlots_saga
79395,362554,ex_collection
34617,1229158,pretty_peaches_collection
55946,119274,hibotan_bakuto
34644,678363,beck_historien_om_ett_brott_samling_
14908,393564,mchale_s_navy_collection
14916,562535,moontrap_collection
55952,114915,xtro_collection
473392,388746,karsten_og_petra_samlingen
473412,1057189,karaoglan_seri
34645,678363,beck_historien_om_ett_brott_samling_
14913,96937,boogeyman_collection
34698,261240,u_pana_boga_collection
34683,361140,house_of_angels_collection
56014,343477,kusswechsel_filmreihe
418378,747942,the_die_beautiful_collection
211505,529533,dabbe_koleksiyonu
14943,192174,crows_collection
56078,140126,vabank_collection
34743,918027,carry_on_collection
34746,14377,death_wish_collection
211672,544669,minions_collection
112956,1314941,kaankluai
56109,1021155,maneater_collection
375097,122776,kvartet_i_kollektsiya_
211711,212123,xiaoshidai_xilie_
418493,950245,kara_murat_seri
34763,840690,aarya_collection
56115,692519,the_bikini_carwash_company_collection
79500,640872,prehysteria_collection
34787,1288997,drawing_restraint_collection
15026,280562,the_guyver_collection
211885,245466,crimes_of_passion_the_maria_lang_collection
375170,505857,the_tag_along_collection
15034,160952,camera_cafe
296945,160598,brigada_z_collection
113105,921251,cosmo_2000_coleccion
34812,201061,war_of_the_worlds_collection
34814,133923,zombi_collection
15066,299748,walking_tall_collection
15070,117777,undisputed_collection
34845,250411,suicidegirls_collection
34851,399,predator_collection
56242,264434,demonic_toys_collection
15077,159613,election_collection
56277,201835,the_water_margin_collection
56272,86668,elektra_luxx_collection
34881,880974,waiting_for_the_hearse_collection
15092,64751,crank_collection
474350,477962,it_collection
418835,546206,zona_del_silencio_collection
56288,86486,spy_kids_collection
34905,133891,confessions_collection
56292,87359,mission_impossible_collection
15120,87220,smokey_and_the_bandit_collection
34935,199141,tenchi_muyo_collection
156717,86116,death_race_collection
34982,387617,pelle_og_proffen
474538,826697,the_blood_of_wolves_collection
15135,98430,feast_collection
15142,351230,dream_a_little_dream_collection
56329,239011,zhentan_xilie_
15152,91588,oss_117
375509,441970,corpse_party_collection
56339,188197,cetto_la_qualunque_collezione
212455,159600,house_party_collection
15159,130440,the_pink_panther_steve_martin_collection
15157,437451,cinderella_story_collection
15158,47770,phantasm_collection
418978,552742,mhaakaaptaeuataek
580626,633664,sinyi_han_su_sirijeu
375548,921310,uno_al_ano_no_hace_dano_coleccion
35019,35792,nanny_mcphee_collection
212471,841967,sergeant_keroro_collection
35022,457550,sanshiro_sugata_collection
156930,722872,orkney_snork_nie_movie_collection
297189,340890,persona_3_the_movie_collection
35060,232407,in_3_tagen_bist_du_tot_filmreihe
474712,491540,dede_korkut_hikayeleri
56372,106011,boi_s_tenyu_kollektsiya_
56382,679341,emengzhentan_xilie_
156991,729879,i_3_supermen_collezione
113562,429234,ze_do_caixao_colesao
15206,1229144,the_three_mothers_collection
56399,1108356,ferie_d_agosto_collezione
113614,1047157,red_room
79815,532829,trilogi_merdeka
277368,303872,le_petit_nicolas
375794,583995,no_manches_frida_collection
375798,442352,brice_de_nice_collection
15239,32135,the_toxic_avenger_collection
277392,873220,huononiao
56423,439527,dei_mudder_sei_gesicht_filmreihe
297291,116669,the_scorpion_king_collection
375812,375820,collection_les_3_p_tits_cochons
419274,837902,trilogia_sergio_reis
375804,52097,camping_collection
15261,430186,bring_it_on_collection
15255,117777,undisputed_collection
15259,92222,breakin_collection
15262,96937,boogeyman_collection
297326,997737,eiffel_i_m_in_love_collection
56482,669710,paz_collezione
79920,693950,boys_life_collection
56501,188133,les_charlots_saga
559495,1065804,rafadan_tayfa_collection
56503,65906,modstrilogin
157209,274970,la_orca_collection
35200,383632,a_man_called_horse_collection
212996,401270,lee_rock_collection
56504,65906,modstrilogin
56525,106011,boi_s_tenyu_kollektsiya_
56540,417064,feichengwurao_xilie_
113876,921381,renyinakiyewang
157293,337957,abcd_collection
56549,107462,osobennosti_natsionalnoi_kollektsiya_
113917,262086,the_brotherhood_collection
35282,103190,female_prisoner_scorpion_collection
56589,93287,la_7eme_compagnie_saga
419479,737382,the_babysitter_collection
15357,85946,banlieu_13_collection
35343,63170,joenssonligan_collection
157350,283579,divergent_collection
15362,85945,the_mesrine_collection
35428,122776,kvartet_i_kollektsiya_
559713,818916,fisherman_s_friends_collection
15379,46512,missing_in_action_collection
35435,96666,eden_of_the_east_collection
277519,470522,fantanfengbao
419502,643756,io_che_amo_solo_te_collezione
419507,926177,aldo_giovanni_e_giacomo_collection
475557,987044,joker_collection
15386,697266,bony_a_klid
80105,141448,fuga_de_cerebros_coleccion
80109,133962,wickie_filmreihe
56675,308153,the_cheerleaders_collection
213478,764994,the_way_we_dance_collection
475619,1082632,4_2_4_collection
114094,1233158,ninja_master_gordon_collection
419520,337019,99_cahaya_di_langit_eropa_trilogy
35541,375820,collection_les_3_p_tits_cochons
419548,609193,krampus_collection
80144,98426,irene_huss_collection
15411,744684,bheja_fry_collection
157424,201576,cabin_fever_collection
157433,830781,pet_sematary_reboot_collection
475817,957760,amor_collection
376280,1256364,kundschafter_filmreihe
15417,168182,philo_clyde_collection
419639,554930,the_thinning_collection
114150,306031,pitch_perfect_collection
15434,285879,seed_collection
419680,473971,daddy_s_home_collection
15437,160792,prudence_et_belisaire_beresford_collection
56780,166381,atlas_shrugged_collection
297762,468552,wonder_woman_collection
35610,145784,the_philadelphia_experiment_collection
15440,86553,fritt_vilt_trilogien
297761,531242,suicide_squad_collection
15449,403603,la_tour_infernale_saga
35626,47391,sleepaway_camp_collection
35635,144045,kabouter_plop_collection
213927,294187,born_to_race_collection
15472,24761,the_millennium_collection
581109,957760,amor_collection
80280,74508,_rec_coleccion
15482,47983,killer_tomatoes_collection
56832,99321,gantz_collection
35669,123724,dracula_hammer_collection
297802,573693,aquaman_collection
376436,474012,kocan_kadar_konush_seri_
15493,206921,star_wreck_collection
376438,720067,eleven_days_eleven_nights_collection
15498,11118,the_olsen_gang_collection
35687,1216175,elaesaddii_lav_seksa_aur_dhokhaa_collection
80314,477050,anhetianshaonianyuliandui
35688,143588,why_did_i_get_married_collection
15495,264339,the_hamiltons_collection
35683,338282,single_white_female_collection
15496,1199811,rabushinema
157729,418544,shanghai_joe_collezione
15499,11118,the_olsen_gang_collection
15537,11118,the_olsen_gang_collection
15539,11118,the_olsen_gang_collection
56878,480128,morten_korch_klassikere
277685,506355,unfriended_collection
419900,1178034,
114363,433556,koko_collection
319037,1241873,cri_cri_collection
114372,114374,zhenjiushizhuchuanshuo_beidounoquan
1162933,1184291,elbasy_zholy
56903,775220,tre_metri_sopra_il_cielo_collezione
56909,198697,immaturi_collection
157829,446782,the_disappearance_of_eleanor_rigby_collection
80384,278920,vampires_suck_collection
56919,694615,ashk_tesaduefleri_sever_seri_
15582,43066,teen_wolf_collection
420056,921320,el_coco_coleccion
35739,736172,bullets_bombs_and_babes_collection
277725,936520,abang_long_fadil_film_collection
560049,1171798,belye_rosy_kollektsiya
35747,663490,kurtlar_vadisi_seri_
35752,284346,nana_collection
80410,122922,in_the_name_of_the_king_collection
15590,86334,the_prince_me_collection
35756,316324,tomme_toenner_collection
277730,277739,heaven_hell_and_purgatory_collection
35791,17255,resident_evil_collection
15588,91588,oss_117
56937,86553,fritt_vilt_trilogien
114478,10522,starship_troopers_collection
342588,499070,yiteng_jihua
376659,487376,bad_moms_collection
15602,119050,grumpy_old_men_collection
342591,442338,rico_und_oskar_filmreihe
214264,251383,the_gamers_collection
80446,624920,mortadelo_y_filemon_coleccion
35836,1043957,4_horror_tales_collection
158015,256322,the_purge_collection
15641,86112,vacancy_collection
214355,1161210,cine_holliudy_colesao
15653,410261,a_goofy_movie_collection
56991,1059770,aasa_nisse_compilation
214464,294226,the_dead_collection
376716,122776,kvartet_i_kollektsiya_
56997,756652,are_you_scared_collection
80577,930028,the_savage_bees_collection
319148,526976,il_sergente_rompiglioni_collection
35945,174218,the_howling_collection
56990,620208,kamilla_og_tyven
15681,362554,ex_collection
214597,230161,fright_night_reboot_collection
15670,534673,madea_collection
80621,832656,van_veeteren_collection
15706,102008,another_gay_movie_collection
35977,123256,pumpkinhead_collection
76,123800,before_collection
15713,518066,la_premiere_etoile_saga
78,422837,blade_runner_collection
319217,792952,la_gran_familia_coleccion
80,123800,before_collection
83,86113,open_water_collection
476792,508766,dummie_de_mummie_collectie
85,84,indiana_jones_collection
80640,891478,the_peacock_king_collection
88,86058,dirty_dancing_collection
87,84,indiana_jones_collection
15724,205672,encounters_of_the_spooky_kind_collection
57112,926177,aldo_giovanni_e_giacomo_collection
89,84,indiana_jones_collection
36069,1122189,trilogie_policiere_nicloux
96,85861,beverly_hills_cop_collection
214756,266672,ted_collection
90,85861,beverly_hills_cop_collection
376916,1008540,ten_years_collection
98,1069584,gladiator_collection
15761,718000,indian_gangster_trilogy
15739,312735,annie_collection
57138,169460,poletje_v_skoljki_collection
106,399,predator_collection
36085,120169,vorstadtkrokodile_filmreihe
420644,561978,raiders_collection
476996,691371,vincke_verstuyft_trilogy
420634,727761,terrifier_collection
158519,298778,1920_collection
57158,121938,the_hobbit_collection
319295,952609,urutoramankorekushon
110,131,trois_couleurs_collection
105,264,back_to_the_future_collection
109,131,trois_couleurs_collection
80714,255206,fuenf_freunde_filmreihe
108,131,trois_couleurs_collection
57165,86780,clash_of_the_titans_collection
298250,656,saw_collection
420707,86113,open_water_collection
15800,509686,trekkies_collection
120,119,the_lord_of_the_rings_collection
319341,437608,papa_ou_maman_saga
15802,227147,tokio_dekadenz_reihe
121,119,the_lord_of_the_rings_collection
122,119,the_lord_of_the_rings_collection
15809,152544,green_street_hooligans_collection
605051,997729,koki_koki_cilik_collection
158618,227140,emanuelle_nera_collection
57209,576924,neadekvatnye_lyudi_kollektsiya_
141,178106,darko_collection
158611,227140,emanuelle_nera_collection
277967,76291,simon_brenner_collection
342917,356688,batman_unlimited_collection
144,582828,damiel_und_cassiel_filmreihe
15824,289288,per_fly_trilogien_samling_
80794,680729,miemencanan_xilie_
540111,852689,joan_of_arc_collection
146,290973,crouching_tiger_hidden_dragon_collection
420809,531331,maleficent_collection
150,93295,48_hrs_collection
15830,289288,per_fly_trilogien_samling_
152,151,star_trek_the_original_series_collection
154,151,star_trek_the_original_series_collection
155,263,the_dark_knight_collection
