movie_id,imdb_id,original_language,original_title,release_date,runtime,revenue_dom,revenue_int,revenue_world,revenue_open,budget_usd_adj,ageCert,metacritic_link,metascore,rating_count_imdb,rating_value_imdb,rating_value_tmdb,rating_count_tmdb,is_sequel_my,quarter,month,year,revenue_usd_adj,surplus,ratio_adj,roi,is_released_US,is_released_CN,is_released_FR,is_released_GB,is_released_JP,is_released,digital_physical_date,days_from_us_release
227083,tt2119558,en,El pequeño mago,2013-11-14 00:00:00+00:00,80,,29298.0,29298,,5907697.141532557,U,/lists/tt2119558,,24.0,5.2,0.0,0.0,0,4,11,2013,36805.960713779794,-5889294.161175667,0.006230170543954409,-0.9968849147280228,False,False,False,False,False,False,,9999.0
177757,tt1206331,en,Portable Life,2011-09-01 00:00:00+00:00,86,,3290.0,3290,,1300976.563646144,U,/lists/tt1206331,,56.0,5.3,0.0,0.0,0,3,9,2011,4280.426915741601,-1298836.3501882732,0.0032901645082254113,-0.9983549177458874,False,False,False,False,False,False,,9999.0
60769,tt1056478,no,Radiopiratene,2007-09-14 00:00:00+00:00,83,,446643.0,446643,,3748866.766501721,U,/lists/tt1056478,,115.0,4.8,0.0,0.0,0,3,9,2007,630418.8594930115,-3433657.336755215,0.16816251383649222,-0.9159187430817539,False,False,False,False,False,False,,9999.0
59222,tt0976040,en,Holy Money,2009-09-16 00:00:00+00:00,101,,6924.0,6924,,16010446.70150137,U,/lists/tt0976040,,93.0,5.3,0.0,0.0,0,3,9,2009,9445.192297832074,-16005724.105352454,0.0005899393361052417,-0.9997050303319474,False,False,False,False,False,False,,9999.0
201136,tt3279184,en,Gardening With Soul,2013-09-12 00:00:00+00:00,95,,376331.0,376331,,106782.26024545301,U,/lists/tt3279184,,18.0,7.6,0.0,0.0,0,3,9,2013,472770.2915344892,129602.88552179158,4.427423529411765,1.2137117647058826,False,False,False,False,False,False,,9999.0
90939,tt1618467,en,Booked Out,2012-03-12 00:00:00+00:00,83,,353.0,353,,2294393.581713808,U,/lists/tt1618467,,84.0,7.5,0.0,0.0,0,1,3,2012,449.9560746360968,-2294168.6036764896,0.00019611111111111112,-0.9999019444444444,False,False,False,True,False,True,,9999.0
117935,tt0902349,en,About Water (Uber Wasser),2008-06-05 00:00:00+00:00,120,,183893.0,183893,,4187096.612680733,U,/lists/tt0902349,,45.0,7.2,0.0,0.0,0,2,6,2008,249960.31599652578,-4062116.4546824703,0.05969776652382807,-0.970151116738086,True,False,False,False,False,True,,9999.0
229394,tt1069259,ms,Jangan Pandang Belakang,2007-04-04 00:00:00+00:00,94,,2144941.0,2144941,,612432.6209836886,U,/lists/tt1069259,,88.0,5.7,0.0,0.0,0,2,4,2007,3027499.0515910904,901316.9048118566,4.943399400783591,1.4716997003917955,False,False,False,False,False,False,,9999.0
155238,tt1515816,en,I'm Not Single,2008-07-24 00:00:00+00:00,87,,459805.0,459805,,626779.9813518622,U,/lists/tt1515816,,17.0,6.5,0.0,0.0,0,3,7,2008,624999.3370970213,-314280.31280335155,0.9971590601043123,-0.5014204699478438,False,False,False,False,False,False,,9999.0
180666,tt1754953,en,Þetta reddast,2013-03-01 00:00:00+00:00,90,,18580.0,18580,,753757.1311443741,U,/lists/tt1754953,,31.0,4.4,0.0,0.0,0,1,3,2013,23341.345827770787,-742086.4582304887,0.030966666666666667,-0.9845166666666666,False,False,False,False,False,False,,9999.0
209838,tt1883400,en,The Purple House,2011-09-23 00:00:00+00:00,93,,1549982.0,1549982,,5091018.776712798,U,/lists/tt1883400,,33.0,5.2,0.0,0.0,0,3,9,2011,2016591.085627659,-4082723.233898968,0.3961075717991645,-0.8019462141004178,False,True,False,False,False,True,,9999.0
57887,tt1844000,es,Ojos Rojos,2010-05-06 00:00:00+00:00,86,,588779.0,588779,,872371.0881608393,U,/lists/tt1844000,,80.0,6.6,0.0,0.0,0,2,5,2010,790205.8106403858,-477268.18284064636,0.9058138461538462,-0.547093076923077,False,False,False,False,False,False,,9999.0
199257,tt2190237,zh,龙众舞,2012-01-19 00:00:00+00:00,88,,1479052.0,1479052,,1200596.2521450908,U,/lists/tt2190237,,26.0,5.7,0.0,0.0,0,1,1,2012,1885293.008789428,-257949.74775037682,1.5702972630649128,-0.21485136846754363,False,False,False,False,False,False,,9999.0
137208,tt2255915,en,Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,2012-02-17 00:00:00+00:00,153,,3718.0,3718,,1281087.402980914,U,/lists/tt2255915,,59.0,6.5,0.0,0.0,0,1,2,2012,4739.197409339965,-1278717.804276244,0.0036993552495423066,-0.9981503223752287,False,False,False,False,False,False,,9999.0
146309,tt1705064,ja,源氏物語 千年の謎,2011-12-10 00:00:00+00:00,137,,17295465.0,17295465,,13010416.157269303,U,/lists/tt1705064,,132.0,6.2,0.0,0.0,0,4,12,2011,22502119.728348576,-1759356.293095015,1.7295465000000003,-0.13522674999999987,False,False,False,False,True,True,,9999.0
